;test;
Wavenumbers [1/cm];Absorbance;
4499,6121;-0,004718499;
4499,3710;-0,004714146;
4499,1298;-0,00473796;
4498,8887;-0,004797155;
4498,6476;-0,004843184;
4498,4065;-0,004830743;
4498,1654;-0,004798486;
4497,9243;-0,004756548;
4497,6832;-0,004687822;
4497,4421;-0,004640188;
4497,2010;-0,004643876;
4496,9598;-0,004658116;
4496,7187;-0,004655759;
4496,4776;-0,004639881;
4496,2365;-0,004632812;
4495,9954;-0,00466462;
4495,7543;-0,004721777;
4495,5132;-0,004767046;
4495,2721;-0,004787324;
4495,0310;-0,004779028;
4494,7899;-0,004754551;
4494,5487;-0,004759211;
4494,3076;-0,004800175;
4494,0665;-0,004816099;
4493,8254;-0,004788911;
4493,5843;-0,004768377;
4493,3432;-0,004783227;
4493,1021;-0,004834583;
4492,8610;-0,004885164;
4492,6199;-0,004870164;
4492,3787;-0,004810314;
4492,1376;-0,004783893;
4491,8965;-0,004787221;
4491,6554;-0,004770631;
4491,4143;-0,004733504;
4491,1732;-0,004706618;
4490,9321;-0,004711739;
4490,6910;-0,004724747;
4490,4499;-0,004710561;
4490,2087;-0,004728076;
4489,9676;-0,004828592;
4489,7265;-0,004901699;
4489,4854;-0,004861205;
4489,2443;-0,004800892;
4489,0032;-0,004782459;
4488,7621;-0,004765561;
4488,5210;-0,004760645;
4488,2799;-0,004767763;
4488,0387;-0,004753835;
4487,7976;-0,004752247;
4487,5565;-0,004776724;
4487,3154;-0,004788296;
4487,0743;-0,00478973;
4486,8332;-0,004803964;
4486,5921;-0,004836477;
4486,3510;-0,004865352;
4486,1099;-0,00485117;
4485,8687;-0,004815229;
4485,6276;-0,004806166;
4485,3865;-0,004812822;
4485,1454;-0,004813283;
4484,9043;-0,004809238;
4484,6632;-0,004797206;
4484,4221;-0,004795772;
4484,1810;-0,004847075;
4483,9399;-0,004915571;
4483,6987;-0,004914906;
4483,4576;-0,004847433;
4483,2165;-0,004779591;
4482,9754;-0,004759314;
4482,7343;-0,00476638;
4482,4932;-0,004751479;
4482,2521;-0,004729049;
4482,0110;-0,004723877;
4481,7699;-0,004729561;
4481,5287;-0,004757777;
4481,2876;-0,004798486;
4481,0465;-0,004808265;
4480,8054;-0,004791113;
4480,5643;-0,004776468;
4480,3232;-0,004758597;
4480,0821;-0,004760184;
4479,8410;-0,004807549;
4479,5999;-0,004835965;
4479,3588;-0,004785275;
4479,1176;-0,004702213;
4478,8765;-0,004682751;
4478,6354;-0,00474897;
4478,3943;-0,004801865;
4478,1532;-0,004774624;
4477,9121;-0,004725823;
4477,6710;-0,004721879;
4477,4299;-0,004761106;
4477,1888;-0,004790447;
4476,9476;-0,004786146;
4476,7065;-0,004788296;
4476,4654;-0,004816202;
4476,2243;-0,00483192;
4475,9832;-0,004795465;
4475,7421;-0,004727205;
4475,5010;-0,004690434;
4475,2599;-0,004712303;
4475,0188;-0,004761516;
4474,7776;-0,004793877;
4474,5365;-0,004793109;
4474,2954;-0,004767661;
4474,0543;-0,004740725;
4473,8132;-0,004722699;
4473,5721;-0,004730585;
4473,3310;-0,00478763;
4473,0899;-0,00485501;
4472,8488;-0,004890642;
4472,6076;-0,004893201;
4472,3665;-0,004858748;
4472,1254;-0,004803299;
4471,8843;-0,004773703;
4471,6432;-0,00478635;
4471,4021;-0,004792751;
4471,1610;-0,004775085;
4470,9199;-0,004771706;
4470,6788;-0,00478123;
4470,4376;-0,004784405;
4470,1965;-0,004804374;
4469,9554;-0,004851017;
4469,7143;-0,004873287;
4469,4732;-0,004841852;
4469,2321;-0,004794697;
4468,9910;-0,004742107;
4468,7499;-0,004687617;
4468,5088;-0,004687259;
4468,2676;-0,004742415;
4468,0265;-0,004785634;
4467,7854;-0,004784405;
4467,5443;-0,004767353;
4467,3032;-0,004783944;
4467,0621;-0,004836323;
4466,8210;-0,004888184;
4466,5799;-0,004910708;
4466,3388;-0,00488757;
4466,0977;-0,004829207;
4465,8565;-0,004772678;
4465,6154;-0,004747792;
4465,3743;-0,004737652;
4465,1332;-0,004729663;
4464,8921;-0,004736525;
4464,6510;-0,004741647;
4464,4099;-0,004760082;
4464,1688;-0,004811645;
4463,9277;-0,004842723;
4463,6865;-0,004832995;
4463,4454;-0,004826902;
4463,2043;-0,004826954;
4462,9632;-0,004820195;
4462,7221;-0,004821987;
4462,4810;-0,004813334;
4462,2399;-0,004780616;
4461,9988;-0,004758136;
4461,7577;-0,004765152;
4461,5165;-0,004788296;
4461,2754;-0,004797666;
4461,0343;-0,004806012;
4460,7932;-0,004837245;
4460,5521;-0,004848969;
4460,3110;-0,004826442;
4460,0699;-0,004824035;
4459,8288;-0,004836374;
4459,5877;-0,004808777;
4459,3465;-0,004762745;
4459,1054;-0,004755422;
4458,8643;-0,004780513;
4458,6232;-0,004799766;
4458,3821;-0,004812669;
4458,1410;-0,004821168;
4457,8999;-0,004799305;
4457,6588;-0,004786402;
4457,4177;-0,004812771;
4457,1765;-0,00482465;
4456,9354;-0,00482552;
4456,6943;-0,004841392;
4456,4532;-0,004827261;
4456,2121;-0,0047757;
4455,9710;-0,004756702;
4455,7299;-0,004790344;
4455,4888;-0,004821168;
4455,2477;-0,004812259;
4455,0065;-0,004773652;
4454,7654;-0,004769197;
4454,5243;-0,004823728;
4454,2832;-0,004845948;
4454,0421;-0,00479357;
4453,8010;-0,004737243;
4453,5599;-0,004720035;
4453,3188;-0,004732838;
4453,0777;-0,004777185;
4452,8365;-0,004845232;
4452,5954;-0,004893098;
4452,3543;-0,004896324;
4452,1132;-0,00488199;
4451,8721;-0,004874413;
4451,6310;-0,004866324;
4451,3899;-0,004841136;
4451,1488;-0,004796591;
4450,9077;-0,004762745;
4450,6666;-0,004771962;
4450,4254;-0,004822243;
4450,1843;-0,004885215;
4449,9432;-0,004917261;
4449,7021;-0,004892382;
4449,4610;-0,004850249;
4449,2199;-0,004845846;
4448,9788;-0,004873952;
4448,7377;-0,004903746;
4448,4966;-0,004916288;
4448,2554;-0,004905078;
4448,0143;-0,004878765;
4447,7732;-0,004855778;
4447,5321;-0,00485414;
4447,2910;-0,00486228;
4447,0499;-0,00488112;
4446,8088;-0,004927498;
4446,5677;-0,00496471;
