;SUBTRACT_4-6;
Wavenumbers [1/cm];Absorbance;
2788,6890;0,02029493;
2788,4478;0,02030248;
2788,2067;0,02031411;
2787,9656;0,02034279;
2787,7245;0,02036447;
2787,4834;0,02035606;
2787,2423;0,02033697;
2787,0012;0,02033322;
2786,7601;0,02032711;
2786,5190;0,02030108;
2786,2778;0,02027608;
2786,0367;0,02027537;
2785,7956;0,02029636;
2785,5545;0,02031136;
2785,3134;0,02030336;
2785,0723;0,0202959;
2784,8312;0,02030516;
2784,5901;0,02030838;
2784,3490;0,0202939;
2784,1078;0,02027956;
2783,8667;0,02026666;
2783,6256;0,02025512;
2783,3845;0,02027082;
2783,1434;0,02031783;
2782,9023;0,02035485;
2782,6612;0,02034136;
2782,4201;0,02030793;
2782,1790;0,0203144;
2781,9378;0,02033387;
2781,6967;0,0203264;
2781,4556;0,02031744;
2781,2145;0,02031519;
2780,9734;0,02032352;
2780,7323;0,0203596;
2780,4912;0,02039211;
2780,2501;0,02039605;
2780,0090;0,02038845;
2779,7678;0,02037457;
2779,5267;0,0203564;
2779,2856;0,02034309;
2779,0445;0,02033822;
2778,8034;0,02034132;
2778,5623;0,02034686;
2778,3212;0,0203446;
2778,0801;0,02032409;
2777,8390;0,02029781;
2777,5978;0,02030589;
2777,3567;0,02034442;
2777,1156;0,02035914;
2776,8745;0,0203417;
2776,6334;0,02033143;
2776,3923;0,02034508;
2776,1512;0,02037239;
2775,9101;0,02039261;
2775,6690;0,02039343;
2775,4278;0,0203914;
2775,1867;0,02038302;
2774,9456;0,02034433;
2774,7045;0,02029675;
2774,4634;0,02027831;
2774,2223;0,02029035;
2773,9812;0,02031521;
2773,7401;0,02034647;
2773,4990;0,02037193;
2773,2579;0,0203637;
2773,0167;0,02032337;
2772,7756;0,0202868;
2772,5345;0,02027262;
2772,2934;0,02027984;
2772,0523;0,0203108;
2771,8112;0,02035506;
2771,5701;0,02037792;
2771,3290;0,02037172;
2771,0879;0,02036769;
2770,8467;0,02037167;
2770,6056;0,02036876;
2770,3645;0,02036029;
2770,1234;0,02034462;
2769,8823;0,0203211;
2769,6412;0,02031071;
2769,4001;0,02032371;
2769,1590;0,02034468;
2768,9179;0,02036034;
2768,6767;0,02035819;
2768,4356;0,02033942;
2768,1945;0,02033155;
2767,9534;0,02033982;
2767,7123;0,02035028;
2767,4712;0,0203666;
2767,2301;0,02038546;
2766,9890;0,02039488;
2766,7479;0,02038831;
2766,5067;0,02036051;
2766,2656;0,02032992;
2766,0245;0,0203335;
2765,7834;0,02037123;
2765,5423;0,02038708;
2765,3012;0,0203595;
2765,0601;0,02033924;
2764,8190;0,02034651;
2764,5779;0,02035211;
2764,3367;0,0203446;
2764,0956;0,02033914;
2763,8545;0,02034898;
2763,6134;0,0203549;
2763,3723;0,02033553;
2763,1312;0,02031427;
2762,8901;0,02033116;
2762,6490;0,02037573;
2762,4079;0,02039503;
2762,1667;0,02037303;
2761,9256;0,02034238;
2761,6845;0,02033854;
2761,4434;0,02035932;
2761,2023;0,02037477;
2760,9612;0,02037451;
2760,7201;0,02036631;
2760,4790;0,02035925;
2760,2379;0,02036842;
2759,9968;0,02038751;
2759,7556;0,02038448;
2759,5145;0,02035151;
2759,2734;0,02032364;
2759,0323;0,0203349;
2758,7912;0,02037675;
2758,5501;0,02040426;
2758,3090;0,02039525;
2758,0679;0,02038933;
2757,8268;0,02040746;
2757,5856;0,02040527;
2757,3445;0,02036471;
2757,1034;0,02032537;
2756,8623;0,02030899;
2756,6212;0,02031351;
2756,3801;0,020336;
2756,1390;0,02035096;
2755,8979;0,02033693;
2755,6568;0,02031926;
2755,4156;0,02032882;
2755,1745;0,02034741;
2754,9334;0,02034374;
2754,6923;0,02033461;
2754,4512;0,02034633;
2754,2101;0,02036118;
2753,9690;0,0203622;
2753,7279;0,02036653;
2753,4868;0,02038269;
2753,2456;0,02038584;
2753,0045;0,02036029;
2752,7634;0,0203365;
2752,5223;0,02034104;
2752,2812;0,02035058;
2752,0401;0,02033804;
2751,7990;0,02033309;
2751,5579;0,02037138;
2751,3168;0,02040746;
2751,0756;0,02040831;
2750,8345;0,02042029;
2750,5934;0,02044118;
2750,3523;0,02042843;
2750,1112;0,02039436;
2749,8701;0,02036939;
2749,6290;0,02037161;
2749,3879;0,02038943;
2749,1468;0,02039014;
2748,9056;0,02037083;
2748,6645;0,02035233;
2748,4234;0,0203515;
2748,1823;0,02036427;
2747,9412;0,02037444;
2747,7001;0,02039387;
2747,4590;0,02043467;
2747,2179;0,02045809;
2746,9768;0,02043984;
2746,7356;0,02041431;
2746,4945;0,02040271;
2746,2534;0,0204024;
2746,0123;0,02041568;
2745,7712;0,02043186;
2745,5301;0,02043781;
2745,2890;0,0204263;
2745,0479;0,02039365;
2744,8068;0,02036627;
2744,5657;0,02036931;
2744,3245;0,02037876;
2744,0834;0,02037738;
2743,8423;0,02039579;
2743,6012;0,02043478;
2743,3601;0,02044211;
2743,1190;0,02040875;
2742,8779;0,02039004;
2742,6368;0,02040699;
2742,3957;0,02041837;
2742,1545;0,02039948;
2741,9134;0,02037832;
2741,6723;0,02038155;
2741,4312;0,02038938;
2741,1901;0,0203798;
2740,9490;0,02037394;
2740,7079;0,02038186;
2740,4668;0,02037859;
2740,2257;0,02036713;
2739,9845;0,02036338;
2739,7434;0,02035205;
2739,5023;0,02033186;
2739,2612;0,02031548;
2739,0201;0,02030228;
2738,7790;0,02030024;
2738,5379;0,0203037;
2738,2968;0,0202964;
2738,0557;0,02029226;
2737,8145;0,02029899;
2737,5734;0,0202995;
2737,3323;0,02029034;
2737,0912;0,02028833;
2736,8501;0,02030028;
2736,6090;0,0202994;
2736,3679;0,02028608;
2736,1268;0,02030509;
2735,8857;0,02032605;
2735,6445;0,02029505;
2735,4034;0,02026159;
2735,1623;0,02026742;
2734,9212;0,02029535;
2734,6801;0,02032949;
2734,4390;0,02033561;
2734,1979;0,020301;
2733,9568;0,02027138;
2733,7157;0,02027254;
2733,4745;0,02027905;
2733,2334;0,02028257;
2732,9923;0,02029666;
2732,7512;0,02030191;
2732,5101;0,02027684;
2732,2690;0,02024611;
2732,0279;0,02024245;
2731,7868;0,02025486;
2731,5457;0,02026831;
2731,3046;0,02029199;
2731,0634;0,02031459;
2730,8223;0,02032126;
2730,5812;0,02031982;
2730,3401;0,02030742;
2730,0990;0,02029106;
2729,8579;0,02029063;
2729,6168;0,02029399;
2729,3757;0,02027163;
2729,1346;0,02022902;
2728,8934;0,02021047;
2728,6523;0,02023379;
2728,4112;0,02025678;
2728,1701;0,02024947;
2727,9290;0,02023441;
2727,6879;0,02023197;
2727,4468;0,02023459;
2727,2057;0,02022848;
2726,9646;0,02021654;
2726,7234;0,02021381;
2726,4823;0,02022545;
2726,2412;0,02023379;
2726,0001;0,02022121;
2725,7590;0,02020501;
2725,5179;0,02020626;
2725,2768;0,02021345;
2725,0357;0,02021716;
2724,7946;0,02022045;
2724,5534;0,020216;
2724,3123;0,02020153;
2724,0712;0,02018716;
2723,8301;0,02018582;
2723,5890;0,02019595;
2723,3479;0,0201968;
2723,1068;0,02018121;
2722,8657;0,02017704;
2722,6246;0,02020828;
2722,3834;0,02025835;
2722,1423;0,02029596;
2721,9012;0,02030029;
2721,6601;0,02026415;
2721,4190;0,02021507;
2721,1779;0,02018976;
2720,9368;0,02018896;
2720,6957;0,02019645;
2720,4546;0,02020258;
2720,2134;0,02021201;
2719,9723;0,02023249;
2719,7312;0,02024738;
2719,4901;0,02023348;
2719,2490;0,0202022;
2719,0079;0,02018705;
2718,7668;0,0201963;
2718,5257;0,02020933;
2718,2846;0,02021558;
2718,0434;0,0202185;
2717,8023;0,02021933;
2717,5612;0,02021475;
2717,3201;0,02021334;
2717,0790;0,02022734;
2716,8379;0,0202362;
2716,5968;0,02022699;
2716,3557;0,02022195;
2716,1146;0,02021989;
2715,8735;0,0202134;
2715,6323;0,02021472;
2715,3912;0,02022477;
2715,1501;0,02024071;
2714,9090;0,0202523;
2714,6679;0,02025055;
2714,4268;0,02025679;
2714,1857;0,02027595;
2713,9446;0,02027934;
2713,7035;0,02026515;
2713,4623;0,02026019;
2713,2212;0,02027316;
2712,9801;0,02029931;
2712,7390;0,02033039;
2712,4979;0,02035901;
2712,2568;0,02038722;
2712,0157;0,02039305;
2711,7746;0,02035127;
2711,5335;0,02029481;
2711,2923;0,02026806;
2711,0512;0,02027962;
2710,8101;0,02030731;
2710,5690;0,02030775;
2710,3279;0,02028585;
2710,0868;0,02028788;
2709,8457;0,02031509;
2709,6046;0,0203345;
2709,3635;0,02033109;
2709,1223;0,02031968;
2708,8812;0,02031501;
2708,6401;0,02030199;
2708,3990;0,02027012;
2708,1579;0,02023691;
2707,9168;0,0202221;
2707,6757;0,0202162;
2707,4346;0,02020109;
2707,1935;0,02018012;
2706,9523;0,02015978;
2706,7112;0,02014664;
2706,4701;0,02014611;
2706,2290;0,02015147;
2705,9879;0,02015723;
2705,7468;0,02016351;
2705,5057;0,02017367;
2705,2646;0,02018273;
2705,0235;0,02017705;
2704,7823;0,02015074;
2704,5412;0,02010661;
2704,3001;0,02007732;
2704,0590;0,02009505;
2703,8179;0,02012184;
2703,5768;0,02012148;
2703,3357;0,0201249;
2703,0946;0,02014414;
2702,8535;0,02015039;
2702,6124;0,02014173;
2702,3712;0,020142;
2702,1301;0,02014667;
2701,8890;0,02013048;
2701,6479;0,02010282;
2701,4068;0,02008374;
2701,1657;0,02007639;
2700,9246;0,02009146;
2700,6835;0,02012037;
2700,4424;0,02012723;
2700,2012;0,0201089;
2699,9601;0,02009466;
2699,7190;0,02009307;
2699,4779;0,02010091;
2699,2368;0,02011296;
2698,9957;0,02010183;
2698,7546;0,02006475;
2698,5135;0,02004027;
2698,2724;0,02004391;
2698,0312;0,02004934;
2697,7901;0,02003831;
2697,5490;0,02002815;
2697,3079;0,0200391;
2697,0668;0,02006698;
2696,8257;0,02009024;
2696,5846;0,02008984;
2696,3435;0,02006711;
2696,1024;0,02003495;
2695,8612;0,02001019;
2695,6201;0,02000561;
2695,3790;0,02001207;
2695,1379;0,02001247;
2694,8968;0,02000197;
2694,6557;0,01998663;
2694,4146;0,01998054;
2694,1735;0,01998626;
2693,9324;0,01998135;
2693,6912;0,01996321;
2693,4501;0,01995358;
2693,2090;0,01994896;
2692,9679;0,01994286;
2692,7268;0,01993834;
2692,4857;0,0199343;
2692,2446;0,01994417;
2692,0035;0,01997373;
2691,7624;0,01999591;
2691,5212;0,01999007;
2691,2801;0,01996452;
2691,0390;0,01993798;
2690,7979;0,01991757;
2690,5568;0,01990423;
2690,3157;0,01990336;
2690,0746;0,0199108;
2689,8335;0,01991718;
2689,5924;0,01993093;
2689,3512;0,01994394;
2689,1101;0,01994149;
2688,8690;0,01994372;
2688,6279;0,01995417;
2688,3868;0,01994849;
2688,1457;0,0199117;
2687,9046;0,01986392;
2687,6635;0,01984718;
2687,4224;0,01984484;
2687,1813;0,01983388;
2686,9401;0,01984035;
2686,6990;0,01985344;
2686,4579;0,01985467;
2686,2168;0,01984573;
2685,9757;0,01981565;
2685,7346;0,0197821;
2685,4935;0,01977794;
2685,2524;0,01980538;
2685,0113;0,01982997;
2684,7701;0,01981965;
2684,5290;0,01979707;
2684,2879;0,0197907;
2684,0468;0,01980492;
2683,8057;0,01983264;
2683,5646;0,01984696;
2683,3235;0,01983944;
2683,0824;0,01981943;
2682,8413;0,01979957;
2682,6001;0,01979055;
2682,3590;0,01977891;
2682,1179;0,01976816;
2681,8768;0,01977556;
2681,6357;0,01978822;
2681,3946;0,01978882;
2681,1535;0,01979024;
2680,9124;0,01980016;
2680,6713;0,01979697;
2680,4301;0,01977615;
2680,1890;0,01975494;
2679,9479;0,01975524;
2679,7068;0,0197777;
2679,4657;0,01978325;
2679,2246;0,01976542;
2678,9835;0,0197581;
2678,7424;0,01975665;
2678,5013;0,01973865;
2678,2601;0,01972157;
2678,0190;0,01973075;
2677,7779;0,01974119;
2677,5368;0,01972266;
2677,2957;0,01970014;
2677,0546;0,01970662;
2676,8135;0,01972787;
2676,5724;0,01973538;
2676,3313;0,01973048;
2676,0901;0,01972059;
2675,8490;0,01970241;
2675,6079;0,0196904;
2675,3668;0,01969412;
2675,1257;0,01969042;
2674,8846;0,01967033;
2674,6435;0,01965505;
2674,4024;0,01965973;
2674,1613;0,01967355;
2673,9202;0,01967654;
2673,6790;0,01967565;
2673,4379;0,0196781;
2673,1968;0,01966734;
2672,9557;0,01965493;
2672,7146;0,01966234;
2672,4735;0,01967152;
2672,2324;0,01966457;
2671,9913;0,01965043;
2671,7502;0,01964473;
2671,5090;0,01965625;
2671,2679;0,01966409;
2671,0268;0,01963725;
2670,7857;0,01960552;
2670,5446;0,01960435;
2670,3035;0,01960594;
2670,0624;0,01959983;
2669,8213;0,01960821;
2669,5802;0,0196116;
2669,3390;0,01959018;
2669,0979;0,01956539;
2668,8568;0,01956129;
2668,6157;0,01957627;
2668,3746;0,01958477;
2668,1335;0,01957733;
2667,8924;0,01957392;
2667,6513;0,01958003;
2667,4102;0,01958538;
2667,1690;0,01958928;
2666,9279;0,01958432;
2666,6868;0,01955878;
2666,4457;0,01952933;
2666,2046;0,01952204;
2665,9635;0,01952995;
2665,7224;0,01952237;
2665,4813;0,01949342;
2665,2402;0,01947326;
2664,9990;0,01946937;
2664,7579;0,0194564;
2664,5168;0,01943476;
2664,2757;0,01942389;
2664,0346;0,01942365;
2663,7935;0,01942846;
2663,5524;0,01943213;
2663,3113;0,01942801;
2663,0702;0,01941665;
2662,8290;0,01940081;
2662,5879;0,01939729;
2662,3468;0,01942015;
2662,1057;0,01944246;
2661,8646;0,01943242;
2661,6235;0,01939274;
2661,3824;0,01936149;
2661,1413;0,01937217;
2660,9002;0,01939951;
2660,6590;0,01940383;
2660,4179;0,01939682;
2660,1768;0,01940402;
2659,9357;0,01941472;
2659,6946;0,01941896;
2659,4535;0,01941825;
2659,2124;0,01939454;
2658,9713;0,01936274;
2658,7302;0,01936411;
2658,4891;0,01937966;
2658,2479;0,01937946;
2658,0068;0,01937624;
2657,7657;0,01939055;
2657,5246;0,01942074;
2657,2835;0,01943023;
2657,0424;0,01940884;
2656,8013;0,01938942;
2656,5602;0,01937678;
2656,3191;0,01936449;
2656,0779;0,01936118;
2655,8368;0,01936243;
2655,5957;0,019355;
2655,3546;0,01934352;
2655,1135;0,01935073;
2654,8724;0,01937344;
2654,6313;0,01938704;
2654,3902;0,01938551;
2654,1491;0,01937179;
2653,9079;0,01935389;
2653,6668;0,01934737;
2653,4257;0,01935692;
2653,1846;0,01937271;
2652,9435;0,01939165;
2652,7024;0,01939855;
2652,4613;0,019373;
2652,2202;0,0193399;
2651,9791;0,01932403;
2651,7379;0,01932348;
2651,4968;0,01933171;
2651,2557;0,01933997;
2651,0146;0,01935501;
2650,7735;0,01937111;
2650,5324;0,019364;
2650,2913;0,01934474;
2650,0502;0,01934242;
2649,8091;0,01935964;
2649,5679;0,01936363;
2649,3268;0,01932647;
2649,0857;0,01926975;
2648,8446;0,01923319;
2648,6035;0,01923923;
2648,3624;0,01928155;
2648,1213;0,01931153;
2647,8802;0,01929972;
2647,6391;0,01928299;
2647,3979;0,01928116;
2647,1568;0,01927912;
2646,9157;0,01928364;
2646,6746;0,01930472;
2646,4335;0,01932952;
2646,1924;0,01933611;
2645,9513;0,0193203;
2645,7102;0,0193006;
2645,4691;0,01928548;
2645,2280;0,01926651;
2644,9868;0,01924011;
2644,7457;0,01922175;
2644,5046;0,01922694;
2644,2635;0,01924535;
2644,0224;0,01925694;
2643,7813;0,01925409;
2643,5402;0,01923351;
2643,2991;0,01920914;
2643,0580;0,01920153;
2642,8168;0,0191946;
2642,5757;0,01918242;
2642,3346;0,01919107;
2642,0935;0,01921966;
2641,8524;0,01925195;
2641,6113;0,01927671;
2641,3702;0,0192685;
2641,1291;0,01923886;
2640,8880;0,01922762;
2640,6468;0,01923835;
2640,4057;0,01925765;
2640,1646;0,01926178;
2639,9235;0,01923291;
2639,6824;0,01919981;
2639,4413;0,0191916;
2639,2002;0,01919162;
2638,9591;0,01917457;
2638,7180;0,01914776;
2638,4768;0,01914196;
2638,2357;0,01916343;
2637,9946;0,01918771;
2637,7535;0,01919204;
2637,5124;0,01917981;
2637,2713;0,01916823;
2637,0302;0,01916688;
2636,7891;0,01917557;
2636,5480;0,01918674;
2636,3068;0,01918683;
2636,0657;0,0191739;
2635,8246;0,01916764;
2635,5835;0,01917627;
2635,3424;0,01917466;
2635,1013;0,0191447;
2634,8602;0,01910256;
2634,6191;0,01907839;
2634,3780;0,01908827;
2634,1368;0,01912361;
2633,8957;0,01916189;
2633,6546;0,01918175;
2633,4135;0,01917755;
2633,1724;0,01915862;
2632,9313;0,01913235;
2632,6902;0,0191197;
2632,4491;0,01913182;
2632,2080;0,01913349;
2631,9668;0,01910655;
2631,7257;0,01907903;
2631,4846;0,01907948;
2631,2435;0,01910353;
2631,0024;0,0191207;
2630,7613;0,019123;
2630,5202;0,01912193;
2630,2791;0,01912472;
2630,0380;0,01913027;
2629,7969;0,01912995;
2629,5557;0,01912502;
2629,3146;0,01910765;
2629,0735;0,01907644;
2628,8324;0,01906356;
2628,5913;0,0190795;
2628,3502;0,01909618;
2628,1091;0,01909333;
2627,8680;0,01908923;
2627,6269;0,01909944;
2627,3857;0,0191008;
2627,1446;0,01908671;
2626,9035;0,01908695;
2626,6624;0,01911153;
2626,4213;0,01912847;
2626,1802;0,01911355;
2625,9391;0,01909218;
2625,6980;0,01908639;
2625,4569;0,01908726;
2625,2157;0,01909045;
2624,9746;0,01908307;
2624,7335;0,01905361;
2624,4924;0,01902064;
2624,2513;0,01900455;
2624,0102;0,01900889;
2623,7691;0,01901813;
2623,5280;0,01902014;
2623,2869;0,01903288;
2623,0457;0,0190529;
2622,8046;0,01904442;
2622,5635;0,0190134;
2622,3224;0,01901029;
2622,0813;0,01903986;
2621,8402;0,01905427;
2621,5991;0,01903849;
2621,3580;0,01902791;
2621,1169;0,01904628;
2620,8757;0,01906468;
2620,6346;0,01905006;
2620,3935;0,01901721;
2620,1524;0,01898795;
2619,9113;0,01896814;
2619,6702;0,01897106;
2619,4291;0,01898836;
2619,1880;0,01899234;
2618,9469;0,01898073;
2618,7057;0,01896888;
2618,4646;0,01896575;
2618,2235;0,01897481;
2617,9824;0,01898804;
2617,7413;0,01898874;
2617,5002;0,01897632;
2617,2591;0,0189717;
2617,0180;0,01898288;
2616,7769;0,01900273;
2616,5358;0,01902026;
2616,2946;0,01902161;
2616,0535;0,01901894;
2615,8124;0,01902028;
2615,5713;0,01900098;
2615,3302;0,01897489;
2615,0891;0,01897696;
2614,8480;0,01898917;
2614,6069;0,01898717;
2614,3658;0,01898029;
2614,1246;0,01897096;
2613,8835;0,01896068;
2613,6424;0,0189608;
2613,4013;0,01895892;
2613,1602;0,01894784;
2612,9191;0,01894787;
2612,6780;0,01895275;
2612,4369;0,01894762;
2612,1958;0,01894856;
2611,9546;0,0189574;
2611,7135;0,01895228;
2611,4724;0,01894168;
2611,2313;0,01894429;
2610,9902;0,01893933;
2610,7491;0,01892052;
2610,5080;0,01891746;
2610,2669;0,01892714;
2610,0258;0,01893729;
2609,7846;0,01895694;
2609,5435;0,01897277;
2609,3024;0,01896651;
2609,0613;0,01894084;
2608,8202;0,01891608;
2608,5791;0,01890719;
2608,3380;0,01889733;
2608,0969;0,018885;
2607,8558;0,01888342;
2607,6146;0,01888046;
2607,3735;0,01887094;
2607,1324;0,0188574;
2606,8913;0,01883508;
2606,6502;0,01882568;
2606,4091;0,01885628;
2606,1680;0,01890601;
2605,9269;0,01893294;
2605,6858;0,01891934;
2605,4446;0,01888091;
2605,2035;0,01885647;
2604,9624;0,01886062;
2604,7213;0,01886776;
2604,4802;0,01886203;
2604,2391;0,01885372;
2603,9980;0,01884941;
2603,7569;0,01885355;
2603,5158;0,01886936;
2603,2746;0,01888594;
2603,0335;0,0188927;
2602,7924;0,01890039;
2602,5513;0,01892213;
2602,3102;0,01893457;
2602,0691;0,0189215;
2601,8280;0,01891144;
2601,5869;0,01891306;
2601,3458;0,01890698;
2601,1047;0,0188857;
2600,8635;0,01886052;
2600,6224;0,01885853;
2600,3813;0,01888094;
2600,1402;0,01889654;
2599,8991;0,01890643;
2599,6580;0,01892723;
2599,4169;0,01893425;
2599,1758;0,01890905;
2598,9347;0,01887591;
2598,6935;0,01885835;
2598,4524;0,0188596;
2598,2113;0,01886591;
2597,9702;0,01887135;
2597,7291;0,01887696;
2597,4880;0,01887153;
2597,2469;0,01885128;
2597,0058;0,01882404;
2596,7647;0,01880035;
2596,5235;0,01879698;
2596,2824;0,01880588;
2596,0413;0,01880154;
2595,8002;0,01879771;
2595,5591;0,01880414;
2595,3180;0,01879849;
2595,0769;0,01878717;
2594,8358;0,01879362;
2594,5947;0,01881922;
2594,3535;0,01884015;
2594,1124;0,01883211;
2593,8713;0,0188143;
2593,6302;0,01880912;
2593,3891;0,01880208;
2593,1480;0,01877554;
2592,9069;0,01873786;
2592,6658;0,01871702;
2592,4247;0,0187157;
2592,1835;0,01871239;
2591,9424;0,01870946;
2591,7013;0,01871597;
2591,4602;0,01872074;
2591,2191;0,01871758;
2590,9780;0,01871678;
2590,7369;0,01872346;
2590,4958;0,01872857;
2590,2547;0,01872835;
2590,0135;0,01872769;
2589,7724;0,01873384;
2589,5313;0,01874248;
2589,2902;0,01873731;
2589,0491;0,01873211;
2588,8080;0,01875876;
2588,5669;0,01879044;
2588,3258;0,01877974;
2588,0847;0,01874788;
2587,8436;0,01873957;
2587,6024;0,01875308;
2587,3613;0,0187619;
2587,1202;0,01876763;
2586,8791;0,01878268;
2586,6380;0,01877764;
2586,3969;0,01873801;
2586,1558;0,0187106;
2585,9147;0,01872286;
2585,6736;0,01874184;
2585,4324;0,01874281;
2585,1913;0,01874001;
2584,9502;0,0187379;
2584,7091;0,01873152;
2584,4680;0,01873096;
2584,2269;0,01873278;
2583,9858;0,01873321;
2583,7447;0,01874855;
2583,5036;0,01876329;
2583,2624;0,01875176;
2583,0213;0,0187335;
2582,7802;0,01872697;
2582,5391;0,01872802;
2582,2980;0,01873136;
2582,0569;0,01871697;
2581,8158;0,01868956;
2581,5747;0,01867753;
2581,3336;0,01868089;
2581,0924;0,0186964;
2580,8513;0,01871537;
2580,6102;0,01871173;
2580,3691;0,0186946;
2580,1280;0,01870434;
2579,8869;0,0187346;
2579,6458;0,01873257;
2579,4047;0,01869864;
2579,1636;0,01867753;
2578,9224;0,0186804;
2578,6813;0,01869644;
2578,4402;0,01871059;
2578,1991;0,0187116;
2577,9580;0,01869978;
2577,7169;0,01867319;
2577,4758;0,0186386;
2577,2347;0,01862689;
2576,9936;0,01865598;
2576,7524;0,01870359;
2576,5113;0,01872182;
2576,2702;0,01868817;
2576,0291;0,01865144;
2575,7880;0,01867423;
2575,5469;0,01873351;
2575,3058;0,01875741;
2575,0647;0,01873447;
2574,8236;0,0187026;
2574,5824;0,01868115;
2574,3413;0,01867762;
2574,1002;0,01870401;
2573,8591;0,01873703;
2573,6180;0,01872859;
2573,3769;0,01867797;
2573,1358;0,01863908;
2572,8947;0,01864406;
2572,6536;0,01866946;
2572,4125;0,01867961;
2572,1713;0,01867053;
2571,9302;0,01866293;
2571,6891;0,01866237;
2571,4480;0,01865882;
2571,2069;0,01865852;
2570,9658;0,01867038;
2570,7247;0,01867974;
2570,4836;0,01868344;
2570,2425;0,01868638;
2570,0013;0,01866987;
2569,7602;0,01864612;
2569,5191;0,01865649;
2569,2780;0,01868502;
2569,0369;0,01869951;
2568,7958;0,0187124;
2568,5547;0,01873262;
2568,3136;0,01873405;
2568,0725;0,01870846;
2567,8313;0,01868461;
2567,5902;0,01867154;
2567,3491;0,01865601;
2567,1080;0,01865189;
2566,8669;0,01868002;
2566,6258;0,0187135;
2566,3847;0,01871408;
2566,1436;0,0186918;
2565,9025;0,01866812;
2565,6613;0,01864057;
2565,4202;0,01861184;
2565,1791;0,01859598;
2564,9380;0,01859373;
2564,6969;0,01859783;
2564,4558;0,01861816;
2564,2147;0,01865176;
2563,9736;0,01865876;
2563,7325;0,01864299;
2563,4913;0,01863863;
2563,2502;0,01863197;
2563,0091;0,0186212;
2562,7680;0,01862595;
2562,5269;0,01862597;
2562,2858;0,0186113;
2562,0447;0,01860333;
2561,8036;0,01859934;
2561,5625;0,01858971;
2561,3213;0,01858171;
2561,0802;0,01858033;
2560,8391;0,01858671;
2560,5980;0,01859685;
2560,3569;0,01860838;
2560,1158;0,0186272;
2559,8747;0,01864506;
2559,6336;0,01863892;
2559,3925;0,0186064;
2559,1514;0,01857574;
2558,9102;0,01857207;
2558,6691;0,0185872;
2558,4280;0,01859769;
2558,1869;0,01860088;
2557,9458;0,01860616;
2557,7047;0,01861687;
2557,4636;0,01863082;
2557,2225;0,0186365;
2556,9814;0,01862442;
2556,7402;0,01861333;
2556,4991;0,01861501;
2556,2580;0,01860666;
2556,0169;0,01858838;
2555,7758;0,01858886;
2555,5347;0,0185988;
2555,2936;0,01859774;
2555,0525;0,01859811;
2554,8114;0,01860137;
2554,5702;0,01859663;
2554,3291;0,01858762;
2554,0880;0,01857884;
2553,8469;0,01856793;
2553,6058;0,01856142;
2553,3647;0,01856845;
2553,1236;0,01857832;
2552,8825;0,01858023;
2552,6414;0,01857501;
2552,4002;0,01856643;
2552,1591;0,01856348;
2551,9180;0,01855841;
2551,6769;0,0185447;
2551,4358;0,01853828;
2551,1947;0,01855037;
2550,9536;0,01857251;
2550,7125;0,01858603;
2550,4714;0,01858329;
2550,2302;0,01856439;
2549,9891;0,0185354;
2549,7480;0,01851879;
2549,5069;0,01852232;
2549,2658;0,01853466;
2549,0247;0,01854736;
2548,7836;0,01854798;
2548,5425;0,01854152;
2548,3014;0,01854598;
2548,0602;0,0185487;
2547,8191;0,0185304;
2547,5780;0,01851232;
2547,3369;0,01851714;
2547,0958;0,01852737;
2546,8547;0,01853626;
2546,6136;0,01855407;
2546,3725;0,01856364;
2546,1314;0,01855056;
2545,8902;0,01852802;
2545,6491;0,01851529;
2545,4080;0,01851186;
2545,1669;0,01850803;
2544,9258;0,01850975;
2544,6847;0,01851204;
2544,4436;0,01850271;
2544,2025;0,01848956;
2543,9614;0,01848974;
2543,7203;0,01850427;
2543,4791;0,01850472;
2543,2380;0,01849001;
2542,9969;0,01849591;
2542,7558;0,01851629;
2542,5147;0,01852496;
2542,2736;0,01853439;
2542,0325;0,01855492;
2541,7914;0,01856005;
2541,5503;0,0185382;
2541,3091;0,01851655;
2541,0680;0,01851894;
2540,8269;0,01853187;
2540,5858;0,01853061;
2540,3447;0,0185228;
2540,1036;0,01852351;
2539,8625;0,01851831;
2539,6214;0,01850199;
2539,3803;0,01849284;
2539,1391;0,01849178;
2538,8980;0,01848316;
2538,6569;0,01846885;
2538,4158;0,01846559;
2538,1747;0,0184717;
2537,9336;0,01847344;
2537,6925;0,01846811;
2537,4514;0,01845061;
2537,2103;0,01843335;
2536,9691;0,01844625;
2536,7280;0,01847013;
2536,4869;0,0184738;
2536,2458;0,01847137;
2536,0047;0,01847181;
2535,7636;0,01846555;
2535,5225;0,01845146;
2535,2814;0,01844077;
2535,0403;0,01844523;
2534,7991;0,01844761;
2534,5580;0,01842874;
2534,3169;0,01840699;
2534,0758;0,01839418;
2533,8347;0,01838831;
2533,5936;0,0184019;
2533,3525;0,01842885;
2533,1114;0,01844384;
2532,8703;0,01844915;
2532,6291;0,01845671;
2532,3880;0,01845702;
2532,1469;0,01844721;
2531,9058;0,0184389;
2531,6647;0,01843061;
2531,4236;0,01842405;
2531,1825;0,01842889;
2530,9414;0,018438;
2530,7003;0,01843722;
2530,4592;0,01842526;
2530,2180;0,01841464;
2529,9769;0,01841676;
2529,7358;0,01843217;
