;SUBTRACT_4-6;
Wavenumbers [1/cm];Absorbance;
3695,7482;0,02003814;
3695,5071;0,0201032;
3695,2660;0,02011847;
3695,0249;0,02011402;
3694,7838;0,02012949;
3694,5427;0,02013035;
3694,3016;0,02009322;
3694,0605;0,02006899;
3693,8194;0,020087;
3693,5782;0,02012234;
3693,3371;0,02012609;
3693,0960;0,02006966;
3692,8549;0,02000494;
3692,6138;0,01998808;
3692,3727;0,02000927;
3692,1316;0,0200386;
3691,8905;0,02006565;
3691,6494;0,02008676;
3691,4083;0,0200846;
3691,1671;0,02006635;
3690,9260;0,02006403;
3690,6849;0,02007393;
3690,4438;0,02007882;
3690,2027;0,02008468;
3689,9616;0,02010518;
3689,7205;0,02013146;
3689,4794;0,02005413;
3689,2383;0,01984266;
3688,9971;0,01974001;
3688,7560;0,01985312;
3688,5149;0,01998603;
3688,2738;0,0200507;
3688,0327;0,02009342;
3687,7916;0,0200948;
3687,5505;0,02003796;
3687,3094;0,01998735;
3687,0683;0,01997486;
3686,8271;0,0199702;
3686,5860;0,01998123;
3686,3449;0,01999928;
3686,1038;0,0199924;
3685,8627;0,0200058;
3685,6216;0,02007679;
3685,3805;0,02012404;
3685,1394;0,02008004;
3684,8983;0,02001912;
3684,6571;0,02002234;
3684,4160;0,02005004;
3684,1749;0,02004548;
3683,9338;0,02002763;
3683,6927;0,02001814;
3683,4516;0,02001327;
3683,2105;0,02001584;
3682,9694;0,02001682;
3682,7283;0,02000906;
3682,4871;0,02000109;
3682,2460;0,0199891;
3682,0049;0,01997537;
3681,7638;0,01996716;
3681,5227;0,01994446;
3681,2816;0,01989887;
3681,0405;0,01986273;
3680,7994;0,01986112;
3680,5583;0,01987799;
3680,3171;0,01986843;
3680,0760;0,01984491;
3679,8349;0,01986867;
3679,5938;0,01992701;
3679,3527;0,01994534;
3679,1116;0,01990101;
3678,8705;0,01986642;
3678,6294;0,01988686;
3678,3883;0,01990811;
3678,1471;0,01989769;
3677,9060;0,01988476;
3677,6649;0,01987075;
3677,4238;0,01982791;
3677,1827;0,01975223;
3676,9416;0,01964256;
3676,7005;0,01957;
3676,4594;0,01962707;
3676,2183;0,01971916;
3675,9772;0,01972671;
3675,7360;0,01969146;
3675,4949;0,01968797;
3675,2538;0,01972529;
3675,0127;0,01976686;
3674,7716;0,01979978;
3674,5305;0,01982147;
3674,2894;0,0198625;
3674,0483;0,01996088;
3673,8072;0,0200341;
3673,5660;0,02001379;
3673,3249;0,01995585;
3673,0838;0,01990539;
3672,8427;0,01989224;
3672,6016;0,01994386;
3672,3605;0,02000295;
3672,1194;0,02001234;
3671,8783;0,01995087;
3671,6372;0,01980549;
3671,3960;0,01972416;
3671,1549;0,01988296;
3670,9138;0,02017414;
3670,6727;0,02037836;
3670,4316;0,0204196;
3670,1905;0,02033066;
3669,9494;0,02019489;
3669,7083;0,02008998;
3669,4672;0,02004815;
3669,2260;0,02006637;
3668,9849;0,02010575;
3668,7438;0,02012356;
3668,5027;0,02011369;
3668,2616;0,02009761;
3668,0205;0,02010823;
3667,7794;0,02015087;
3667,5383;0,0201898;
3667,2972;0,0202018;
3667,0560;0,02019741;
3666,8149;0,02019709;
3666,5738;0,02021916;
3666,3327;0,02025512;
3666,0916;0,02026222;
3665,8505;0,02022653;
3665,6094;0,02017155;
3665,3683;0,0200934;
3665,1272;0,01999117;
3664,8860;0,01990603;
3664,6449;0,01984059;
3664,4038;0,01978747;
3664,1627;0,01978591;
3663,9216;0,01983105;
3663,6805;0,01986525;
3663,4394;0,01985901;
3663,1983;0,01982561;
3662,9572;0,01978161;
3662,7161;0,01972027;
3662,4749;0,01965868;
3662,2338;0,01962179;
3661,9927;0,01959595;
3661,7516;0,01956768;
3661,5105;0,01953098;
3661,2694;0,01950644;
3661,0283;0,01952542;
3660,7872;0,01955507;
3660,5461;0,01954543;
3660,3049;0,0195139;
3660,0638;0,01950515;
3659,8227;0,01951686;
3659,5816;0,01951484;
3659,3405;0,01950289;
3659,0994;0,01949167;
3658,8583;0,01946237;
3658,6172;0,01944852;
3658,3761;0,01948753;
3658,1349;0,019506;
3657,8938;0,019458;
3657,6527;0,01941992;
3657,4116;0,01940395;
3657,1705;0,01932685;
3656,9294;0,01926396;
3656,6883;0,01934129;
3656,4472;0,01944295;
3656,2061;0,0194553;
3655,9649;0,01945711;
3655,7238;0,01947465;
3655,4827;0,01944757;
3655,2416;0,01940773;
3655,0005;0,01943308;
3654,7594;0,01949713;
3654,5183;0,0195256;
3654,2772;0,01950526;
3654,0361;0,01946549;
3653,7949;0,01943016;
3653,5538;0,0194198;
3653,3127;0,01945348;
3653,0716;0,01950051;
3652,8305;0,01950932;
3652,5894;0,01947124;
3652,3483;0,01940352;
3652,1072;0,0193481;
3651,8661;0,01934184;
3651,6249;0,01934398;
3651,3838;0,01931453;
3651,1427;0,0193177;
3650,9016;0,01938012;
3650,6605;0,01942168;
3650,4194;0,01937882;
3650,1783;0,01923116;
3649,9372;0,019091;
3649,6961;0,01912271;
3649,4549;0,01924634;
3649,2138;0,01930021;
3648,9727;0,01929744;
3648,7316;0,01930119;
3648,4905;0,01928916;
3648,2494;0,01923206;
3648,0083;0,01918213;
3647,7672;0,01919484;
3647,5261;0,01924399;
3647,2850;0,01926279;
3647,0438;0,01924909;
3646,8027;0,01924901;
3646,5616;0,01923869;
3646,3205;0,01920236;
3646,0794;0,01919064;
3645,8383;0,01922074;
3645,5972;0,01928313;
3645,3561;0,01936672;
3645,1150;0,01941568;
3644,8738;0,01937915;
3644,6327;0,01930669;
3644,3916;0,01928244;
3644,1505;0,01929702;
3643,9094;0,01928384;
3643,6683;0,01923582;
3643,4272;0,01921126;
3643,1861;0,01921546;
3642,9450;0,01919828;
3642,7038;0,01917985;
3642,4627;0,01921341;
3642,2216;0,01927741;
3641,9805;0,01929345;
3641,7394;0,01924935;
3641,4983;0,01921001;
3641,2572;0,01916752;
3641,0161;0,01909018;
3640,7750;0,01904531;
3640,5338;0,0190768;
3640,2927;0,01911841;
3640,0516;0,01911869;
3639,8105;0,01909538;
3639,5694;0,01905325;
3639,3283;0,0189985;
3639,0872;0,01895252;
3638,8461;0,01891659;
3638,6050;0,01891626;
3638,3638;0,01895505;
3638,1227;0,01901017;
3637,8816;0,01909959;
3637,6405;0,01918278;
3637,3994;0,0191827;
3637,1583;0,01914839;
3636,9172;0,01915836;
3636,6761;0,01920027;
3636,4350;0,01924751;
3636,1938;0,01925986;
3635,9527;0,01920707;
3635,7116;0,01915759;
3635,4705;0,01916985;
3635,2294;0,01919015;
3634,9883;0,01914999;
3634,7472;0,01906563;
3634,5061;0,01900936;
3634,2650;0,01901488;
3634,0239;0,01905623;
3633,7827;0,01909345;
3633,5416;0,01910948;
3633,3005;0,01911823;
3633,0594;0,01913656;
3632,8183;0,01915484;
3632,5772;0,01915676;
3632,3361;0,01916764;
3632,0950;0,01919229;
3631,8539;0,01917352;
3631,6127;0,01911811;
3631,3716;0,01909138;
3631,1305;0,01909573;
3630,8894;0,01908156;
3630,6483;0,01899951;
3630,4072;0,01889977;
3630,1661;0,01891144;
3629,9250;0,019018;
3629,6839;0,01910218;
3629,4427;0,01911214;
3629,2016;0,01904498;
3628,9605;0,01898048;
3628,7194;0,01898941;
3628,4783;0,0190128;
3628,2372;0,01900892;
3627,9961;0,01899985;
3627,7550;0,01900998;
3627,5139;0,01907213;
3627,2727;0,01914614;
3627,0316;0,01913849;
3626,7905;0,01907307;
3626,5494;0,01907589;
3626,3083;0,01917063;
3626,0672;0,01922705;
3625,8261;0,01916963;
3625,5850;0,01908629;
3625,3439;0,01906946;
3625,1027;0,0191226;
3624,8616;0,0191745;
3624,6205;0,01914348;
3624,3794;0,01906697;
3624,1383;0,01904444;
3623,8972;0,01908205;
3623,6561;0,01912229;
3623,4150;0,01913195;
3623,1739;0,01912546;
3622,9327;0,0191277;
3622,6916;0,01912391;
3622,4505;0,01909909;
3622,2094;0,01907305;
3621,9683;0,01903414;
3621,7272;0,01898232;
3621,4861;0,01898162;
3621,2450;0,01900923;
3621,0039;0,01900549;
3620,7627;0,01899896;
3620,5216;0,01898328;
3620,2805;0,01896163;
3620,0394;0,01898989;
3619,7983;0,01902581;
3619,5572;0,01902491;
3619,3161;0,01902422;
3619,0750;0,01902613;
3618,8339;0,01902228;
3618,5928;0,01901097;
3618,3516;0,01898765;
3618,1105;0,01899084;
3617,8694;0,01903695;
3617,6283;0,01908367;
3617,3872;0,01910417;
3617,1461;0,01911604;
3616,9050;0,01914152;
3616,6639;0,01917472;
3616,4228;0,01918299;
3616,1816;0,019144;
3615,9405;0,01909044;
3615,6994;0,0190651;
3615,4583;0,01906729;
3615,2172;0,01907021;
3614,9761;0,01904983;
3614,7350;0,01902726;
3614,4939;0,01902726;
3614,2528;0,01901256;
3614,0116;0,0189618;
3613,7705;0,01889107;
3613,5294;0,01877564;
3613,2883;0,0185967;
3613,0472;0,01841471;
3612,8061;0,01828912;
3612,5650;0,01814616;
3612,3239;0,01779521;
3612,0828;0,01703619;
3611,8416;0,01579675;
3611,6005;0,01459044;
3611,3594;0,01436613;
3611,1183;0,0152494;
3610,8772;0,01644331;
3610,6361;0,01738314;
3610,3950;0,01795624;
3610,1539;0,01819434;
3609,9128;0,01824395;
3609,6716;0,01817778;
3609,4305;0,01786602;
3609,1894;0,01712809;
3608,9483;0,01583999;
3608,7072;0,01436471;
3608,4661;0,01372768;
3608,2250;0,01436985;
3607,9839;0,01557223;
3607,7428;0,01665701;
3607,5016;0,01747682;
3607,2605;0,01800255;
3607,0194;0,01827484;
3606,7783;0,01843374;
3606,5372;0,0185749;
3606,2961;0,01868549;
3606,0550;0,01875002;
3605,8139;0,01880231;
3605,5728;0,01884185;
3605,3317;0,01886132;
3605,0905;0,01888494;
3604,8494;0,01891036;
3604,6083;0,01892457;
3604,3672;0,01894548;
3604,1261;0,01899605;
3603,8850;0,01904306;
3603,6439;0,01905917;
3603,4028;0,01908705;
3603,1617;0,01913255;
3602,9205;0,01915521;
3602,6794;0,01912602;
3602,4383;0,0190369;
3602,1972;0,01896109;
3601,9561;0,01897602;
3601,7150;0,01903627;
3601,4739;0,01908834;
3601,2328;0,01914876;
3600,9917;0,01921573;
3600,7505;0,01928101;
3600,5094;0,01933742;
3600,2683;0,01934816;
3600,0272;0,01933814;
3599,7861;0,019356;
3599,5450;0,01937925;
3599,3039;0,01938696;
3599,0628;0,01938802;
3598,8217;0,01939673;
3598,5805;0,01941771;
3598,3394;0,01941914;
3598,0983;0,01940103;
3597,8572;0,01940563;
3597,6161;0,0194041;
3597,3750;0,01937139;
3597,1339;0,01935233;
3596,8928;0,01934057;
3596,6517;0,01930922;
3596,4105;0,01928712;
3596,1694;0,01929754;
3595,9283;0,01933688;
3595,6872;0,01938907;
3595,4461;0,01942401;
3595,2050;0,01942717;
3594,9639;0,01940835;
3594,7228;0,01938504;
3594,4817;0,01937398;
3594,2405;0,01934741;
3593,9994;0,01929769;
3593,7583;0,01930108;
3593,5172;0,01935446;
3593,2761;0,01935689;
3593,0350;0,01929199;
3592,7939;0,01922473;
3592,5528;0,01919677;
3592,3117;0,01919059;
3592,0705;0,01918826;
3591,8294;0,01922072;
3591,5883;0,01928615;
3591,3472;0,01933191;
3591,1061;0,0193249;
3590,8650;0,01928054;
3590,6239;0,01925628;
3590,3828;0,01928426;
3590,1417;0,01932541;
3589,9006;0,01931586;
3589,6594;0,01924377;
3589,4183;0,01918964;
3589,1772;0,01921761;
3588,9361;0,0192716;
3588,6950;0,0192829;
3588,4539;0,01928261;
3588,2128;0,01930987;
3587,9717;0,01931871;
3587,7306;0,01928257;
3587,4894;0,01925423;
3587,2483;0,0192677;
3587,0072;0,01931357;
3586,7661;0,01935022;
3586,5250;0,01932685;
3586,2839;0,01926931;
3586,0428;0,01923791;
3585,8017;0,01923047;
3585,5606;0,01923518;
3585,3194;0,01926717;
3585,0783;0,01928926;
3584,8372;0,01924499;
3584,5961;0,01920855;
3584,3550;0,01927499;
3584,1139;0,01935107;
3583,8728;0,01933411;
3583,6317;0,01930011;
3583,3906;0,01931869;
3583,1494;0,01934614;
3582,9083;0,01933958;
3582,6672;0,01933089;
3582,4261;0,01936685;
3582,1850;0,01940444;
3581,9439;0,01939705;
3581,7028;0,01938068;
3581,4617;0,01937445;
3581,2206;0,0193782;
3580,9794;0,01938462;
3580,7383;0,01935172;
3580,4972;0,01930809;
3580,2561;0,01933676;
3580,0150;0,01938834;
3579,7739;0,01937298;
3579,5328;0,01933934;
3579,2917;0,01934011;
3579,0506;0,01934244;
3578,8094;0,01932382;
3578,5683;0,01929349;
3578,3272;0,0192668;
3578,0861;0,01926698;
3577,8450;0,01929485;
3577,6039;0,01930897;
3577,3628;0,01930237;
3577,1217;0,01930954;
3576,8806;0,01930377;
3576,6395;0,01923896;
3576,3983;0,01915308;
3576,1572;0,01906987;
3575,9161;0,01891276;
3575,6750;0,01864502;
3575,4339;0,01832882;
3575,1928;0,01800875;
3574,9517;0,01768658;
3574,7106;0,01739682;
3574,4695;0,01721509;
3574,2283;0,01716566;
3573,9872;0,01719129;
3573,7461;0,01725375;
3573,5050;0,01737857;
3573,2639;0,01757223;
3573,0228;0,01777326;
3572,7817;0,017936;
3572,5406;0,01809844;
3572,2995;0,01828099;
3572,0583;0,01843133;
3571,8172;0,01852654;
3571,5761;0,01859782;
3571,3350;0,01867218;
3571,0939;0,01876341;
3570,8528;0,01886065;
3570,6117;0,01894257;
3570,3706;0,01900577;
3570,1295;0,01902132;
3569,8883;0,0189668;
3569,6472;0,01893725;
3569,4061;0,01900176;
3569,1650;0,01906067;
3568,9239;0,01906637;
3568,6828;0,01907672;
3568,4417;0,01908197;
3568,2006;0,0190939;
3567,9595;0,01915189;
3567,7183;0,01919899;
3567,4772;0,01919832;
3567,2361;0,01918625;
3566,9950;0,0191684;
3566,7539;0,01914366;
3566,5128;0,01913817;
3566,2717;0,01916121;
3566,0306;0,01919371;
3565,7895;0,01919825;
3565,5483;0,01917744;
3565,3072;0,01917829;
3565,0661;0,01920538;
3564,8250;0,01923587;
3564,5839;0,01925508;
3564,3428;0,01924029;
3564,1017;0,01920194;
3563,8606;0,01917831;
3563,6195;0,01918252;
3563,3783;0,01919267;
3563,1372;0,01917733;
3562,8961;0,01914024;
3562,6550;0,01910323;
3562,4139;0,01908148;
3562,1728;0,01909133;
3561,9317;0,01914258;
3561,6906;0,01922327;
3561,4495;0,01928677;
3561,2084;0,01930209;
3560,9672;0,01930356;
3560,7261;0,01933204;
3560,4850;0,01938437;
3560,2439;0,01942777;
3560,0028;0,01945144;
3559,7617;0,01947522;
3559,5206;0,01951142;
3559,2795;0,01954661;
3559,0384;0,01956781;
3558,7972;0,01957418;
3558,5561;0,01955159;
3558,3150;0,01952317;
3558,0739;0,01953309;
3557,8328;0,01955917;
3557,5917;0,0195849;
3557,3506;0,01963176;
3557,1095;0,01967799;
3556,8684;0,01968694;
3556,6272;0,01966977;
3556,3861;0,01965072;
3556,1450;0,01964644;
3555,9039;0,01964853;
3555,6628;0,01963279;
3555,4217;0,01962497;
3555,1806;0,0196519;
3554,9395;0,01967148;
3554,6984;0,01964438;
3554,4572;0,01960095;
3554,2161;0,01960198;
3553,9750;0,01965256;
3553,7339;0,01971222;
3553,4928;0,01975349;
3553,2517;0,01976546;
3553,0106;0,01976514;
3552,7695;0,01977425;
3552,5284;0,01977397;
3552,2872;0,01977627;
3552,0461;0,01982445;
3551,8050;0,01987258;
3551,5639;0,019872;
3551,3228;0,01986428;
3551,0817;0,01986703;
3550,8406;0,01985728;
3550,5995;0,01983561;
3550,3584;0,01982553;
3550,1172;0,01982294;
3549,8761;0,01979997;
3549,6350;0,01977687;
3549,3939;0,01976742;
3549,1528;0,01975418;
3548,9117;0,01975756;
3548,6706;0,0197981;
3548,4295;0,01984255;
3548,1884;0,01984455;
3547,9473;0,01982616;
3547,7061;0,0198366;
3547,4650;0,01984473;
3547,2239;0,01981678;
3546,9828;0,01979791;
3546,7417;0,01981469;
3546,5006;0,01981626;
3546,2595;0,01976426;
3546,0184;0,01969986;
3545,7773;0,01967466;
3545,5361;0,01970375;
3545,2950;0,01976242;
3545,0539;0,01979641;
3544,8128;0,01978812;
3544,5717;0,01977729;
3544,3306;0,01980073;
3544,0895;0,01982506;
3543,8484;0,01980402;
3543,6073;0,01976852;
3543,3661;0,01975872;
3543,1250;0,01975829;
3542,8839;0,01974054;
3542,6428;0,01972082;
3542,4017;0,01972433;
3542,1606;0,01974202;
3541,9195;0,01976017;
3541,6784;0,01975891;
3541,4373;0,01974152;
3541,1961;0,01974851;
3540,9550;0,01977474;
3540,7139;0,01979617;
3540,4728;0,01981496;
3540,2317;0,01981884;
3539,9906;0,01980995;
3539,7495;0,01982576;
3539,5084;0,01986946;
3539,2673;0,01989508;
3539,0261;0,01988656;
3538,7850;0,01987279;
3538,5439;0,0198717;
3538,3028;0,01988082;
3538,0617;0,01988799;
3537,8206;0,0198796;
3537,5795;0,01985943;
3537,3384;0,0198416;
3537,0973;0,01982972;
3536,8561;0,01982808;
3536,6150;0,01984118;
3536,3739;0,01985685;
3536,1328;0,01985604;
3535,8917;0,0198408;
3535,6506;0,0198432;
3535,4095;0,01986643;
3535,1684;0,01985833;
3534,9273;0,01981786;
3534,6861;0,01980558;
3534,4450;0,01981724;
3534,2039;0,01981072;
3533,9628;0,01979157;
3533,7217;0,01977819;
3533,4806;0,019777;
3533,2395;0,01979534;
3532,9984;0,01982775;
3532,7573;0,01984852;
3532,5162;0,01983642;
3532,2750;0,0197966;
3532,0339;0,01976237;
3531,7928;0,01975196;
3531,5517;0,01973204;
3531,3106;0,01969253;
3531,0695;0,01968211;
3530,8284;0,01972522;
3530,5873;0,01978302;
3530,3462;0,01979177;
3530,1050;0,01974088;
3529,8639;0,01968197;
3529,6228;0,01966649;
3529,3817;0,01969958;
3529,1406;0,01971903;
3528,8995;0,01968539;
3528,6584;0,0196605;
3528,4173;0,01967027;
3528,1762;0,01965676;
3527,9350;0,01962456;
3527,6939;0,01961339;
3527,4528;0,01960003;
3527,2117;0,01958241;
3526,9706;0,01959955;
3526,7295;0,01963168;
3526,4884;0,01962874;
3526,2473;0,01961679;
3526,0062;0,01964162;
3525,7650;0,01966848;
3525,5239;0,01965526;
3525,2828;0,01961705;
3525,0417;0,01958101;
3524,8006;0,01956264;
3524,5595;0,01955787;
3524,3184;0,01955396;
3524,0773;0,01954856;
3523,8362;0,01955188;
3523,5950;0,01957999;
3523,3539;0,01960644;
3523,1128;0,01959821;
3522,8717;0,01958226;
3522,6306;0,0195724;
3522,3895;0,01953884;
3522,1484;0,01946651;
3521,9073;0,01939305;
3521,6662;0,01939146;
3521,4250;0,01944418;
3521,1839;0,01946064;
3520,9428;0,01944425;
3520,7017;0,01944234;
3520,4606;0,01944553;
3520,2195;0,01942369;
3519,9784;0,01936366;
3519,7373;0,01929678;
3519,4962;0,01925778;
3519,2551;0,01924779;
3519,0139;0,01924577;
3518,7728;0,01922579;
3518,5317;0,01920508;
3518,2906;0,01920811;
3518,0495;0,01922872;
3517,8084;0,0192739;
3517,5673;0,0193319;
3517,3262;0,01935828;
3517,0851;0,01934216;
3516,8439;0,01931124;
3516,6028;0,01928142;
3516,3617;0,01925528;
3516,1206;0,01923967;
3515,8795;0,01922312;
3515,6384;0,0192122;
3515,3973;0,0192447;
3515,1562;0,01930006;
3514,9151;0,01933322;
3514,6739;0,01935097;
3514,4328;0,01935551;
3514,1917;0,01935517;
3513,9506;0,01937758;
3513,7095;0,0194116;
3513,4684;0,01944127;
3513,2273;0,01946156;
3512,9862;0,01947662;
3512,7451;0,01951685;
3512,5039;0,01957001;
3512,2628;0,01959916;
3512,0217;0,01963512;
3511,7806;0,01969805;
3511,5395;0,01973375;
3511,2984;0,01972333;
3511,0573;0,01970612;
3510,8162;0,01969187;
3510,5751;0,0196882;
3510,3339;0,01970072;
3510,0928;0,01971677;
3509,8517;0,01975611;
3509,6106;0,01980381;
3509,3695;0,01981306;
3509,1284;0,01979867;
3508,8873;0,01976828;
3508,6462;0,01972332;
3508,4051;0,01970143;
3508,1639;0,01970443;
3507,9228;0,01971416;
3507,6817;0,01973714;
3507,4406;0,01976229;
3507,1995;0,01977793;
3506,9584;0,01980284;
3506,7173;0,01982347;
3506,4762;0,01981763;
3506,2351;0,01982412;
3505,9939;0,01987134;
3505,7528;0,01992625;
3505,5117;0,01994339;
3505,2706;0,0199158;
3505,0295;0,01988564;
3504,7884;0,01987437;
3504,5473;0,01986894;
3504,3062;0,0198768;
3504,0651;0,01989331;
3503,8240;0,01989271;
3503,5828;0,01989928;
3503,3417;0,01994373;
3503,1006;0,01999239;
3502,8595;0,02001248;
3502,6184;0,02000021;
3502,3773;0,01995807;
3502,1362;0,01992247;
3501,8951;0,01992154;
3501,6540;0,01991378;
3501,4128;0,01988395;
3501,1717;0,01989163;
3500,9306;0,01993201;
3500,6895;0,01994601;
3500,4484;0,01994449;
3500,2073;0,01995419;
3499,9662;0,01996282;
3499,7251;0,01996634;
3499,4840;0,01996222;
3499,2428;0,01995103;
3499,0017;0,01996455;
3498,7606;0,02000765;
3498,5195;0,02003619;
3498,2784;0,02003593;
3498,0373;0,02002471;
3497,7962;0,02001721;
3497,5551;0,02002007;
3497,3140;0,02003035;
3497,0728;0,02004097;
3496,8317;0,02003051;
3496,5906;0,01999882;
3496,3495;0,01999651;
3496,1084;0,02003894;
3495,8673;0,02006771;
3495,6262;0,02005888;
3495,3851;0,02005802;
3495,1440;0,02006427;
3494,9028;0,02004873;
3494,6617;0,02003943;
3494,4206;0,02003969;
3494,1795;0,02001046;
3493,9384;0,01996689;
3493,6973;0,01995921;
3493,4562;0,01997706;
3493,2151;0,01997528;
3492,9740;0,01996095;
3492,7328;0,0199642;
3492,4917;0,01998329;
3492,2506;0,01999817;
3492,0095;0,02000747;
3491,7684;0,02003541;
3491,5273;0,02007081;
3491,2862;0,02006088;
3491,0451;0,02002702;
3490,8040;0,02003119;
3490,5629;0,02004893;
3490,3217;0,02004261;
3490,0806;0,02003302;
3489,8395;0,02003237;
3489,5984;0,02003326;
3489,3573;0,02004649;
3489,1162;0,02008522;
3488,8751;0,02012176;
3488,6340;0,02013246;
3488,3929;0,02013393;
3488,1517;0,0201368;
3487,9106;0,02013806;
3487,6695;0,02012823;
3487,4284;0,02010247;
3487,1873;0,02009708;
3486,9462;0,02012024;
3486,7051;0,020117;
3486,4640;0,02009277;
3486,2229;0,02009772;
3485,9817;0,02011285;
3485,7406;0,02010354;
3485,4995;0,02007844;
3485,2584;0,02004599;
3485,0173;0,0200211;
3484,7762;0,0200393;
3484,5351;0,0200966;
3484,2940;0,02014903;
3484,0529;0,02016374;
3483,8117;0,02013033;
3483,5706;0,02008626;
3483,3295;0,02008388;
3483,0884;0,0201134;
3482,8473;0,02013056;
3482,6062;0,02012482;
3482,3651;0,02012221;
3482,1240;0,02012911;
3481,8829;0,020134;
3481,6417;0,02012343;
3481,4006;0,02009194;
3481,1595;0,02009636;
3480,9184;0,02016487;
3480,6773;0,02022081;
3480,4362;0,02022399;
3480,1951;0,02022783;
3479,9540;0,02024795;
3479,7129;0,0202291;
3479,4717;0,02018399;
3479,2306;0,02017291;
3478,9895;0,02018401;
3478,7484;0,02019009;
3478,5073;0,02018044;
3478,2662;0,02015724;
3478,0251;0,02016703;
3477,7840;0,02021983;
3477,5429;0,02024661;
3477,3017;0,02021974;
3477,0606;0,0202034;
3476,8195;0,02023155;
3476,5784;0,02025931;
3476,3373;0,02025105;
3476,0962;0,02021364;
3475,8551;0,02018571;
3475,6140;0,02019563;
3475,3729;0,02021637;
3475,1318;0,02022603;
3474,8906;0,0202224;
3474,6495;0,02020097;
3474,4084;0,0201838;
3474,1673;0,02017968;
3473,9262;0,02017917;
3473,6851;0,02018861;
3473,4440;0,02019334;
3473,2029;0,02018478;
3472,9618;0,02019756;
3472,7206;0,02023326;
3472,4795;0,02024528;
3472,2384;0,02022667;
3471,9973;0,02021262;
3471,7562;0,02022438;
3471,5151;0,02025514;
3471,2740;0,02028466;
3471,0329;0,02028871;
3470,7918;0,02026368;
3470,5506;0,02025401;
3470,3095;0,02027093;
3470,0684;0,02026353;
3469,8273;0,02021798;
3469,5862;0,02017882;
3469,3451;0,0201839;
3469,1040;0,0202203;
3468,8629;0,02026949;
3468,6218;0,02031386;
3468,3806;0,02032502;
3468,1395;0,02033282;
3467,8984;0,02034197;
3467,6573;0,02031092;
3467,4162;0,02026526;
3467,1751;0,02024205;
3466,9340;0,02023935;
3466,6929;0,02026252;
3466,4518;0,02031339;
3466,2106;0,02033786;
3465,9695;0,02029972;
3465,7284;0,02026736;
3465,4873;0,02028043;
3465,2462;0,02029;
3465,0051;0,0202768;
3464,7640;0,02026627;
3464,5229;0,02027255;
3464,2818;0,02028014;
3464,0406;0,020276;
3463,7995;0,02027815;
3463,5584;0,02030364;
3463,3173;0,02032281;
3463,0762;0,02029754;
3462,8351;0,02024205;
3462,5940;0,02020544;
3462,3529;0,02022548;
3462,1118;0,02028758;
3461,8707;0,02033275;
3461,6295;0,02033695;
3461,3884;0,02031933;
3461,1473;0,02029112;
3460,9062;0,02026759;
3460,6651;0,0202697;
3460,4240;0,02029354;
3460,1829;0,02030835;
3459,9418;0,02029446;
3459,7007;0,02029678;
3459,4595;0,0203545;
3459,2184;0,02039817;
3458,9773;0,0203567;
3458,7362;0,02028877;
3458,4951;0,02028445;
3458,2540;0,02032678;
3458,0129;0,02034701;
3457,7718;0,02032584;
3457,5307;0,02029618;
3457,2895;0,02028251;
3457,0484;0,0202935;
3456,8073;0,02033968;
3456,5662;0,02037527;
3456,3251;0,0203497;
3456,0840;0,02031182;
3455,8429;0,02030423;
3455,6018;0,02030191;
3455,3607;0,02029911;
3455,1195;0,02030166;
3454,8784;0,02030177;
3454,6373;0,0203165;
3454,3962;0,0203371;
3454,1551;0,02031996;
3453,9140;0,02028853;
3453,6729;0,02029015;
3453,4318;0,02029256;
3453,1907;0,02027076;
3452,9495;0,02029068;
3452,7084;0,02037498;
3452,4673;0,02043066;
3452,2262;0,02040868;
3451,9851;0,02035385;
3451,7440;0,02031964;
3451,5029;0,02032685;
3451,2618;0,02034644;
3451,0207;0,02035159;
3450,7795;0,02034442;
3450,5384;0,02033326;
3450,2973;0,02034329;
3450,0562;0,02038098;
3449,8151;0,02041278;
3449,5740;0,02040062;
3449,3329;0,02036097;
3449,0918;0,02035127;
3448,8507;0,02037647;
3448,6095;0,02040808;
3448,3684;0,02042494;
3448,1273;0,02041412;
3447,8862;0,02039423;
3447,6451;0,02037606;
3447,4040;0,02035351;
3447,1629;0,02034084;
3446,9218;0,02035487;
3446,6807;0,02038614;
3446,4396;0,02040074;
3446,1984;0,02038638;
3445,9573;0,02036889;
3445,7162;0,02036118;
3445,4751;0,02035059;
3445,2340;0,02033623;
3444,9929;0,0203375;
3444,7518;0,02034975;
3444,5107;0,02035137;
3444,2696;0,02036092;
3444,0284;0,02038634;
3443,7873;0,02039023;
3443,5462;0,0203662;
3443,3051;0,02034881;
3443,0640;0,02036856;
3442,8229;0,02041879;
3442,5818;0,02045572;
3442,3407;0,02044455;
3442,0996;0,0203875;
3441,8584;0,02035142;
3441,6173;0,02039684;
3441,3762;0,02045588;
3441,1351;0,02043962;
3440,8940;0,02039118;
3440,6529;0,02038916;
3440,4118;0,02042199;
3440,1707;0,02044644;
3439,9296;0,02045765;
3439,6884;0,0204578;
3439,4473;0,02044161;
3439,2062;0,02040969;
3438,9651;0,02037494;
3438,7240;0,02037566;
3438,4829;0,02042445;
3438,2418;0,02046531;
3438,0007;0,02045818;
3437,7596;0,02042717;
3437,5184;0,02039421;
3437,2773;0,02036697;
3437,0362;0,02035462;
3436,7951;0,02035546;
