;test;
Wavenumbers [1/cm];Absorbance;
4499,6121;0,01560193;
4499,3710;0,01564433;
4499,1298;0,01568059;
4498,8887;0,01563086;
4498,6476;0,01555197;
4498,4065;0,0155429;
4498,1654;0,01561884;
4497,9243;0,01570472;
4497,6832;0,01570329;
4497,4421;0,01563617;
4497,2010;0,01560188;
4496,9598;0,01562608;
4496,7187;0,01567436;
4496,4776;0,01568904;
4496,2365;0,01564707;
4495,9954;0,01562039;
4495,7543;0,01564549;
4495,5132;0,01566521;
4495,2721;0,01566261;
4495,0310;0,01565265;
4494,7899;0,01561063;
4494,5487;0,01554089;
4494,3076;0,01549102;
4494,0665;0,01548034;
4493,8254;0,01550331;
4493,5843;0,01554897;
4493,3432;0,01557792;
4493,1021;0,0155688;
4492,8610;0,01557647;
4492,6199;0,01563486;
4492,3787;0,01567275;
4492,1376;0,01563955;
4491,8965;0,01559321;
4491,6554;0,01558401;
4491,4143;0,01558057;
4491,1732;0,01555106;
4490,9321;0,01552268;
4490,6910;0,01550296;
4490,4499;0,01546242;
4490,2087;0,01544504;
4489,9676;0,01550465;
4489,7265;0,01557065;
4489,4854;0,01557202;
4489,2443;0,01555509;
4489,0032;0,01557483;
4488,7621;0,01561041;
4488,5210;0,01563089;
4488,2799;0,01563963;
4488,0387;0,01562453;
4487,7976;0,0155831;
4487,5565;0,0155505;
4487,3154;0,01553671;
4487,0743;0,01554543;
4486,8332;0,01557564;
4486,5921;0,015582;
4486,3510;0,01554384;
4486,1099;0,01549909;
4485,8687;0,01549539;
4485,6276;0,0155249;
4485,3865;0,01553107;
4485,1454;0,01550857;
4484,9043;0,01550443;
4484,6632;0,01552399;
4484,4221;0,0155234;
4484,1810;0,01548785;
4483,9399;0,01546253;
4483,6987;0,01548332;
4483,4576;0,01552552;
4483,2165;0,01555219;
4482,9754;0,01555028;
4482,7343;0,01552359;
4482,4932;0,01549558;
4482,2521;0,01548158;
4482,0110;0,01546739;
4481,7699;0,0154356;
4481,5287;0,01540588;
4481,2876;0,01541369;
4481,0465;0,01544797;
4480,8054;0,01547619;
4480,5643;0,01548493;
4480,3232;0,01547197;
4480,0821;0,01545591;
4479,8410;0,01545709;
4479,5999;0,01547315;
4479,3588;0,01550156;
4479,1176;0,01552866;
4478,8765;0,01550028;
4478,6354;0,01543348;
4478,3943;0,01542707;
4478,1532;0,01547173;
4477,9121;0,01548887;
4477,6710;0,01549113;
4477,4299;0,01551181;
4477,1888;0,01553046;
4476,9476;0,01552992;
4476,7065;0,0155139;
4476,4654;0,01548136;
4476,2243;0,01541272;
4475,9832;0,01534109;
4475,7421;0,01536573;
4475,5010;0,01545465;
4475,2599;0,01548281;
4475,0188;0,01543866;
4474,7776;0,01538711;
4474,5365;0,01539279;
4474,2954;0,01544582;
4474,0543;0,01545856;
4473,8132;0,01541602;
4473,5721;0,0153903;
4473,3310;0,01541897;
4473,0899;0,01547546;
4472,8488;0,01551353;
4472,6076;0,01548933;
4472,3665;0,01541744;
4472,1254;0,01538038;
4471,8843;0,01540419;
4471,6432;0,01542206;
4471,4021;0,01539196;
4471,1610;0,01536289;
4470,9199;0,01538298;
4470,6788;0,01543405;
4470,4376;0,01548453;
4470,1965;0,01549931;
4469,9554;0,01546948;
4469,7143;0,01543515;
4469,4732;0,01541661;
4469,2321;0,01540092;
4468,9910;0,01538405;
4468,7499;0,01538472;
4468,5088;0,01540771;
4468,2676;0,01541524;
4468,0265;0,01538126;
4467,7854;0,01535447;
4467,5443;0,01538003;
4467,3032;0,01540755;
4467,0621;0,01537871;
4466,8210;0,0153161;
4466,5799;0,01528505;
4466,3388;0,01530433;
4466,0977;0,01533428;
4465,8565;0,01534192;
4465,6154;0,01530958;
4465,3743;0,01526282;
4465,1332;0,0152674;
4464,8921;0,01531883;
4464,6510;0,01535519;
4464,4099;0,01535455;
4464,1688;0,01533945;
4463,9277;0,01533176;
4463,6865;0,01532792;
4463,4454;0,01532706;
4463,2043;0,0153453;
4462,9632;0,01535705;
4462,7221;0,0153346;
4462,4810;0,0153265;
4462,2399;0,01535696;
4461,9988;0,01538448;
4461,7577;0,01538791;
4461,5165;0,01536166;
4461,2754;0,01531779;
4461,0343;0,01529234;
4460,7932;0,01529805;
4460,5521;0,01531438;
4460,3110;0,0152858;
4460,0699;0,01519472;
4459,8288;0,01512339;
4459,5877;0,01514079;
4459,3465;0,01521791;
4459,1054;0,01527974;
4458,8643;0,01530529;
4458,6232;0,01535115;
4458,3821;0,01540814;
4458,1410;0,01540824;
4457,8999;0,01537179;
4457,6588;0,01535624;
4457,4177;0,01537727;
4457,1765;0,01540009;
4456,9354;0,01537678;
4456,6943;0,01534954;
4456,4532;0,01536404;
4456,2121;0,01534803;
4455,9710;0,01526984;
4455,7299;0,01521534;
4455,4888;0,01523086;
4455,2477;0,01528636;
4455,0065;0,01532436;
4454,7654;0,01531934;
4454,5243;0,01531682;
4454,2832;0,01532192;
4454,0421;0,01530867;
4453,8010;0,0152874;
4453,5599;0,01523394;
4453,3188;0,01515328;
4453,0777;0,01512194;
4452,8365;0,01516218;
4452,5954;0,0152259;
4452,3543;0,01526376;
4452,1132;0,01526478;
4451,8721;0,0152674;
4451,6310;0,01528671;
4451,3899;0,01526743;
4451,1488;0,01520233;
4450,9077;0,01517295;
4450,6666;0,01520258;
4450,4254;0,01522485;
4450,1843;0,01521904;
4449,9432;0,01522392;
4449,7021;0,01523834;
4449,4610;0,01525083;
4449,2199;0,01526778;
4448,9788;0,01526571;
4448,7377;0,0152378;
4448,4966;0,01520829;
4448,2554;0,0151785;
4448,0143;0,01514778;
4447,7732;0,01512588;
4447,5321;0,01510501;
4447,2910;0,01509126;
4447,0499;0,01510715;
4446,8088;0,01513125;
4446,5677;0,01512345;
4446,3266;0,01508086;
4446,0854;0,01505575;
4445,8443;0,01510176;
4445,6032;0,01518357;
4445,3621;0,01523233;
4445,1210;0,01524542;
4444,8799;0,01525032;
4444,6388;0,01524319;
4444,3977;0,01519116;
4444,1566;0,01512197;
4443,9154;0,01513143;
4443,6743;0,0151981;
4443,4332;0,01519483;
4443,1921;0,01510988;
4442,9510;0,01505851;
4442,7099;0,01510334;
4442,4688;0,01516652;
4442,2277;0,01517818;
4441,9866;0,0151514;
4441,7454;0,01511098;
4441,5043;0,01510241;
4441,2632;0,0151261;
4441,0221;0,01513465;
4440,7810;0,01513368;
4440,5399;0,01513543;
4440,2988;0,0151175;
4440,0577;0,01506137;
