;ALPHA_KS_MATRIX7-2;
1263,6611;-0,0033111;
1263,9022;-0,0032905;
1264,1433;-0,003266;
1264,3844;-0,0032542;
1264,6255;-0,0032271;
1264,8666;-0,0032374;
1265,1078;-0,0033031;
1265,3489;-0,0032814;
1265,5900;-0,0031451;
1265,8311;-0,00305;
1266,0722;-0,0030262;
1266,3133;-0,0029973;
1266,5544;-0,0029539;
1266,7955;-0,0028721;
1267,0366;-0,0027243;
1267,2778;-0,002507;
1267,5189;-0,0021678;
1267,7600;-0,0017187;
1268,0011;-0,0013432;
1268,2422;-0,001207;
1268,4833;-0,0012193;
1268,7244;-0,0012592;
1268,9655;-0,0013989;
1269,2066;-0,0016096;
1269,4477;-0,0018051;
1269,6889;-0,0019904;
1269,9300;-0,002002;
1270,1711;-0,001703;
1270,4122;-0,001286;
1270,6533;-0,0009692;
1270,8944;-0,0007587;
1271,1355;-0,0006018;
1271,3766;-0,0004928;
1271,6177;-0,0004739;
1271,8589;-0,0006317;
1272,1000;-0,0009412;
1272,3411;-0,0012286;
1272,5822;-0,0014233;
1272,8233;-0,0015917;
1273,0644;-0,0017594;
1273,3055;-0,001908;
1273,5466;-0,0020282;
1273,7877;-0,0020944;
1274,0289;-0,0021242;
1274,2700;-0,0021933;
1274,5111;-0,0022888;
1274,7522;-0,0023273;
1274,9933;-0,0023283;
1275,2344;-0,0023729;
1275,4755;-0,0024513;
1275,7166;-0,0024827;
1275,9577;-0,0024575;
1276,1989;-0,0024552;
1276,4400;-0,0025188;
1276,6811;-0,0026097;
1276,9222;-0,0026636;
1277,1633;-0,0026687;
1277,4044;-0,0026831;
1277,6455;-0,0027177;
1277,8866;-0,0027171;
1278,1277;-0,0026943;
1278,3689;-0,0027029;
1278,6100;-0,0027224;
1278,8511;-0,0027165;
1279,0922;-0,0027059;
1279,3333;-0,002718;
1279,5744;-0,0027288;
1279,8155;-0,0027093;
1280,0566;-0,0026781;
1280,2977;-0,0026567;
1280,5389;-0,0026382;
1280,7800;-0,0026205;
1281,0211;-0,002627;
1281,2622;-0,0026517;
1281,5033;-0,0026523;
1281,7444;-0,0026528;
1281,9855;-0,002698;
1282,2266;-0,0027706;
1282,4677;-0,0028368;
1282,7089;-0,0028689;
1282,9500;-0,0028652;
1283,1911;-0,002859;
1283,4322;-0,0028849;
1283,6733;-0,0029236;
1283,9144;-0,0029246;
1284,1555;-0,0028971;
1284,3966;-0,0028767;
1284,6377;-0,0028698;
1284,8789;-0,0028705;
1285,1200;-0,0028719;
1285,3611;-0,0028759;
1285,6022;-0,0028748;
1285,8433;-0,0028604;
1286,0844;-0,0028437;
1286,3255;-0,002836;
1286,5666;-0,0028458;
1286,8077;-0,0028762;
1287,0489;-0,0029171;
1287,2900;-0,0029534;
1287,5311;-0,0029755;
1287,7722;-0,0029953;
1288,0133;-0,0030223;
1288,2544;-0,0030452;
1288,4955;-0,0030616;
1288,7366;-0,0030774;
1288,9777;-0,0030878;
1289,2189;-0,0030935;
1289,4600;-0,0031083;
1289,7011;-0,0031399;
1289,9422;-0,0031749;
1290,1833;-0,0032057;
1290,4244;-0,003241;
1290,6655;-0,0032667;
1290,9066;-0,0032721;
1291,1477;-0,0032715;
1291,3889;-0,0032616;
1291,6300;-0,0032511;
1291,8711;-0,0032592;
1292,1122;-0,0032634;
1292,3533;-0,0032548;
1292,5944;-0,0032629;
1292,8355;-0,0032919;
1293,0766;-0,0033259;
1293,3177;-0,0033528;
1293,5588;-0,0033534;
1293,8000;-0,0033341;
1294,0411;-0,0033284;
1294,2822;-0,0033367;
1294,5233;-0,0033342;
1294,7644;-0,0033199;
1295,0055;-0,0033116;
1295,2466;-0,0033154;
1295,4877;-0,0033237;
1295,7288;-0,0033222;
1295,9700;-0,0033017;
1296,2111;-0,0032787;
1296,4522;-0,0032733;
1296,6933;-0,0032769;
1296,9344;-0,003273;
1297,1755;-0,0032567;
1297,4166;-0,0032344;
1297,6577;-0,0032149;
1297,8988;-0,0031956;
1298,1400;-0,0031739;
1298,3811;-0,0031526;
1298,6222;-0,0031234;
1298,8633;-0,0030827;
1299,1044;-0,0030489;
1299,3455;-0,0030197;
1299,5866;-0,0029789;
1299,8277;-0,0029426;
1300,0688;-0,0029265;
1300,3100;-0,0029112;
1300,5511;-0,0028675;
1300,7922;-0,0027986;
1301,0333;-0,0027244;
1301,2744;-0,0026424;
1301,5155;-0,0025571;
1301,7566;-0,0024811;
1301,9977;-0,0023984;
1302,2388;-0,0023008;
1302,4800;-0,0021981;
1302,7211;-0,0020896;
1302,9622;-0,0019756;
1303,2033;-0,0018628;
1303,4444;-0,0017455;
1303,6855;-0,0016068;
1303,9266;-0,0014479;
1304,1677;-0,0012882;
1304,4088;-0,0011237;
1304,6500;-0,0009353;
1304,8911;-0,0007127;
1305,1322;-0,0004574;
1305,3733;-0,0001884;
1305,6144;7,97E-5;
1305,8555;0,0003396;
1306,0966;0,0005648;
1306,3377;0,0007265;
1306,5788;0,0008164;
1306,8200;0,0008617;
1307,0611;0,0009019;
1307,3022;0,0009543;
1307,5433;0,0010237;
1307,7844;0,0011054;
1308,0255;0,0011895;
1308,2666;0,0012713;
1308,5077;0,0013675;
1308,7488;0,0015126;
1308,9900;0,0017339;
1309,2311;0,0020615;
1309,4722;0,0024857;
1309,7133;0,002914;
1309,9544;0,0032254;
1310,1955;0,0033471;
1310,4366;0,0033354;
1310,6777;0,0033967;
1310,9188;0,003733;
1311,1600;0,0043086;
1311,4011;0,0048365;
1311,6422;0,0051469;
1311,8833;0,0054355;
1312,1244;0,005775;
1312,3655;0,0056695;
1312,6066;0,0047162;
1312,8477;0,0032755;
1313,0888;0,0019676;
1313,3300;0,0010221;
1313,5711;0,0003626;
1313,8122;-0,000112;
1314,0533;-0,0004766;
1314,2944;-0,0007782;
1314,5355;-0,0010152;
1314,7766;-0,0011829;
1315,0177;-0,0013049;
1315,2588;-0,0014064;
1315,5000;-0,0014879;
1315,7411;-0,0015447;
1315,9822;-0,0015907;
1316,2233;-0,0016282;
1316,4644;-0,001648;
1316,7055;-0,0016603;
1316,9466;-0,0016826;
1317,1877;-0,0017263;
1317,4288;-0,0017966;
1317,6699;-0,0018984;
1317,9111;-0,0020307;
1318,1522;-0,0021677;
1318,3933;-0,0022866;
1318,6344;-0,0023867;
1318,8755;-0,00246;
1319,1166;-0,0025083;
1319,3577;-0,0025519;
1319,5988;-0,0026079;
1319,8399;-0,0026791;
1320,0811;-0,0027517;
1320,3222;-0,0028147;
1320,5633;-0,0028652;
1320,8044;-0,0029107;
1321,0455;-0,0029626;
1321,2866;-0,0030136;
1321,5277;-0,0030483;
1321,7688;-0,0030686;
1322,0099;-0,0030885;
1322,2511;-0,0031139;
1322,4922;-0,0031421;
1322,7333;-0,003174;
1322,9744;-0,0032021;
1323,2155;-0,0032157;
1323,4566;-0,0032237;
1323,6977;-0,0032356;
1323,9388;-0,0032446;
1324,1799;-0,0032379;
1324,4211;-0,0032185;
1324,6622;-0,0031955;
1324,9033;-0,0031353;
1325,1444;-0,0029803;
1325,3855;-0,0027046;
1325,6266;-0,0022575;
1325,8677;-0,0014645;
1326,1088;-0,0003408;
1326,3499;0,0005568;
1326,5911;0,0008435;
1326,8322;0,0007356;
1327,0733;0,0002969;
1327,3144;-0,0005016;
1327,5555;-0,0013331;
1327,7966;-0,001958;
1328,0377;-0,0023993;
1328,2788;-0,0026882;
1328,5199;-0,0028564;
1328,7611;-0,0029589;
1329,0022;-0,0030323;
1329,2433;-0,0031086;
1329,4844;-0,0032034;
1329,7255;-0,0032895;
1329,9666;-0,0033504;
1330,2077;-0,0033963;
1330,4488;-0,0034308;
1330,6899;-0,003452;
1330,9311;-0,003462;
1331,1722;-0,0034725;
1331,4133;-0,0034968;
1331,6544;-0,0035297;
1331,8955;-0,0035531;
1332,1366;-0,0035641;
1332,3777;-0,0035703;
1332,6188;-0,0035788;
1332,8599;-0,0035913;
1333,1011;-0,0035938;
1333,3422;-0,0035855;
1333,5833;-0,0035855;
1333,8244;-0,0035933;
1334,0655;-0,0035925;
1334,3066;-0,0035852;
1334,5477;-0,0035823;
1334,7888;-0,0035791;
1335,0299;-0,0035741;
1335,2711;-0,0035686;
1335,5122;-0,0035556;
1335,7533;-0,0035373;
1335,9944;-0,003521;
1336,2355;-0,003514;
1336,4766;-0,0035162;
1336,7177;-0,0035052;
1336,9588;-0,0034612;
1337,1999;-0,0033894;
1337,4411;-0,0033175;
1337,6822;-0,0032774;
1337,9233;-0,0032636;
1338,1644;-0,003245;
1338,4055;-0,0031985;
1338,6466;-0,003116;
1338,8877;-0,0030667;
1339,1288;-0,0031507;
1339,3699;-0,0033184;
1339,6111;-0,0034375;
1339,8522;-0,0034887;
1340,0933;-0,0035307;
1340,3344;-0,0035746;
1340,5755;-0,0035892;
1340,8166;-0,0035777;
1341,0577;-0,0035791;
1341,2988;-0,0035983;
1341,5399;-0,0036121;
1341,7810;-0,0036203;
1342,0222;-0,0036299;
1342,2633;-0,0036294;
1342,5044;-0,0036193;
1342,7455;-0,0036101;
1342,9866;-0,0035937;
1343,2277;-0,0035742;
1343,4688;-0,0035716;
1343,7099;-0,0035881;
1343,9510;-0,0036142;
1344,1922;-0,0036319;
1344,4333;-0,0036285;
1344,6744;-0,0036199;
1344,9155;-0,0036229;
1345,1566;-0,0036302;
1345,3977;-0,0036286;
1345,6388;-0,0036153;
1345,8799;-0,003599;
1346,1210;-0,0035951;
1346,3622;-0,0035964;
1346,6033;-0,0035805;
1346,8444;-0,0035598;
1347,0855;-0,0035616;
1347,3266;-0,0035803;
1347,5677;-0,0036017;
1347,8088;-0,0036312;
1348,0499;-0,0036581;
1348,2910;-0,0036554;
1348,5322;-0,0036334;
1348,7733;-0,0036225;
1349,0144;-0,003628;
1349,2555;-0,0036422;
1349,4966;-0,0036535;
1349,7377;-0,0036553;
1349,9788;-0,0036501;
1350,2199;-0,0036358;
1350,4610;-0,0036149;
1350,7022;-0,0036042;
1350,9433;-0,0036109;
1351,1844;-0,0036181;
1351,4255;-0,0036154;
1351,6666;-0,0036126;
1351,9077;-0,0036114;
1352,1488;-0,0036095;
1352,3899;-0,0036115;
1352,6310;-0,0036103;
1352,8722;-0,0036031;
1353,1133;-0,0036097;
1353,3544;-0,0036381;
1353,5955;-0,0036553;
1353,8366;-0,0036209;
1354,0777;-0,0035521;
1354,3188;-0,0035266;
1354,5599;-0,0035729;
1354,8010;-0,0036344;
1355,0422;-0,003672;
1355,2833;-0,0036866;
1355,5244;-0,0036798;
1355,7655;-0,0036728;
1356,0066;-0,0036938;
1356,2477;-0,0037242;
1356,4888;-0,0037276;
1356,7299;-0,0037169;
1356,9710;-0,0037223;
1357,2122;-0,0037368;
1357,4533;-0,0037349;
1357,6944;-0,0037143;
1357,9355;-0,003697;
1358,1766;-0,0036977;
1358,4177;-0,0037088;
1358,6588;-0,00371;
1358,8999;-0,0037014;
1359,1410;-0,003704;
1359,3822;-0,003713;
1359,6233;-0,0037043;
1359,8644;-0,0036876;
1360,1055;-0,0036925;
1360,3466;-0,0037054;
1360,5877;-0,0036866;
1360,8288;-0,0036373;
1361,0699;-0,003561;
1361,3110;-0,0033692;
1361,5522;-0,0030793;
1361,7933;-0,0029956;
1362,0344;-0,0032317;
1362,2755;-0,0034961;
1362,5166;-0,0036128;
1362,7577;-0,0036596;
1362,9988;-0,0036995;
1363,2399;-0,0037352;
1363,4810;-0,003758;
1363,7222;-0,003765;
1363,9633;-0,0037719;
1364,2044;-0,0037755;
1364,4455;-0,0037596;
1364,6866;-0,0037485;
1364,9277;-0,0037636;
1365,1688;-0,0037846;
1365,4099;-0,0037933;
1365,6510;-0,0037828;
1365,8921;-0,0037579;
1366,1333;-0,0037424;
1366,3744;-0,0037526;
1366,6155;-0,003777;
1366,8566;-0,0037906;
1367,0977;-0,0037755;
1367,3388;-0,0037438;
1367,5799;-0,003722;
1367,8210;-0,003701;
1368,0621;-0,0036745;
1368,3033;-0,0036639;
1368,5444;-0,0036705;
1368,7855;-0,0036809;
1369,0266;-0,003688;
1369,2677;-0,0036928;
1369,5088;-0,0037037;
1369,7499;-0,0037175;
1369,9910;-0,0037212;
1370,2321;-0,0037095;
1370,4733;-0,0036931;
1370,7144;-0,0036861;
1370,9555;-0,0036888;
1371,1966;-0,0036933;
1371,4377;-0,0036999;
1371,6788;-0,0037041;
1371,9199;-0,0036854;
1372,1610;-0,0036495;
1372,4021;-0,0036351;
1372,6433;-0,0036424;
1372,8844;-0,0036454;
1373,1255;-0,0036469;
1373,3666;-0,0036453;
1373,6077;-0,0036275;
1373,8488;-0,0036065;
1374,0899;-0,0035897;
1374,3310;-0,0035717;
1374,5721;-0,003554;
1374,8133;-0,003543;
1375,0544;-0,0035419;
1375,2955;-0,0035395;
1375,5366;-0,0035239;
1375,7777;-0,0035028;
1376,0188;-0,0034809;
1376,2599;-0,0034528;
1376,5010;-0,0034293;
1376,7421;-0,0034151;
1376,9833;-0,00339;
1377,2244;-0,00335;
1377,4655;-0,0033129;
1377,7066;-0,003284;
1377,9477;-0,0032557;
1378,1888;-0,003214;
1378,4299;-0,0031427;
1378,6710;-0,0030391;
1378,9121;-0,0029204;
1379,1533;-0,0027999;
1379,3944;-0,0026703;
1379,6355;-0,0025149;
1379,8766;-0,0023267;
1380,1177;-0,0021117;
1380,3588;-0,0018808;
1380,5999;-0,0016535;
1380,8410;-0,0014546;
1381,0821;-0,0012794;
1381,3233;-0,001094;
1381,5644;-0,0008825;
1381,8055;-0,0006535;
1382,0466;-0,000415;
1382,2877;-0,0001709;
1382,5288;7,31E-5;
1382,7699;0,0003024;
1383,0110;0,0004572;
1383,2521;0,0004431;
1383,4933;0,0002263;
1383,7344;-0,0001255;
1383,9755;-0,0005075;
1384,2166;-0,0008577;
1384,4577;-0,0011791;
1384,6988;-0,0014777;
1384,9399;-0,0017262;
1385,1810;-0,0019043;
1385,4221;-0,0020126;
1385,6633;-0,0020613;
1385,9044;-0,0020709;
1386,1455;-0,0020576;
1386,3866;-0,0020365;
1386,6277;-0,0020264;
1386,8688;-0,0020172;
1387,1099;-0,0019855;
1387,3510;-0,0019378;
1387,5921;-0,0018841;
1387,8333;-0,0017964;
1388,0744;-0,0016754;
1388,3155;-0,0015823;
1388,5566;-0,0015428;
1388,7977;-0,0015439;
1389,0388;-0,0015885;
1389,2799;-0,0016758;
1389,5210;-0,0018007;
1389,7621;-0,0019592;
1390,0032;-0,0021426;
1390,2444;-0,0023414;
1390,4855;-0,0025455;
1390,7266;-0,0027359;
1390,9677;-0,0028849;
1391,2088;-0,0029952;
1391,4499;-0,0030867;
1391,6910;-0,0031511;
1391,9321;-0,0031948;
1392,1732;-0,00324;
1392,4144;-0,003278;
1392,6555;-0,0033067;
1392,8966;-0,0033361;
1393,1377;-0,0033514;
1393,3788;-0,0033457;
1393,6199;-0,0033371;
1393,8610;-0,0033326;
1394,1021;-0,0033338;
1394,3432;-0,0033592;
1394,5844;-0,0033955;
1394,8255;-0,0033788;
1395,0666;-0,0033037;
1395,3077;-0,0032371;
1395,5488;-0,003217;
1395,7899;-0,0032336;
1396,0310;-0,0032627;
1396,2721;-0,003295;
1396,5132;-0,0033404;
1396,7544;-0,0034005;
1396,9955;-0,0034584;
1397,2366;-0,0034918;
1397,4777;-0,0035086;
1397,7188;-0,0035292;
1397,9599;-0,0035483;
1398,2010;-0,003559;
1398,4421;-0,0035657;
1398,6832;-0,0035734;
1398,9244;-0,0035873;
1399,1655;-0,0036104;
1399,4066;-0,0036274;
1399,6477;-0,0036193;
1399,8888;-0,0036049;
1400,1299;-0,0036019;
1400,3710;-0,0035994;
1400,6121;-0,0036063;
1400,8532;-0,0036301;
1401,0944;-0,0036486;
1401,3355;-0,0036511;
1401,5766;-0,0036432;
1401,8177;-0,0036284;
1402,0588;-0,0036173;
1402,2999;-0,0036239;
1402,5410;-0,0036382;
1402,7821;-0,0036509;
1403,0232;-0,0036676;
1403,2644;-0,0036783;
1403,5055;-0,0036696;
1403,7466;-0,0036569;
1403,9877;-0,0036647;
1404,2288;-0,0036856;
1404,4699;-0,0036891;
1404,7110;-0,0036785;
1404,9521;-0,0036969;
1405,1932;-0,0037407;
1405,4344;-0,0037496;
1405,6755;-0,0037169;
1405,9166;-0,0036947;
1406,1577;-0,0036948;
1406,3988;-0,0036964;
1406,6399;-0,0036915;
1406,8810;-0,0036862;
1407,1221;-0,0036905;
1407,3632;-0,0037039;
1407,6044;-0,0037185;
1407,8455;-0,0037327;
1408,0866;-0,0037436;
1408,3277;-0,0037437;
1408,5688;-0,0037385;
1408,8099;-0,0037403;
1409,0510;-0,0037455;
1409,2921;-0,0037497;
1409,5332;-0,0037518;
1409,7744;-0,003745;
1410,0155;-0,0037351;
1410,2566;-0,0037307;
1410,4977;-0,0037268;
1410,7388;-0,0037255;
1410,9799;-0,0037332;
1411,2210;-0,0037372;
1411,4621;-0,0037282;
1411,7032;-0,0037214;
1411,9444;-0,0037206;
1412,1855;-0,0037101;
1412,4266;-0,0036892;
1412,6677;-0,0036732;
1412,9088;-0,0036694;
1413,1499;-0,0036691;
1413,3910;-0,0036722;
1413,6321;-0,0036874;
1413,8732;-0,003699;
1414,1143;-0,0036972;
1414,3555;-0,0036965;
1414,5966;-0,0036963;
1414,8377;-0,0036938;
1415,0788;-0,0037045;
1415,3199;-0,0037261;
1415,5610;-0,0037379;
1415,8021;-0,0037404;
1416,0432;-0,0037476;
1416,2843;-0,0037569;
1416,5255;-0,0037639;
1416,7666;-0,0037687;
1417,0077;-0,0037597;
1417,2488;-0,003749;
1417,4899;-0,0037574;
1417,7310;-0,003759;
1417,9721;-0,0037398;
1418,2132;-0,0037253;
1418,4543;-0,003712;
1418,6955;-0,0036758;
1418,9366;-0,0036171;
1419,1777;-0,0035611;
1419,4188;-0,0035284;
1419,6599;-0,003404;
1419,9010;-0,0030106;
1420,1421;-0,0025413;
1420,3832;-0,0024425;
1420,6243;-0,0027266;
1420,8655;-0,0030237;
1421,1066;-0,0031543;
1421,3477;-0,0031802;
1421,5888;-0,0031892;
1421,8299;-0,0032284;
1422,0710;-0,0032772;
1422,3121;-0,00328;
1422,5532;-0,0032236;
1422,7943;-0,003173;
1423,0355;-0,0032206;
1423,2766;-0,0033696;
1423,5177;-0,0035378;
1423,7588;-0,0036738;
1423,9999;-0,0037641;
1424,2410;-0,0038027;
1424,4821;-0,0038082;
1424,7232;-0,0038018;
1424,9643;-0,0037873;
1425,2055;-0,0037716;
1425,4466;-0,003769;
1425,6877;-0,0037896;
1425,9288;-0,003831;
1426,1699;-0,0038718;
1426,4110;-0,0038906;
1426,6521;-0,0039028;
1426,8932;-0,0039374;
1427,1343;-0,0039848;
1427,3755;-0,0040195;
1427,6166;-0,0040429;
1427,8577;-0,0040616;
1428,0988;-0,0040713;
1428,3399;-0,0040729;
1428,5810;-0,0040649;
1428,8221;-0,0040428;
1429,0632;-0,0040168;
1429,3043;-0,0040066;
1429,5455;-0,0040202;
1429,7866;-0,0040574;
1430,0277;-0,0041129;
1430,2688;-0,0041575;
1430,5099;-0,0041712;
1430,7510;-0,0041661;
1430,9921;-0,004152;
1431,2332;-0,004146;
1431,4743;-0,0041679;
1431,7155;-0,0041984;
1431,9566;-0,0042086;
1432,1977;-0,0042086;
1432,4388;-0,0042164;
1432,6799;-0,0042247;
1432,9210;-0,0042264;
1433,1621;-0,0042275;
1433,4032;-0,0042357;
1433,6443;-0,0042475;
1433,8855;-0,0042616;
1434,1266;-0,0042816;
1434,3677;-0,004295;
1434,6088;-0,0042901;
1434,8499;-0,0042785;
1435,0910;-0,0042748;
1435,3321;-0,0042827;
1435,5732;-0,0043072;
1435,8143;-0,0043425;
1436,0555;-0,0043629;
1436,2966;-0,0043722;
1436,5377;-0,0044046;
1436,7788;-0,0044673;
1437,0199;-0,0045097;
1437,2610;-0,0044746;
1437,5021;-0,0043994;
1437,7432;-0,0043656;
1437,9843;-0,0043758;
1438,2254;-0,0043877;
1438,4666;-0,0043861;
1438,7077;-0,0043797;
1438,9488;-0,0043732;
1439,1899;-0,0043674;
1439,4310;-0,0043731;
1439,6721;-0,0043905;
1439,9132;-0,0043964;
1440,1543;-0,004387;
1440,3954;-0,0043798;
1440,6366;-0,004385;
1440,8777;-0,004403;
1441,1188;-0,0044219;
1441,3599;-0,0044272;
1441,6010;-0,0044219;
1441,8421;-0,0044161;
1442,0832;-0,0044142;
1442,3243;-0,0044136;
1442,5654;-0,0044064;
1442,8066;-0,0043906;
1443,0477;-0,0043569;
1443,2888;-0,0042925;
1443,5299;-0,0042145;
1443,7710;-0,0041441;
1444,0121;-0,0040447;
1444,2532;-0,0038513;
1444,4943;-0,0036375;
1444,7354;-0,0035897;
1444,9766;-0,0037302;
1445,2177;-0,0039374;
1445,4588;-0,0041393;
1445,6999;-0,004284;
1445,9410;-0,0043414;
1446,1821;-0,004346;
1446,4232;-0,0043358;
1446,6643;-0,0043263;
1446,9054;-0,0043115;
1447,1466;-0,0042756;
1447,3877;-0,0042337;
1447,6288;-0,0042049;
1447,8699;-0,0041685;
1448,1110;-0,0040846;
1448,3521;-0,0039232;
1448,5932;-0,0036783;
1448,8343;-0,0033594;
1449,0754;-0,002997;
1449,3166;-0,0026881;
1449,5577;-0,0025029;
1449,7988;-0,0023875;
1450,0399;-0,0023319;
1450,2810;-0,0024272;
1450,5221;-0,0026428;
1450,7632;-0,002744;
1451,0043;-0,0025083;
1451,2454;-0,0019874;
1451,4866;-0,0013095;
1451,7277;-9,81E-5;
1451,9688;0,002073;
1452,2099;0,0043343;
1452,4510;0,0052194;
1452,6921;0,0046073;
1452,9332;0,0031289;
1453,1743;0,0010542;
1453,4154;-0,0010605;
1453,6566;-0,0025081;
1453,8977;-0,0032406;
1454,1388;-0,0036042;
1454,3799;-0,0038349;
1454,6210;-0,0040209;
1454,8621;-0,0041772;
1455,1032;-0,0042936;
1455,3443;-0,0043784;
1455,5854;-0,0044377;
1455,8266;-0,0044675;
1456,0677;-0,0044829;
1456,3088;-0,0045082;
1456,5499;-0,0045684;
1456,7910;-0,0046726;
1457,0321;-0,0047786;
1457,2732;-0,0047868;
1457,5143;-0,0046889;
1457,7554;-0,0046089;
1457,9966;-0,0046003;
1458,2377;-0,004626;
1458,4788;-0,0046417;
1458,7199;-0,0046064;
1458,9610;-0,0045441;
1459,2021;-0,0045092;
1459,4432;-0,0044932;
1459,6843;-0,0044665;
1459,9254;-0,0044463;
1460,1666;-0,0044594;
1460,4077;-0,0044926;
1460,6488;-0,0045108;
1460,8899;-0,0044747;
1461,1310;-0,0043482;
1461,3721;-0,0041539;
1461,6132;-0,0039653;
1461,8543;-0,0038096;
1462,0954;-0,0036384;
1462,3365;-0,003403;
1462,5777;-0,003233;
1462,8188;-0,003354;
1463,0599;-0,0037156;
1463,3010;-0,0040548;
1463,5421;-0,0042307;
1463,7832;-0,0042395;
1464,0243;-0,0040945;
1464,2654;-0,0038042;
1464,5065;-0,0034694;
1464,7477;-0,0033648;
1464,9888;-0,0036745;
1465,2299;-0,0041749;
1465,4710;-0,0045408;
1465,7121;-0,0047428;
1465,9532;-0,004877;
1466,1943;-0,0049721;
1466,4354;-0,0050318;
1466,6765;-0,0050723;
1466,9177;-0,0051122;
1467,1588;-0,0051497;
1467,3999;-0,0051875;
1467,6410;-0,0052304;
1467,8821;-0,0052582;
1468,1232;-0,0052633;
1468,3643;-0,0052674;
1468,6054;-0,0052841;
1468,8465;-0,0053009;
1469,0877;-0,0053074;
1469,3288;-0,0053203;
1469,5699;-0,0053497;
1469,8110;-0,0053791;
1470,0521;-0,005399;
1470,2932;-0,0054082;
1470,5343;-0,0054009;
1470,7754;-0,0053894;
1471,0165;-0,0053969;
1471,2577;-0,0054223;
1471,4988;-0,0054391;
1471,7399;-0,0054474;
1471,9810;-0,0054878;
1472,2221;-0,0055496;
1472,4632;-0,0055495;
1472,7043;-0,0054904;
1472,9454;-0,0054543;
1473,1865;-0,0054614;
1473,4277;-0,0055156;
1473,6688;-0,0055838;
1473,9099;-0,005567;
1474,1510;-0,0054809;
1474,3921;-0,005433;
1474,6332;-0,0054316;
1474,8743;-0,0054297;
1475,1154;-0,0054241;
1475,3565;-0,0054273;
1475,5977;-0,0054328;
1475,8388;-0,0054299;
1476,0799;-0,0054206;
1476,3210;-0,0053951;
1476,5621;-0,0053246;
1476,8032;-0,0051914;
1477,0443;-0,0049873;
1477,2854;-0,0046852;
1477,5265;-0,0042137;
1477,7677;-0,0035997;
1478,0088;-0,0031554;
1478,2499;-0,0031748;
1478,4910;-0,0035284;
1478,7321;-0,003904;
1478,9732;-0,0041669;
1479,2143;-0,0043151;
1479,4554;-0,0043725;
1479,6965;-0,0043658;
1479,9377;-0,0043236;
1480,1788;-0,0042792;
1480,4199;-0,0042462;
1480,6610;-0,0042207;
1480,9021;-0,0042114;
1481,1432;-0,0042453;
1481,3843;-0,0043362;
1481,6254;-0,0044645;
1481,8665;-0,0046082;
1482,1077;-0,0047567;
1482,3488;-0,0048965;
1482,5899;-0,0050197;
1482,8310;-0,0051295;
1483,0721;-0,0052266;
1483,3132;-0,0053017;
1483,5543;-0,0053507;
1483,7954;-0,0053837;
1484,0365;-0,005407;
1484,2777;-0,0054257;
1484,5188;-0,0054458;
1484,7599;-0,0054591;
1485,0010;-0,0054505;
1485,2421;-0,0054091;
1485,4832;-0,0053445;
1485,7243;-0,0052747;
1485,9654;-0,0051948;
1486,2065;-0,0051371;
1486,4476;-0,0051722;
1486,6888;-0,0052975;
1486,9299;-0,0054463;
1487,1710;-0,0055834;
1487,4121;-0,0056998;
1487,6532;-0,0057604;
1487,8943;-0,0057531;
1488,1354;-0,0057329;
1488,3765;-0,0057426;
1488,6176;-0,0057745;
1488,8588;-0,0058125;
1489,0999;-0,0058541;
1489,3410;-0,0058991;
1489,5821;-0,0059378;
1489,8232;-0,0059704;
1490,0643;-0,0060067;
1490,3054;-0,0060422;
1490,5465;-0,0060798;
1490,7876;-0,006136;
1491,0288;-0,0061984;
1491,2699;-0,0062319;
1491,5110;-0,0062374;
1491,7521;-0,0062446;
1491,9932;-0,006266;
1492,2343;-0,0063003;
1492,4754;-0,0063413;
1492,7165;-0,0063742;
1492,9576;-0,0063973;
1493,1988;-0,006425;
1493,4399;-0,0064593;
1493,6810;-0,0064812;
1493,9221;-0,0064884;
1494,1632;-0,0065026;
1494,4043;-0,0065312;
1494,6454;-0,0065528;
1494,8865;-0,0065574;
1495,1276;-0,0065612;
1495,3688;-0,0065756;
1495,6099;-0,0065965;
1495,8510;-0,0066205;
1496,0921;-0,0066755;
1496,3332;-0,0067747;
1496,5743;-0,0068269;
1496,8154;-0,006774;
1497,0565;-0,00671;
1497,2976;-0,0067054;
1497,5388;-0,0067323;
1497,7799;-0,0067562;
1498,0210;-0,0067659;
1498,2621;-0,0067727;
1498,5032;-0,0067962;
1498,7443;-0,0068477;
1498,9854;-0,0069048;
1499,2265;-0,0069211;
1499,4676;-0,0069007;
1499,7088;-0,0068859;
1499,9499;-0,0068857;
1500,1910;-0,0068913;
1500,4321;-0,0069089;
1500,6732;-0,0069314;
1500,9143;-0,0069423;
1501,1554;-0,006942;
1501,3965;-0,0069376;
1501,6376;-0,0069434;
1501,8788;-0,0069636;
1502,1199;-0,0069794;
1502,3610;-0,0069815;
1502,6021;-0,0069776;
1502,8432;-0,0069784;
1503,0843;-0,0069828;
1503,3254;-0,0069849;
1503,5665;-0,0069922;
1503,8076;-0,007014;
1504,0488;-0,007047;
1504,2899;-0,0070791;
1504,5310;-0,0070954;
1504,7721;-0,0070944;
1505,0132;-0,0070867;
1505,2543;-0,0070875;
1505,4954;-0,0071506;
1505,7365;-0,0072773;
1505,9776;-0,0073253;
1506,2188;-0,0072473;
1506,4599;-0,0071827;
