;ALPHA_KS_MATRIX3-2;
Wavelength [nm];Intensity;
2299,4739;0,0099561;
2299,7151;0,0099434;
2299,9562;0,0099637;
2300,1973;0,0099974;
2300,4384;0,010016;
2300,6795;0,01005;
2300,9206;0,010098;
2301,1617;0,010103;
2301,4028;0,010062;
2301,6439;0,010019;
2301,8851;0,0099953;
2302,1262;0,0099915;
2302,3673;0,0099993;
2302,6084;0,01005;
2302,8495;0,010163;
2303,0906;0,010241;
2303,3317;0,010191;
2303,5728;0,010087;
2303,8139;0,010044;
2304,0551;0,010049;
2304,2962;0,010049;
2304,5373;0,010042;
2304,7784;0,010084;
2305,0195;0,010202;
2305,2606;0,01029;
2305,5017;0,010238;
2305,7428;0,010128;
2305,9839;0,010087;
2306,2250;0,010099;
2306,4662;0,010099;
2306,7073;0,010102;
2306,9484;0,01017;
2307,1895;0,010303;
2307,4306;0,010365;
2307,6717;0,010276;
2307,9128;0,01017;
2308,1539;0,010141;
2308,3950;0,010131;
2308,6362;0,010121;
2308,8773;0,010149;
2309,1184;0,010265;
2309,3595;0,010442;
2309,6006;0,010492;
2309,8417;0,01036;
2310,0828;0,010217;
2310,3239;0,010146;
2310,5650;0,010136;
2310,8062;0,010178;
2311,0473;0,010256;
2311,2884;0,010434;
2311,5295;0,01064;
2311,7706;0,010613;
2312,0117;0,010391;
2312,2528;0,010224;
2312,4939;0,010186;
2312,7350;0,010236;
2312,9762;0,010299;
2313,2173;0,01042;
2313,4584;0,010699;
2313,6995;0,010864;
2313,9406;0,010661;
2314,1817;0,010372;
2314,4228;0,010275;
2314,6639;0,010304;
2314,9050;0,010327;
2315,1462;0,01039;
2315,3873;0,010694;
2315,6284;0,011054;
2315,8695;0,010955;
2316,1106;0,010551;
2316,3517;0,010347;
2316,5928;0,010352;
2316,8339;0,01035;
2317,0750;0,010372;
2317,3162;0,010682;
2317,5573;0,011209;
2317,7984;0,01127;
2318,0395;0,010794;
2318,2806;0,010449;
2318,5217;0,01039;
2318,7628;0,01038;
2319,0039;0,010416;
2319,2450;0,010723;
2319,4862;0,0113;
2319,7273;0,011497;
2319,9684;0,011039;
2320,2095;0,010576;
2320,4506;0,010411;
2320,6917;0,010377;
2320,9328;0,010444;
2321,1739;0,01078;
2321,4150;0,011447;
2321,6562;0,011809;
2321,8973;0,011372;
2322,1384;0,010778;
2322,3795;0,010537;
2322,6206;0,010518;
2322,8617;0,010589;
2323,1028;0,010904;
2323,3439;0,011641;
2323,5850;0,012128;
2323,8262;0,01164;
2324,0673;0,010862;
2324,3084;0,010515;
2324,5495;0,010506;
2324,7906;0,010608;
2325,0317;0,010974;
2325,2728;0,011816;
2325,5139;0,0123;
2325,7550;0,011672;
2325,9962;0,010848;
2326,2373;0,010557;
2326,4784;0,010558;
2326,7195;0,010625;
2326,9606;0,011134;
2327,2017;0,012183;
2327,4428;0,012505;
2327,6839;0,011625;
2327,9250;0,01083;
2328,1662;0,01065;
2328,4073;0,010688;
2328,6484;0,010885;
2328,8895;0,011667;
2329,1306;0,012678;
2329,3717;0,012514;
2329,6128;0,011444;
2329,8539;0,010757;
2330,0950;0,010589;
2330,3361;0,010646;
2330,5773;0,011105;
2330,8184;0,012209;
2331,0595;0,01298;
2331,3006;0,012293;
2331,5417;0,011173;
2331,7828;0,01065;
2332,0239;0,010594;
2332,2650;0,010801;
2332,5061;0,011591;
2332,7473;0,012811;
2332,9884;0,012923;
2333,2295;0,011767;
2333,4706;0,010896;
2333,7117;0,010767;
2333,9528;0,010925;
2334,1939;0,01141;
2334,4350;0,012584;
2334,6761;0,01335;
2334,9173;0,01248;
2335,1584;0,011248;
2335,3995;0,010755;
2335,6406;0,010748;
2335,8817;0,011088;
2336,1228;0,012157;
2336,3639;0,013338;
2336,6050;0,013006;
2336,8461;0,01175;
2337,0873;0,011019;
2337,3284;0,01088;
2337,5695;0,01111;
2337,8106;0,012053;
2338,0517;0,013463;
2338,2928;0,013752;
2338,5339;0,013099;
2338,7750;0,013594;
2339,0161;0,017284;
2339,2573;0,025185;
2339,4984;0,033255;
2339,7395;0,034357;
2339,9806;0,029256;
2340,2217;0,025876;
2340,4628;0,025905;
2340,7039;0,025883;
2340,9450;0,024063;
2341,1861;0,022455;
2341,4273;0,022297;
2341,6684;0,021684;
2341,9095;0,019941;
2342,1506;0,018564;
2342,3917;0,018034;
2342,6328;0,017861;
2342,8739;0,01808;
2343,1150;0,018617;
2343,3561;0,018434;
2343,5973;0,017552;
2343,8384;0,017088;
2344,0795;0,017348;
2344,3206;0,018275;
2344,5617;0,020377;
2344,8028;0,024012;
2345,0439;0,029087;
2345,2850;0,035247;
2345,5261;0,039421;
2345,7673;0,03692;
2346,0084;0,028872;
2346,2495;0,021291;
2346,4906;0,017103;
2346,7317;0,015119;
2346,9728;0,01402;
2347,2139;0,013443;
2347,4550;0,013084;
2347,6961;0,012853;
2347,9373;0,012816;
2348,1784;0,012663;
2348,4195;0,012254;
2348,6606;0,011912;
2348,9017;0,011743;
2349,1428;0,011636;
2349,3839;0,011557;
2349,6250;0,011465;
2349,8661;0,011397;
2350,1073;0,011449;
2350,3484;0,011506;
2350,5895;0,011409;
2350,8306;0,011224;
2351,0717;0,011103;
2351,3128;0,011135;
2351,5539;0,011395;
2351,7950;0,011816;
2352,0361;0,011945;
2352,2773;0,011583;
2352,5184;0,011221;
2352,7595;0,011137;
2353,0006;0,011367;
2353,2417;0,012001;
2353,4828;0,012404;
2353,7239;0,011975;
2353,9650;0,011364;
2354,2061;0,011137;
2354,4472;0,011374;
2354,6884;0,01219;
2354,9295;0,012853;
2355,1706;0,012403;
2355,4117;0,01154;
2355,6528;0,011169;
2355,8939;0,011426;
2356,1350;0,012375;
2356,3761;0,01323;
2356,6172;0,012749;
2356,8584;0,011696;
2357,0995;0,011227;
2357,3406;0,011527;
2357,5817;0,012623;
2357,8228;0,013509;
2358,0639;0,012871;
2358,3050;0,011731;
2358,5461;0,011282;
2358,7872;0,011706;
2359,0284;0,01292;
2359,2695;0,013623;
2359,5106;0,012746;
2359,7517;0,011626;
2359,9928;0,011335;
2360,2339;0,01203;
2360,4750;0,013366;
2360,7161;0,013634;
2360,9572;0,012443;
2361,1984;0,011456;
2361,4395;0,011466;
2361,6806;0,012543;
2361,9217;0,013765;
2362,1628;0,01335;
2362,4039;0,012;
2362,6450;0,011335;
2362,8861;0,011795;
2363,1272;0,013115;
2363,3684;0,013679;
2363,6095;0,012631;
2363,8506;0,011538;
2364,0917;0,01147;
2364,3328;0,012509;
2364,5739;0,013592;
2364,8150;0,013101;
2365,0561;0,011858;
2365,2972;0,011372;
2365,5384;0,01203;
2365,7795;0,013235;
2366,0206;0,013308;
2366,2617;0,012163;
2366,5028;0,011369;
2366,7439;0,011678;
2366,9850;0,012799;
2367,2261;0,013218;
2367,4672;0,012286;
2367,7084;0,011413;
2367,9495;0,011551;
2368,1906;0,012511;
2368,4317;0,012982;
2368,6728;0,012207;
2368,9139;0,011364;
2369,1550;0,011438;
2369,3961;0,0123;
2369,6372;0,012742;
2369,8784;0,012059;
2370,1195;0,011292;
2370,3606;0,011381;
2370,6017;0,012153;
2370,8428;0,012444;
2371,0839;0,011776;
2371,3250;0,011165;
2371,5661;0,011375;
2371,8072;0,012053;
2372,0484;0,012132;
2372,2895;0,011484;
2372,5306;0,011081;
2372,7717;0,011408;
2373,0128;0,011905;
2373,2539;0,011743;
2373,4950;0,011199;
2373,7361;0,011098;
2373,9772;0,011511;
2374,2184;0,011727;
2374,4595;0,011369;
2374,7006;0,011012;
2374,9417;0,011159;
2375,1828;0,011494;
2375,4239;0,011417;
2375,6650;0,011045;
2375,9061;0,010963;
2376,1472;0,011212;
2376,3884;0,011296;
2376,6295;0,011044;
2376,8706;0,010882;
2377,1117;0,011044;
2377,3528;0,011192;
2377,5939;0,011052;
2377,8350;0,01087;
2378,0761;0,010929;
2378,3172;0,011053;
2378,5583;0,010978;
2378,7995;0,010832;
2379,0406;0,010849;
2379,2817;0,01095;
2379,5228;0,01091;
2379,7639;0,010796;
2380,0050;0,010795;
2380,2461;0,010852;
2380,4872;0,010807;
2380,7283;0,010726;
2380,9695;0,010757;
2381,2106;0,010827;
2381,4517;0,010805;
2381,6928;0,01075;
2381,9339;0,010761;
2382,1750;0,010778;
2382,4161;0,010742;
2382,6572;0,010717;
2382,8983;0,010733;
2383,1395;0,010737;
2383,3806;0,010725;
2383,6217;0,010734;
2383,8628;0,010737;
2384,1039;0,010699;
2384,3450;0,01067;
2384,5861;0,010676;
2384,8272;0,010687;
2385,0683;0,010693;
2385,3095;0,010706;
2385,5506;0,0107;
2385,7917;0,010674;
2386,0328;0,010665;
2386,2739;0,010668;
2386,5150;0,010668;
2386,7561;0,010676;
2386,9972;0,010694;
2387,2383;0,010703;
2387,4795;0,010696;
2387,7206;0,010685;
2387,9617;0,010668;
2388,2028;0,01065;
2388,4439;0,01064;
2388,6850;0,010642;
2388,9261;0,010652;
2389,1672;0,010659;
2389,4083;0,010658;
2389,6495;0,010662;
2389,8906;0,010683;
2390,1317;0,010702;
2390,3728;0,010701;
2390,6139;0,010689;
2390,8550;0,010686;
2391,0961;0,010699;
2391,3372;0,010718;
2391,5783;0,01073;
2391,8195;0,010727;
2392,0606;0,010715;
2392,3017;0,010702;
2392,5428;0,010696;
2392,7839;0,010692;
2393,0250;0,010685;
2393,2661;0,010686;
2393,5072;0,010689;
2393,7483;0,010687;
2393,9895;0,010689;
2394,2306;0,010696;
2394,4717;0,010695;
2394,7128;0,010688;
2394,9539;0,010693;
2395,1950;0,010709;
2395,4361;0,010714;
2395,6772;0,010699;
2395,9183;0,010694;
2396,1595;0,010708;
2396,4006;0,010716;
2396,6417;0,010714;
2396,8828;0,010706;
2397,1239;0,010697;
2397,3650;0,010707;
2397,6061;0,010734;
2397,8472;0,010751;
2398,0883;0,010742;
2398,3295;0,010715;
2398,5706;0,01069;
2398,8117;0,010689;
2399,0528;0,010713;
2399,2939;0,010735;
2399,5350;0,010739;
2399,7761;0,010732;
2400,0172;0,010727;
2400,2583;0,010725;
2400,4995;0,010721;
2400,7406;0,010717;
2400,9817;0,010715;
2401,2228;0,010722;
2401,4639;0,01073;
2401,7050;0,010724;
2401,9461;0,010715;
2402,1872;0,010711;
2402,4283;0,010704;
2402,6694;0,010698;
2402,9106;0,010707;
2403,1517;0,010725;
2403,3928;0,010735;
2403,6339;0,010726;
2403,8750;0,010712;
2404,1161;0,010704;
2404,3572;0,010704;
2404,5983;0,010711;
2404,8394;0,010707;
2405,0806;0,0107;
2405,3217;0,010713;
2405,5628;0,010735;
2405,8039;0,01074;
2406,0450;0,010722;
2406,2861;0,010699;
2406,5272;0,010704;
2406,7683;0,010733;
2407,0094;0,010752;
2407,2506;0,010745;
2407,4917;0,010726;
2407,7328;0,010712;
2407,9739;0,010703;
2408,2150;0,0107;
2408,4561;0,010699;
2408,6972;0,010695;
2408,9383;0,010694;
2409,1794;0,010708;
2409,4206;0,010735;
2409,6617;0,01075;
2409,9028;0,010747;
2410,1439;0,010743;
2410,3850;0,010741;
2410,6261;0,010733;
2410,8672;0,010716;
2411,1083;0,010693;
2411,3494;0,010682;
2411,5906;0,010702;
2411,8317;0,010731;
2412,0728;0,010738;
2412,3139;0,010727;
2412,5550;0,010721;
2412,7961;0,010728;
2413,0372;0,010743;
2413,2783;0,010743;
2413,5194;0,010716;
2413,7606;0,010698;
2414,0017;0,010704;
2414,2428;0,010716;
2414,4839;0,010718;
2414,7250;0,010717;
2414,9661;0,010717;
2415,2072;0,010708;
2415,4483;0,010685;
2415,6894;0,010679;
2415,9306;0,010695;
2416,1717;0,010713;
2416,4128;0,010735;
2416,6539;0,010752;
2416,8950;0,010741;
2417,1361;0,01072;
2417,3772;0,010718;
2417,6183;0,01072;
2417,8594;0,010713;
2418,1006;0,010705;
2418,3417;0,010704;
2418,5828;0,010703;
2418,8239;0,010698;
2419,0650;0,010702;
2419,3061;0,010721;
2419,5472;0,010738;
2419,7883;0,010729;
2420,0294;0,010704;
2420,2706;0,010696;
2420,5117;0,010714;
2420,7528;0,01074;
2420,9939;0,010754;
2421,2350;0,010747;
2421,4761;0,010726;
2421,7172;0,010708;
2421,9583;0,0107;
2422,1994;0,01071;
2422,4406;0,010737;
2422,6817;0,010754;
2422,9228;0,010742;
2423,1639;0,010723;
2423,4050;0,010713;
2423,6461;0,010702;
2423,8872;0,010697;
2424,1283;0,010713;
2424,3694;0,010732;
2424,6106;0,01074;
2424,8517;0,010745;
2425,0928;0,010748;
2425,3339;0,010745;
2425,5750;0,010743;
2425,8161;0,010742;
2426,0572;0,010744;
2426,2983;0,010756;
2426,5394;0,010769;
2426,7805;0,010768;
2427,0217;0,010764;
2427,2628;0,010767;
2427,5039;0,010774;
2427,7450;0,010775;
2427,9861;0,010759;
2428,2272;0,010746;
2428,4683;0,010758;
2428,7094;0,010778;
2428,9505;0,010788;
2429,1917;0,010796;
2429,4328;0,010799;
2429,6739;0,010779;
2429,9150;0,01075;
2430,1561;0,010735;
2430,3972;0,010732;
2430,6383;0,010738;
2430,8794;0,010758;
2431,1205;0,010779;
2431,3617;0,010789;
2431,6028;0,010778;
2431,8439;0,010751;
2432,0850;0,010734;
2432,3261;0,010744;
2432,5672;0,010772;
2432,8083;0,01079;
2433,0494;0,010789;
2433,2905;0,010773;
2433,5317;0,010747;
2433,7728;0,010733;
2434,0139;0,010743;
2434,2550;0,010759;
2434,4961;0,010764;
2434,7372;0,010762;
2434,9783;0,010755;
2435,2194;0,010744;
2435,4605;0,010748;
2435,7017;0,010767;
2435,9428;0,010767;
2436,1839;0,010739;
2436,4250;0,010721;
2436,6661;0,01073;
2436,9072;0,010743;
2437,1483;0,010746;
2437,3894;0,010751;
2437,6305;0,010757;
2437,8717;0,010759;
2438,1128;0,010764;
2438,3539;0,01077;
2438,5950;0,010768;
2438,8361;0,010763;
2439,0772;0,01076;
2439,3183;0,010759;
2439,5594;0,01076;
2439,8005;0,010765;
2440,0417;0,010769;
2440,2828;0,010758;
2440,5239;0,010745;
2440,7650;0,010742;
2441,0061;0,010744;
2441,2472;0,010742;
2441,4883;0,01073;
2441,7294;0,01072;
2441,9705;0,010725;
2442,2117;0,010736;
2442,4528;0,010737;
2442,6939;0,010732;
2442,9350;0,01073;
2443,1761;0,010732;
2443,4172;0,010735;
2443,6583;0,010744;
2443,8994;0,010755;
2444,1405;0,010753;
2444,3817;0,010742;
2444,6228;0,010736;
2444,8639;0,010733;
2445,1050;0,010737;
2445,3461;0,010747;
2445,5872;0,010754;
2445,8283;0,010752;
2446,0694;0,010756;
2446,3105;0,010774;
2446,5517;0,010778;
2446,7928;0,010761;
2447,0339;0,010749;
2447,2750;0,010763;
2447,5161;0,010791;
2447,7572;0,0108;
2447,9983;0,010779;
2448,2394;0,010755;
2448,4805;0,010758;
2448,7217;0,010777;
2448,9628;0,010778;
2449,2039;0,010764;
2449,4450;0,010756;
2449,6861;0,010754;
2449,9272;0,010751;
2450,1683;0,010748;
2450,4094;0,010747;
2450,6505;0,010742;
2450,8916;0,010747;
2451,1328;0,010773;
2451,3739;0,010795;
2451,6150;0,010791;
2451,8561;0,01077;
2452,0972;0,01076;
2452,3383;0,010771;
2452,5794;0,010782;
2452,8205;0,010771;
2453,0616;0,010753;
2453,3028;0,010751;
2453,5439;0,010772;
2453,7850;0,010792;
2454,0261;0,010797;
2454,2672;0,010796;
2454,5083;0,01079;
2454,7494;0,010779;
2454,9905;0,010773;
2455,2316;0,010777;
2455,4728;0,010784;
2455,7139;0,010786;
2455,9550;0,010783;
2456,1961;0,010777;
2456,4372;0,010781;
2456,6783;0,010801;
2456,9194;0,010816;
2457,1605;0,010806;
2457,4016;0,010782;
2457,6428;0,010766;
2457,8839;0,010769;
2458,1250;0,010777;
2458,3661;0,010782;
2458,6072;0,010785;
2458,8483;0,010787;
2459,0894;0,010787;
2459,3305;0,010783;
2459,5716;0,010782;
2459,8128;0,010789;
2460,0539;0,010794;
2460,2950;0,010785;
2460,5361;0,010771;
2460,7772;0,010776;
2461,0183;0,010791;
2461,2594;0,010797;
2461,5005;0,010806;
2461,7416;0,010827;
2461,9828;0,010846;
2462,2239;0,010844;
2462,4650;0,010824;
2462,7061;0,010808;
2462,9472;0,010797;
2463,1883;0,010783;
2463,4294;0,010768;
2463,6705;0,010761;
2463,9116;0,010763;
2464,1528;0,010765;
2464,3939;0,010761;
2464,6350;0,010749;
2464,8761;0,010737;
2465,1172;0,01074;
2465,3583;0,010753;
2465,5994;0,010781;
2465,8405;0,010813;
2466,0816;0,010825;
2466,3228;0,010815;
2466,5639;0,010804;
2466,8050;0,010803;
2467,0461;0,010801;
2467,2872;0,010793;
2467,5283;0,010792;
2467,7694;0,010802;
2468,0105;0,010813;
2468,2516;0,010818;
2468,4928;0,010816;
2468,7339;0,010815;
2468,9750;0,010812;
2469,2161;0,010802;
2469,4572;0,010787;
2469,6983;0,01077;
2469,9394;0,010758;
2470,1805;0,010763;
2470,4216;0,010783;
2470,6628;0,010804;
2470,9039;0,010813;
2471,1450;0,010809;
2471,3861;0,010796;
2471,6272;0,010783;
2471,8683;0,010784;
2472,1094;0,010789;
2472,3505;0,010783;
2472,5916;0,010789;
2472,8328;0,010814;
2473,0739;0,010832;
2473,3150;0,010825;
2473,5561;0,010814;
2473,7972;0,010817;
2474,0383;0,010819;
2474,2794;0,010815;
2474,5205;0,01082;
2474,7616;0,010822;
2475,0027;0,010818;
2475,2439;0,010819;
2475,4850;0,010825;
2475,7261;0,010829;
2475,9672;0,010826;
2476,2083;0,010821;
2476,4494;0,010816;
2476,6905;0,010815;
2476,9316;0,010813;
2477,1727;0,010811;
2477,4139;0,010815;
2477,6550;0,01082;
2477,8961;0,010818;
2478,1372;0,010808;
2478,3783;0,0108;
2478,6194;0,010805;
2478,8605;0,010811;
2479,1016;0,010813;
2479,3427;0,010819;
2479,5839;0,010825;
2479,8250;0,01083;
2480,0661;0,010837;
2480,3072;0,010841;
2480,5483;0,010836;
2480,7894;0,01083;
2481,0305;0,010826;
2481,2716;0,010826;
2481,5127;0,01083;
2481,7539;0,010834;
2481,9950;0,010837;
2482,2361;0,010831;
2482,4772;0,010809;
2482,7183;0,010781;
2482,9594;0,010765;
2483,2005;0,010765;
2483,4416;0,01078;
2483,6827;0,0108;
2483,9239;0,010807;
2484,1650;0,010808;
2484,4061;0,010805;
2484,6472;0,010806;
2484,8883;0,010824;
2485,1294;0,010842;
2485,3705;0,010851;
2485,6116;0,010863;
2485,8527;0,010874;
2486,0939;0,010876;
2486,3350;0,010868;
2486,5761;0,01085;
2486,8172;0,010836;
2487,0583;0,010849;
2487,2994;0,010868;
2487,5405;0,010862;
2487,7816;0,010844;
2488,0227;0,010837;
2488,2639;0,010835;
2488,5050;0,010831;
2488,7461;0,010834;
2488,9872;0,010849;
2489,2283;0,01086;
2489,4694;0,010853;
2489,7105;0,010846;
2489,9516;0,010851;
2490,1927;0,010855;
2490,4339;0,010852;
2490,6750;0,01085;
2490,9161;0,010852;
2491,1572;0,01086;
2491,3983;0,010866;
2491,6394;0,010862;
2491,8805;0,010855;
2492,1216;0,010841;
2492,3627;0,010827;
2492,6039;0,010833;
2492,8450;0,010848;
2493,0861;0,010847;
2493,3272;0,010833;
2493,5683;0,010817;
2493,8094;0,010808;
2494,0505;0,010813;
2494,2916;0,010819;
2494,5327;0,010816;
2494,7739;0,010815;
2495,0150;0,010823;
2495,2561;0,010833;
2495,4972;0,010839;
2495,7383;0,010834;
2495,9794;0,010825;
2496,2205;0,010825;
2496,4616;0,010832;
2496,7027;0,010834;
2496,9439;0,01083;
2497,1850;0,010827;
2497,4261;0,010835;
2497,6672;0,010842;
2497,9083;0,010826;
2498,1494;0,010812;
2498,3905;0,010823;
2498,6316;0,010832;
2498,8727;0,010828;
2499,1138;0,010838;
2499,3550;0,010858;
2499,5961;0,010862;
2499,8372;0,010857;
2500,0783;0,01086;
2500,3194;0,010864;
2500,5605;0,010862;
2500,8016;0,010848;
2501,0427;0,01083;
2501,2838;0,010824;
2501,5250;0,010831;
2501,7661;0,01084;
2502,0072;0,010852;
2502,2483;0,010866;
2502,4894;0,010866;
2502,7305;0,010842;
2502,9716;0,010832;
2503,2127;0,01086;
2503,4538;0,010894;
2503,6950;0,0109;
2503,9361;0,010879;
2504,1772;0,01085;
2504,4183;0,010834;
2504,6594;0,01084;
2504,9005;0,010856;
2505,1416;0,010861;
2505,3827;0,010854;
2505,6238;0,010848;
2505,8650;0,01086;
2506,1061;0,010879;
2506,3472;0,010883;
2506,5883;0,010871;
2506,8294;0,010852;
2507,0705;0,010838;
2507,3116;0,010835;
2507,5527;0,010832;
2507,7938;0,010836;
2508,0350;0,010854;
2508,2761;0,010874;
2508,5172;0,010887;
2508,7583;0,010887;
2508,9994;0,010862;
2509,2405;0,010837;
2509,4816;0,010844;
2509,7227;0,01087;
2509,9638;0,010882;
2510,2050;0,010876;
2510,4461;0,010867;
2510,6872;0,010855;
2510,9283;0,010842;
2511,1694;0,01084;
2511,4105;0,010856;
2511,6516;0,010876;
2511,8927;0,010886;
2512,1338;0,010893;
2512,3750;0,010898;
2512,6161;0,010894;
2512,8572;0,01089;
2513,0983;0,010893;
2513,3394;0,010893;
2513,5805;0,010889;
2513,8216;0,010892;
2514,0627;0,010895;
2514,3038;0,010887;
2514,5450;0,010879;
2514,7861;0,010881;
2515,0272;0,010876;
2515,2683;0,01087;
2515,5094;0,010876;
2515,7505;0,010887;
2515,9916;0,010893;
2516,2327;0,010891;
2516,4738;0,010891;
2516,7150;0,010895;
2516,9561;0,010887;
2517,1972;0,010868;
2517,4383;0,010859;
2517,6794;0,010859;
2517,9205;0,010852;
2518,1616;0,010843;
2518,4027;0,010845;
2518,6438;0,010856;
2518,8850;0,010859;
2519,1261;0,010851;
2519,3672;0,010848;
2519,6083;0,010848;
2519,8494;0,01085;
2520,0905;0,01086;
2520,3316;0,010864;
2520,5727;0,010857;
2520,8138;0,010851;
2521,0550;0,010845;
2521,2961;0,01084;
2521,5372;0,010853;
2521,7783;0,010881;
2522,0194;0,010894;
2522,2605;0,010881;
2522,5016;0,010862;
2522,7427;0,010854;
2522,9838;0,010857;
2523,2249;0,010867;
2523,4661;0,010877;
2523,7072;0,010876;
2523,9483;0,010868;
2524,1894;0,010868;
2524,4305;0,010872;
2524,6716;0,01087;
2524,9127;0,010864;
2525,1538;0,010867;
2525,3949;0,010883;
2525,6361;0,010886;
2525,8772;0,010865;
2526,1183;0,010855;
2526,3594;0,010868;
2526,6005;0,010869;
2526,8416;0,010856;
2527,0827;0,010855;
2527,3238;0,010872;
2527,5649;0,010889;
2527,8061;0,010888;
2528,0472;0,01088;
2528,2883;0,010876;
2528,5294;0,010876;
2528,7705;0,010889;
2529,0116;0,01091;
2529,2527;0,010911;
2529,4938;0,010892;
2529,7349;0,010877;
2529,9761;0,010875;
2530,2172;0,010879;
2530,4583;0,010884;
2530,6994;0,010893;
2530,9405;0,010898;
2531,1816;0,010891;
2531,4227;0,010875;
2531,6638;0,010862;
2531,9049;0,010861;
2532,1461;0,010866;
2532,3872;0,010872;
2532,6283;0,010874;
2532,8694;0,010872;
2533,1105;0,010866;
2533,3516;0,010857;
2533,5927;0,01085;
2533,8338;0,010851;
2534,0749;0,010856;
2534,3161;0,010851;
2534,5572;0,010842;
2534,7983;0,010847;
2535,0394;0,010853;
2535,2805;0,010851;
2535,5216;0,010858;
2535,7627;0,010876;
2536,0038;0,010881;
2536,2449;0,010864;
2536,4861;0,010848;
2536,7272;0,010851;
2536,9683;0,010864;
2537,2094;0,010866;
2537,4505;0,010846;
2537,6916;0,010821;
2537,9327;0,010821;
2538,1738;0,010837;
2538,4149;0,010846;
2538,6561;0,010857;
2538,8972;0,010876;
2539,1383;0,010879;
2539,3794;0,010858;
2539,6205;0,010844;
2539,8616;0,010851;
2540,1027;0,010849;
2540,3438;0,010838;
2540,5849;0,01085;
2540,8261;0,010876;
2541,0672;0,010885;
2541,3083;0,01088;
2541,5494;0,010885;
2541,7905;0,010893;
2542,0316;0,010885;
2542,2727;0,010866;
2542,5138;0,010859;
2542,7549;0,010863;
2542,9961;0,010864;
2543,2372;0,010862;
2543,4783;0,010866;
2543,7194;0,010866;
2543,9605;0,010859;
2544,2016;0,010855;
2544,4427;0,010859;
2544,6838;0,010862;
2544,9249;0,01086;
2545,1661;0,010857;
2545,4072;0,010858;
2545,6483;0,010867;
2545,8894;0,010885;
2546,1305;0,010895;
2546,3716;0,010889;
2546,6127;0,010877;
2546,8538;0,010867;
2547,0949;0,010864;
2547,3360;0,010858;
2547,5772;0,010846;
2547,8183;0,010841;
2548,0594;0,010853;
2548,3005;0,010873;
2548,5416;0,01089;
2548,7827;0,010897;
2549,0238;0,010888;
2549,2649;0,01087;
2549,5060;0,010856;
2549,7472;0,010856;
2549,9883;0,010875;
2550,2294;0,01089;
2550,4705;0,010885;
2550,7116;0,010874;
2550,9527;0,01087;
2551,1938;0,01086;
2551,4349;0,01084;
2551,6760;0,010835;
2551,9172;0,010851;
2552,1583;0,010869;
2552,3994;0,010879;
2552,6405;0,010885;
2552,8816;0,010901;
2553,1227;0,010921;
2553,3638;0,010921;
2553,6049;0,010908;
2553,8460;0,010909;
2554,0872;0,010916;
2554,3283;0,010914;
2554,5694;0,010907;
2554,8105;0,0109;
2555,0516;0,010884;
2555,2927;0,010859;
2555,5338;0,010843;
2555,7749;0,010843;
2556,0160;0,010855;
2556,2572;0,010869;
2556,4983;0,010871;
2556,7394;0,010861;
2556,9805;0,010853;
2557,2216;0,01085;
2557,4627;0,010857;
2557,7038;0,010866;
2557,9449;0,010866;
2558,1860;0,010867;
2558,4272;0,010863;
2558,6683;0,010833;
2558,9094;0,010806;
2559,1505;0,010816;
2559,3916;0,010849;
2559,6327;0,010864;
2559,8738;0,010852;
2560,1149;0,010836;
2560,3560;0,010831;
2560,5972;0,010833;
2560,8383;0,010841;
2561,0794;0,01085;
2561,3205;0,010843;
2561,5616;0,010829;
2561,8027;0,010826;
2562,0438;0,010817;
2562,2849;0,010803;
2562,5260;0,010815;
2562,7672;0,010834;
2563,0083;0,010831;
2563,2494;0,010821;
2563,4905;0,010809;
2563,7316;0,010799;
2563,9727;0,010803;
2564,2138;0,010812;
2564,4549;0,010811;
2564,6960;0,010802;
2564,9372;0,010796;
2565,1783;0,0108;
2565,4194;0,010812;
2565,6605;0,010822;
2565,9016;0,010831;
2566,1427;0,010834;
2566,3838;0,010816;
2566,6249;0,01079;
2566,8660;0,010786;
2567,1072;0,010801;
2567,3483;0,010817;
2567,5894;0,010826;
2567,8305;0,010822;
2568,0716;0,010816;
2568,3127;0,01082;
2568,5538;0,010826;
2568,7949;0,010829;
2569,0360;0,01083;
2569,2772;0,010825;
2569,5183;0,01081;
2569,7594;0,010801;
2570,0005;0,010806;
2570,2416;0,010806;
2570,4827;0,010801;
2570,7238;0,010804;
2570,9649;0,010811;
2571,2060;0,010811;
2571,4471;0,010812;
2571,6883;0,010818;
2571,9294;0,010813;
2572,1705;0,010798;
2572,4116;0,010797;
2572,6527;0,010806;
2572,8938;0,010803;
2573,1349;0,010796;
2573,3760;0,010801;
2573,6171;0,010811;
2573,8583;0,010811;
2574,0994;0,010796;
2574,3405;0,010782;
2574,5816;0,010781;
2574,8227;0,010791;
2575,0638;0,010812;
2575,3049;0,010831;
2575,5460;0,010825;
2575,7871;0,010802;
2576,0283;0,010798;
2576,2694;0,010814;
2576,5105;0,010822;
2576,7516;0,010815;
2576,9927;0,010797;
2577,2338;0,010784;
2577,4749;0,010789;
2577,7160;0,010803;
2577,9571;0,010811;
2578,1983;0,010814;
2578,4394;0,010805;
2578,6805;0,010783;
2578,9216;0,010767;
2579,1627;0,010771;
2579,4038;0,010789;
2579,6449;0,01081;
