;ALPHA_KS_MATRIX3-2;
Wavelength [nm];Intensity;
1508,8710;0,0050784;
1509,1121;0,0051177;
1509,3532;0,0051585;
1509,5943;0,0051527;
1509,8354;0,005117;
1510,0765;0,0051031;
1510,3176;0,0051319;
1510,5587;0,0051649;
1510,7999;0,0051807;
1511,0410;0,0051914;
1511,2821;0,005197;
1511,5232;0,0052015;
1511,7643;0,0052152;
1512,0054;0,0052241;
1512,2465;0,005185;
1512,4876;0,0051173;
1512,7287;0,0051118;
1512,9699;0,0051642;
1513,2110;0,0051978;
1513,4521;0,0052117;
1513,6932;0,0052336;
1513,9343;0,0052502;
1514,1754;0,0052526;
1514,4165;0,005253;
1514,6576;0,0052528;
1514,8987;0,0052381;
1515,1399;0,0052158;
1515,3810;0,0052195;
1515,6221;0,0052493;
1515,8632;0,0052726;
1516,1043;0,0052737;
1516,3454;0,0052581;
1516,5865;0,0052307;
1516,8276;0,0051955;
1517,0687;0,0051834;
1517,3099;0,005177;
1517,5510;0,0051334;
1517,7921;0,0051221;
1518,0332;0,005189;
1518,2743;0,0052551;
1518,5154;0,0052786;
1518,7565;0,0052815;
1518,9976;0,0052701;
1519,2387;0,0052512;
1519,4799;0,0052478;
1519,7210;0,0052611;
1519,9621;0,005249;
1520,2032;0,0051816;
1520,4443;0,0051272;
1520,6854;0,0051576;
1520,9265;0,0051903;
1521,1676;0,005075;
1521,4087;0,0048681;
1521,6499;0,0048533;
1521,8910;0,0050654;
1522,1321;0,0052337;
1522,3732;0,0052574;
1522,6143;0,0051885;
1522,8554;0,0050981;
1523,0965;0,0051047;
1523,3376;0,0052007;
1523,5787;0,0052708;
1523,8199;0,0052822;
1524,0610;0,0052731;
1524,3021;0,0052674;
1524,5432;0,0052591;
1524,7843;0,0052397;
1525,0254;0,0052275;
1525,2665;0,0052153;
1525,5076;0,0051519;
1525,7487;0,0051005;
1525,9899;0,0051646;
1526,2310;0,0052664;
1526,4721;0,0053027;
1526,7132;0,0052983;
1526,9543;0,005293;
1527,1954;0,0052851;
1527,4365;0,0052728;
1527,6776;0,0052833;
1527,9187;0,005324;
1528,1599;0,0053481;
1528,4010;0,0053226;
1528,6421;0,0052753;
1528,8832;0,0052681;
1529,1243;0,0053211;
1529,3654;0,0053835;
1529,6065;0,0054163;
1529,8476;0,0054241;
1530,0887;0,0054157;
1530,3299;0,0053978;
1530,5710;0,0053794;
1530,8121;0,0053729;
1531,0532;0,0053843;
1531,2943;0,0054035;
1531,5354;0,005415;
1531,7765;0,0054194;
1532,0176;0,0054312;
1532,2587;0,0054474;
1532,4999;0,0054581;
1532,7410;0,0054655;
1532,9821;0,0054588;
1533,2232;0,0054227;
1533,4643;0,0054015;
1533,7054;0,0054199;
1533,9465;0,0053948;
1534,1876;0,005345;
1534,4287;0,0053827;
1534,6698;0,0054653;
1534,9110;0,0055125;
1535,1521;0,0055408;
1535,3932;0,0055683;
1535,6343;0,0055878;
1535,8754;0,0055966;
1536,1165;0,005589;
1536,3576;0,0055722;
1536,5987;0,0055734;
1536,8398;0,0055898;
1537,0810;0,0056101;
1537,3221;0,0056369;
1537,5632;0,0056562;
1537,8043;0,0056599;
1538,0454;0,0056555;
1538,2865;0,005638;
1538,5276;0,0056106;
1538,7687;0,0055615;
1539,0098;0,0053956;
1539,2510;0,0052028;
1539,4921;0,0052737;
1539,7332;0,0055327;
1539,9743;0,0056571;
1540,2154;0,0055532;
1540,4565;0,0053735;
1540,6976;0,005383;
1540,9387;0,0055823;
1541,1798;0,0057295;
1541,4210;0,0057712;
1541,6621;0,0057639;
1541,9032;0,0056752;
1542,1443;0,0055083;
1542,3854;0,0054316;
1542,6265;0,0055556;
1542,8676;0,0057282;
1543,1087;0,0058133;
1543,3498;0,0058315;
1543,5910;0,0058178;
1543,8321;0,0058107;
1544,0732;0,0058376;
1544,3143;0,0058754;
1544,5554;0,0058978;
1544,7965;0,0058988;
1545,0376;0,005853;
1545,2787;0,0057801;
1545,5198;0,0057847;
1545,7610;0,0058724;
1546,0021;0,0059356;
1546,2432;0,0059536;
1546,4843;0,0059694;
1546,7254;0,0059917;
1546,9665;0,0060078;
1547,2076;0,0060116;
1547,4487;0,0060141;
1547,6898;0,0060218;
1547,9310;0,0060289;
1548,1721;0,00603;
1548,4132;0,006025;
1548,6543;0,0060284;
1548,8954;0,0060538;
1549,1365;0,0060917;
1549,3776;0,0061157;
1549,6187;0,006102;
1549,8598;0,0060666;
1550,1010;0,0060422;
1550,3421;0,0060248;
1550,5832;0,006032;
1550,8243;0,006091;
1551,0654;0,0061578;
1551,3065;0,0061898;
1551,5476;0,0062002;
1551,7887;0,0062026;
1552,0298;0,0061993;
1552,2710;0,0061916;
1552,5121;0,0061859;
1552,7532;0,0061942;
1552,9943;0,0062165;
1553,2354;0,0062413;
1553,4765;0,0062588;
1553,7176;0,0062668;
1553,9587;0,0062569;
1554,1998;0,0061757;
1554,4410;0,0060249;
1554,6821;0,0059786;
1554,9232;0,0061179;
1555,1643;0,0062741;
1555,4054;0,0063478;
1555,6465;0,0063811;
1555,8876;0,0063917;
1556,1287;0,0063839;
1556,3698;0,0063776;
1556,6110;0,006396;
1556,8521;0,0064321;
1557,0932;0,006449;
1557,3343;0,0063991;
1557,5754;0,0062683;
1557,8165;0,0061756;
1558,0576;0,0062381;
1558,2987;0,006304;
1558,5398;0,0061651;
1558,7809;0,0060217;
1559,0221;0,0061619;
1559,2632;0,0064112;
1559,5043;0,0065009;
1559,7454;0,0064534;
1559,9865;0,0063727;
1560,2276;0,006248;
1560,4687;0,0061467;
1560,7098;0,0062699;
1560,9509;0,0065297;
1561,1921;0,0066779;
1561,4332;0,0067224;
1561,6743;0,0067527;
1561,9154;0,0067937;
1562,1565;0,0068571;
1562,3976;0,0069446;
1562,6387;0,0070283;
1562,8798;0,0070482;
1563,1209;0,0069876;
1563,3621;0,0069017;
1563,6032;0,0068475;
1563,8443;0,0068286;
1564,0854;0,0068299;
1564,3265;0,0068445;
1564,5676;0,0068584;
1564,8087;0,0068534;
1565,0498;0,006837;
1565,2909;0,006849;
1565,5321;0,0068831;
1565,7732;0,0068925;
1566,0143;0,006877;
1566,2554;0,0068688;
1566,4965;0,0068824;
1566,7376;0,0069056;
1566,9787;0,0069185;
1567,2198;0,0069175;
1567,4609;0,0069158;
1567,7021;0,006918;
1567,9432;0,0069225;
1568,1843;0,0069328;
1568,4254;0,0069523;
1568,6665;0,0069757;
1568,9076;0,0069843;
1569,1487;0,0069889;
1569,3898;0,0070089;
1569,6309;0,0069844;
1569,8721;0,0068855;
1570,1132;0,0068539;
1570,3543;0,006973;
1570,5954;0,0071045;
1570,8365;0,0071537;
1571,0776;0,0071691;
1571,3187;0,0071884;
1571,5598;0,0072125;
1571,8009;0,0072401;
1572,0421;0,0072765;
1572,2832;0,0073294;
1572,5243;0,0074073;
1572,7654;0,0075016;
1573,0065;0,007582;
1573,2476;0,0076271;
1573,4887;0,0076413;
1573,7298;0,0076373;
1573,9709;0,0076196;
1574,2121;0,0076001;
1574,4532;0,007589;
1574,6943;0,0075817;
1574,9354;0,0075691;
1575,1765;0,0075535;
1575,4176;0,0075421;
1575,6587;0,0075333;
1575,8998;0,0074919;
1576,1409;0,0073155;
1576,3821;0,0071058;
1576,6232;0,0071758;
1576,8643;0,0074557;
1577,1054;0,007622;
1577,3465;0,0076533;
1577,5876;0,0076645;
1577,8287;0,0076834;
1578,0698;0,0077171;
1578,3109;0,007757;
1578,5521;0,0077836;
1578,7932;0,0077962;
1579,0343;0,007806;
1579,2754;0,0078215;
1579,5165;0,0078401;
1579,7576;0,007852;
1579,9987;0,0078584;
1580,2398;0,0078682;
1580,4809;0,0078792;
1580,7221;0,0078856;
1580,9632;0,0078893;
1581,2043;0,0078878;
1581,4454;0,0078788;
1581,6865;0,0078822;
1581,9276;0,0079055;
1582,1687;0,0079306;
1582,4098;0,0079529;
1582,6509;0,007971;
1582,8920;0,007975;
1583,1332;0,0079609;
1583,3743;0,007941;
1583,6154;0,0079361;
1583,8565;0,0079451;
1584,0976;0,007951;
1584,3387;0,0079514;
1584,5798;0,0079578;
1584,8209;0,0079721;
1585,0620;0,0079784;
1585,3032;0,0079673;
1585,5443;0,007956;
1585,7854;0,0079631;
1586,0265;0,0079854;
1586,2676;0,0080182;
1586,5087;0,0080578;
1586,7498;0,0080965;
1586,9909;0,008147;
1587,2320;0,0082192;
1587,4732;0,0082974;
1587,7143;0,0083786;
1587,9554;0,0084762;
1588,1965;0,0085684;
1588,4376;0,0085912;
1588,6787;0,0085197;
1588,9198;0,0085144;
1589,1609;0,0089412;
1589,4020;0,0099913;
1589,6432;0,011292;
1589,8843;0,012229;
1590,1254;0,01256;
1590,3665;0,012496;
1590,6076;0,012323;
1590,8487;0,012133;
1591,0898;0,011861;
1591,3309;0,011477;
1591,5720;0,011051;
1591,8132;0,010673;
1592,0543;0,010386;
1592,2954;0,010186;
1592,5365;0,010081;
1592,7776;0,010205;
1593,0187;0,010723;
1593,2598;0,011376;
1593,5009;0,011505;
1593,7420;0,010916;
1593,9832;0,010113;
1594,2243;0,009538;
1594,4654;0,0092216;
1594,7065;0,0090395;
1594,9476;0,0089157;
1595,1887;0,0088267;
1595,4298;0,0087658;
1595,6709;0,008733;
1595,9120;0,00871;
1596,1532;0,0086833;
1596,3943;0,0086716;
1596,6354;0,0086818;
1596,8765;0,0086989;
1597,1176;0,0087214;
1597,3587;0,0087445;
1597,5998;0,0087524;
1597,8409;0,008759;
1598,0820;0,0087792;
1598,3232;0,0087952;
1598,5643;0,0088065;
1598,8054;0,0088236;
1599,0465;0,008834;
1599,2876;0,0088423;
1599,5287;0,0088715;
1599,7698;0,0089148;
1600,0109;0,0089508;
1600,2520;0,0089836;
1600,4932;0,0090269;
1600,7343;0,0090826;
1600,9754;0,0091436;
1601,2165;0,0092045;
1601,4576;0,0092661;
1601,6987;0,0093211;
1601,9398;0,0093706;
1602,1809;0,0094367;
1602,4220;0,0095217;
1602,6632;0,0096018;
1602,9043;0,0096654;
1603,1454;0,0097176;
1603,3865;0,0097615;
1603,6276;0,0098043;
1603,8687;0,0098666;
1604,1098;0,0099524;
1604,3509;0,010039;
1604,5920;0,010114;
1604,8332;0,010181;
1605,0743;0,010252;
1605,3154;0,010334;
1605,5565;0,010431;
1605,7976;0,010552;
1606,0387;0,010718;
1606,2798;0,010964;
1606,5209;0,011332;
1606,7620;0,011881;
1607,0031;0,01271;
1607,2443;0,013922;
1607,4854;0,015477;
1607,7265;0,01711;
1607,9676;0,018382;
1608,2087;0,018885;
1608,4498;0,018496;
1608,6909;0,017407;
1608,9320;0,015972;
1609,1731;0,014573;
1609,4143;0,013441;
1609,6554;0,012613;
1609,8965;0,012068;
1610,1376;0,011789;
1610,3787;0,011728;
1610,6198;0,011756;
1610,8609;0,011747;
1611,1020;0,011665;
1611,3431;0,011538;
1611,5843;0,011392;
1611,8254;0,011241;
1612,0665;0,011105;
1612,3076;0,011002;
1612,5487;0,010921;
1612,7898;0,010839;
1613,0309;0,010761;
1613,2720;0,010721;
1613,5131;0,010731;
1613,7543;0,010767;
1613,9954;0,010809;
1614,2365;0,010839;
1614,4776;0,010816;
1614,7187;0,010726;
1614,9598;0,010618;
1615,2009;0,010552;
1615,4420;0,010535;
1615,6831;0,010533;
1615,9243;0,010514;
1616,1654;0,010461;
1616,4065;0,010357;
1616,6476;0,010127;
1616,8887;0,0098578;
1617,1298;0,0098656;
1617,3709;0,010152;
1617,6120;0,010408;
1617,8531;0,010552;
1618,0943;0,010661;
1618,3354;0,010746;
1618,5765;0,010821;
1618,8176;0,01092;
1619,0587;0,011041;
1619,2998;0,011156;
1619,5409;0,011248;
1619,7820;0,011322;
1620,0231;0,011399;
1620,2643;0,011492;
1620,5054;0,011589;
1620,7465;0,011709;
1620,9876;0,011874;
1621,2287;0,01207;
1621,4698;0,012268;
1621,7109;0,012454;
1621,9520;0,012648;
1622,1931;0,012896;
1622,4343;0,013257;
1622,6754;0,013813;
1622,9165;0,014697;
1623,1576;0,016139;
1623,3987;0,018476;
1623,6398;0,021839;
1623,8809;0,025211;
1624,1220;0,026476;
1624,3631;0,024851;
1624,6043;0,021919;
1624,8454;0,019368;
1625,0865;0,01759;
1625,3276;0,016358;
1625,5687;0,01545;
1625,8098;0,014738;
1626,0509;0,014162;
1626,2920;0,013704;
1626,5331;0,013337;
1626,7743;0,013023;
1627,0154;0,01275;
1627,2565;0,012521;
1627,4976;0,012328;
1627,7387;0,012133;
1627,9798;0,011933;
1628,2209;0,011795;
1628,4620;0,011721;
1628,7031;0,01164;
1628,9443;0,011538;
1629,1854;0,011441;
1629,4265;0,011358;
1629,6676;0,011297;
1629,9087;0,011253;
1630,1498;0,01121;
1630,3909;0,011157;
1630,6320;0,011101;
1630,8731;0,011059;
1631,1142;0,011034;
1631,3554;0,011027;
1631,5965;0,011035;
1631,8376;0,011056;
1632,0787;0,011087;
1632,3198;0,011115;
1632,5609;0,011137;
1632,8020;0,011168;
1633,0431;0,01121;
1633,2842;0,011261;
1633,5254;0,011328;
1633,7665;0,011404;
1634,0076;0,011474;
1634,2487;0,011535;
1634,4898;0,011582;
1634,7309;0,011605;
1634,9720;0,011592;
1635,2131;0,011578;
1635,4542;0,011585;
1635,6954;0,011513;
1635,9365;0,011438;
1636,1776;0,01155;
1636,4187;0,01173;
1636,6598;0,011805;
1636,9009;0,011816;
1637,1420;0,011806;
1637,3831;0,011762;
1637,6242;0,011695;
1637,8654;0,011657;
1638,1065;0,011657;
1638,3476;0,011643;
1638,5887;0,011608;
1638,8298;0,011568;
1639,0709;0,01152;
1639,3120;0,011467;
1639,5531;0,011418;
1639,7942;0,011366;
1640,0354;0,011307;
1640,2765;0,011244;
1640,5176;0,011179;
1640,7587;0,01112;
1640,9998;0,011069;
1641,2409;0,011025;
1641,4820;0,010981;
1641,7231;0,010929;
1641,9642;0,010876;
1642,2054;0,01082;
1642,4465;0,010753;
1642,6876;0,010686;
1642,9287;0,010636;
1643,1698;0,010609;
1643,4109;0,010592;
1643,6520;0,010561;
1643,8931;0,010506;
1644,1342;0,010447;
1644,3754;0,010402;
1644,6165;0,010372;
1644,8576;0,010343;
1645,0987;0,010303;
1645,3398;0,010267;
1645,5809;0,010235;
1645,8220;0,010132;
1646,0631;0,0099186;
1646,3042;0,0097983;
1646,5454;0,0099058;
1646,7865;0,010047;
1647,0276;0,010084;
1647,2687;0,010057;
1647,5098;0,010006;
1647,7509;0,0099857;
1647,9920;0,01001;
1648,2331;0,010014;
1648,4742;0,0099882;
1648,7154;0,010003;
1648,9565;0,010064;
1649,1976;0,01011;
1649,4387;0,010119;
1649,6798;0,010111;
1649,9209;0,010104;
1650,1620;0,010106;
1650,4031;0,010119;
1650,6442;0,010134;
1650,8854;0,010145;
1651,1265;0,010158;
1651,3676;0,010171;
1651,6087;0,010172;
1651,8498;0,010167;
1652,0909;0,010138;
1652,3320;0,0099853;
1652,5731;0,0097584;
1652,8142;0,0097602;
1653,0554;0,0099371;
1653,2965;0,0098847;
1653,5376;0,0097229;
1653,7787;0,0098606;
1654,0198;0,01017;
1654,2609;0,010328;
1654,5020;0,010312;
1654,7431;0,010272;
1654,9842;0,010345;
1655,2253;0,010491;
1655,4665;0,010588;
1655,7076;0,010626;
1655,9487;0,010646;
1656,1898;0,010661;
1656,4309;0,010682;
1656,6720;0,010711;
1656,9131;0,010739;
1657,1542;0,01075;
1657,3953;0,010755;
1657,6365;0,010767;
1657,8776;0,010779;
1658,1187;0,010791;
1658,3598;0,01081;
1658,6009;0,010837;
1658,8420;0,010868;
1659,0831;0,010899;
1659,3242;0,010923;
1659,5653;0,010941;
1659,8065;0,010951;
1660,0476;0,010949;
1660,2887;0,010944;
1660,5298;0,01096;
1660,7709;0,010999;
1661,0120;0,011039;
1661,2531;0,011054;
1661,4942;0,011036;
1661,7353;0,01101;
1661,9765;0,010999;
1662,2176;0,01099;
1662,4587;0,010962;
1662,6998;0,010885;
1662,9409;0,010766;
1663,1820;0,01071;
1663,4231;0,010751;
1663,6642;0,010783;
1663,9053;0,01075;
1664,1465;0,010696;
1664,3876;0,010648;
1664,6287;0,010601;
1664,8698;0,010561;
1665,1109;0,010521;
1665,3520;0,010465;
1665,5931;0,010404;
1665,8342;0,010357;
1666,0753;0,010323;
1666,3165;0,01029;
1666,5576;0,010262;
1666,7987;0,010251;
1667,0398;0,010243;
1667,2809;0,010217;
1667,5220;0,010166;
1667,7631;0,010106;
1668,0042;0,010065;
1668,2453;0,010039;
1668,4865;0,010019;
1668,7276;0,010013;
1668,9687;0,010005;
1669,2098;0,0099359;
1669,4509;0,0097923;
1669,6920;0,0097087;
1669,9331;0,0097731;
1670,1742;0,0098823;
1670,4153;0,0099453;
1670,6565;0,0099737;
1670,8976;0,0099766;
1671,1387;0,0099559;
1671,3798;0,0099041;
1671,6209;0,0098211;
1671,8620;0,0097792;
1672,1031;0,0098218;
1672,3442;0,0098844;
1672,5853;0,0099104;
1672,8265;0,0099035;
1673,0676;0,0098872;
1673,3087;0,0098785;
1673,5498;0,0098711;
1673,7909;0,0098631;
1674,0320;0,0098606;
1674,2731;0,0098604;
1674,5142;0,009861;
1674,7553;0,0098585;
1674,9965;0,0098154;
1675,2376;0,0096912;
1675,4787;0,0095626;
1675,7198;0,0095625;
1675,9609;0,0096823;
1676,2020;0,009816;
1676,4431;0,0099046;
1676,6842;0,0099491;
1676,9253;0,0099571;
1677,1665;0,0099282;
1677,4076;0,0098851;
1677,6487;0,0098624;
1677,8898;0,0098657;
1678,1309;0,0098726;
1678,3720;0,009869;
1678,6131;0,0098632;
1678,8542;0,0098667;
1679,0953;0,0098756;
1679,3364;0,0098753;
1679,5776;0,0098633;
1679,8187;0,0098501;
1680,0598;0,0098532;
1680,3009;0,009871;
1680,5420;0,0098773;
1680,7831;0,0098783;
1681,0242;0,0098924;
1681,2653;0,0099001;
1681,5064;0,0098823;
1681,7476;0,009857;
1681,9887;0,0098462;
1682,2298;0,0098496;
1682,4709;0,0098522;
1682,7120;0,0098439;
1682,9531;0,0098117;
1683,1942;0,0097265;
1683,4353;0,0096402;
1683,6764;0,0096517;
1683,9176;0,0097024;
1684,1587;0,0096977;
1684,3998;0,009704;
1684,6409;0,0096771;
1684,8820;0,0094433;
1685,1231;0,0092232;
1685,3642;0,0093583;
1685,6053;0,0096415;
1685,8464;0,0097718;
1686,0876;0,0097994;
1686,3287;0,009822;
1686,5698;0,0098417;
1686,8109;0,0098389;
1687,0520;0,0098129;
1687,2931;0,0097847;
1687,5342;0,0097661;
1687,7753;0,0097623;
1688,0164;0,0097684;
1688,2576;0,0097651;
1688,4987;0,0097518;
1688,7398;0,0097534;
1688,9809;0,009768;
1689,2220;0,0097692;
1689,4631;0,0097649;
1689,7042;0,0097801;
1689,9453;0,009803;
1690,1864;0,0097977;
1690,4276;0,0097732;
1690,6687;0,0097736;
1690,9098;0,0097941;
1691,1509;0,0098008;
1691,3920;0,0097931;
1691,6331;0,0097901;
1691,8742;0,0098017;
1692,1153;0,0098209;
1692,3564;0,0098332;
1692,5976;0,0098336;
1692,8387;0,0098341;
1693,0798;0,0098386;
1693,3209;0,0098337;
1693,5620;0,0098219;
1693,8031;0,0098191;
1694,0442;0,0098258;
1694,2853;0,0098311;
1694,5264;0,0098312;
1694,7676;0,009825;
1695,0087;0,00981;
1695,2498;0,009779;
1695,4909;0,0097235;
1695,7320;0,0096195;
1695,9731;0,0094371;
1696,2142;0,009342;
1696,4553;0,0095268;
1696,6964;0,0097919;
1696,9376;0,0098965;
1697,1787;0,0098974;
1697,4198;0,0098786;
1697,6609;0,0098646;
1697,9020;0,0098817;
1698,1431;0,009916;
1698,3842;0,0099435;
1698,6253;0,0099687;
1698,8664;0,0099866;
1699,1076;0,0099807;
1699,3487;0,0099674;
1699,5898;0,0099515;
1699,8309;0,0098564;
1700,0720;0,0096853;
1700,3131;0,0096383;
1700,5542;0,009725;
1700,7953;0,0097378;
1701,0364;0,0097303;
1701,2776;0,0098461;
1701,5187;0,010005;
1701,7598;0,010103;
1702,0009;0,010143;
1702,2420;0,010168;
1702,4831;0,010197;
1702,7242;0,010224;
1702,9653;0,01024;
1703,2064;0,010247;
1703,4475;0,01026;
1703,6887;0,010287;
1703,9298;0,010322;
1704,1709;0,010345;
1704,4120;0,010327;
1704,6531;0,0103;
1704,8942;0,010348;
1705,1353;0,010453;
1705,3764;0,010526;
1705,6175;0,010557;
1705,8587;0,010583;
1706,0998;0,010612;
1706,3409;0,010611;
1706,5820;0,010597;
1706,8231;0,010659;
1707,0642;0,010794;
1707,3053;0,010912;
1707,5464;0,010983;
1707,7875;0,01103;
1708,0287;0,011057;
1708,2698;0,011076;
1708,5109;0,011103;
1708,7520;0,011135;
1708,9931;0,011161;
1709,2342;0,011184;
1709,4753;0,011231;
1709,7164;0,011308;
1709,9575;0,011383;
1710,1987;0,011433;
1710,4398;0,011473;
1710,6809;0,011531;
1710,9220;0,011604;
1711,1631;0,011687;
1711,4042;0,011778;
1711,6453;0,011874;
1711,8864;0,011993;
1712,1275;0,012153;
1712,3687;0,012338;
1712,6098;0,01255;
1712,8509;0,012817;
1713,0920;0,013161;
1713,3331;0,013634;
1713,5742;0,0143;
1713,8153;0,015141;
1714,0564;0,015987;
1714,2975;0,016588;
1714,5387;0,016744;
1714,7798;0,016444;
1715,0209;0,015868;
1715,2620;0,01526;
1715,5031;0,014861;
1715,7442;0,01476;
1715,9853;0,014844;
1716,2264;0,015015;
1716,4675;0,015263;
1716,7087;0,015551;
1716,9498;0,015801;
1717,1909;0,015918;
1717,4320;0,015851;
1717,6731;0,015806;
1717,9142;0,016053;
1718,1553;0,016426;
1718,3964;0,016618;
1718,6375;0,016621;
1718,8787;0,016589;
1719,1198;0,016646;
1719,3609;0,016739;
1719,6020;0,016742;
1719,8431;0,016661;
1720,0842;0,016569;
1720,3253;0,016492;
1720,5664;0,016444;
1720,8075;0,01641;
1721,0487;0,016352;
1721,2898;0,016261;
1721,5309;0,016179;
1721,7720;0,016182;
1722,0131;0,016337;
1722,2542;0,01662;
1722,4953;0,016886;
1722,7364;0,016929;
1722,9775;0,01661;
1723,2187;0,015946;
1723,4598;0,01509;
1723,7009;0,01426;
1723,9420;0,013622;
1724,1831;0,013194;
1724,4242;0,012892;
1724,6653;0,012648;
1724,9064;0,012452;
1725,1475;0,01231;
1725,3887;0,012213;
1725,6298;0,012134;
1725,8709;0,012066;
1726,1120;0,012022;
1726,3531;0,012005;
1726,5942;0,011997;
1726,8353;0,011982;
1727,0764;0,011972;
1727,3175;0,011979;
1727,5586;0,011994;
1727,7998;0,011995;
1728,0409;0,011976;
1728,2820;0,011944;
1728,5231;0,011901;
1728,7642;0,011851;
1729,0053;0,011802;
1729,2464;0,011765;
1729,4875;0,011733;
1729,7286;0,011694;
1729,9698;0,01165;
1730,2109;0,011617;
1730,4520;0,011613;
1730,6931;0,011627;
1730,9342;0,011639;
1731,1753;0,011655;
1731,4164;0,011681;
1731,6575;0,011717;
1731,8986;0,01177;
1732,1398;0,011848;
1732,3809;0,011951;
1732,6220;0,01204;
1732,8631;0,012042;
1733,1042;0,011926;
1733,3453;0,011701;
1733,5864;0,011464;
1733,8275;0,011428;
1734,0686;0,011573;
1734,3098;0,011638;
1734,5509;0,011528;
1734,7920;0,011403;
1735,0331;0,011473;
1735,2742;0,01171;
1735,5153;0,011895;
1735,7564;0,011956;
1735,9975;0,011959;
1736,2386;0,011957;
1736,4798;0,01198;
1736,7209;0,012019;
1736,9620;0,012049;
1737,2031;0,012064;
1737,4442;0,012065;
1737,6853;0,012056;
1737,9264;0,01205;
1738,1675;0,012054;
1738,4086;0,012068;
1738,6498;0,012096;
1738,8909;0,012137;
1739,1320;0,0122;
1739,3731;0,012292;
1739,6142;0,01237;
1739,8553;0,012381;
1740,0964;0,012402;
1740,3375;0,012559;
1740,5786;0,012797;
1740,8198;0,012999;
1741,0609;0,013177;
1741,3020;0,013392;
1741,5431;0,013665;
1741,7842;0,013952;
1742,0253;0,014174;
1742,2664;0,014273;
1742,5075;0,014249;
1742,7486;0,014156;
1742,9898;0,014048;
1743,2309;0,013953;
1743,4720;0,013877;
1743,7131;0,013797;
1743,9542;0,013704;
1744,1953;0,013604;
1744,4364;0,013495;
1744,6775;0,013375;
1744,9186;0,01325;
1745,1598;0,013125;
1745,4009;0,013004;
1745,6420;0,012882;
1745,8831;0,012746;
1746,1242;0,012602;
1746,3653;0,012468;
1746,6064;0,012342;
1746,8475;0,012213;
1747,0886;0,012076;
1747,3298;0,011949;
1747,5709;0,011865;
1747,8120;0,011816;
1748,0531;0,011777;
1748,2942;0,011731;
1748,5353;0,011646;
1748,7764;0,011527;
1749,0175;0,011454;
1749,2586;0,011453;
1749,4998;0,011459;
1749,7409;0,011442;
1749,9820;0,011438;
1750,2231;0,011457;
1750,4642;0,011475;
1750,7053;0,011475;
1750,9464;0,011451;
1751,1875;0,011393;
1751,4286;0,011296;
1751,6697;0,011222;
1751,9109;0,01127;
1752,1520;0,011378;
1752,3931;0,011422;
1752,6342;0,011418;
1752,8753;0,011417;
1753,1164;0,011436;
1753,3575;0,011469;
1753,5986;0,011493;
1753,8397;0,011512;
1754,0809;0,011541;
1754,3220;0,011584;
1754,5631;0,011619;
1754,8042;0,011634;
1755,0453;0,011647;
1755,2864;0,011679;
1755,5275;0,01173;
1755,7686;0,011788;
1756,0097;0,011844;
1756,2509;0,011909;
1756,4920;0,011991;
1756,7331;0,012063;
1756,9742;0,012122;
1757,2153;0,012227;
1757,4564;0,012373;
1757,6975;0,012485;
1757,9386;0,012548;
1758,1797;0,012602;
1758,4209;0,012665;
1758,6620;0,012738;
1758,9031;0,012829;
1759,1442;0,012956;
1759,3853;0,013111;
1759,6264;0,013266;
1759,8675;0,013428;
1760,1086;0,013606;
1760,3497;0,013789;
1760,5909;0,013958;
1760,8320;0,014107;
1761,0731;0,014252;
1761,3142;0,01439;
1761,5553;0,01446;
1761,7964;0,014363;
1762,0375;0,014129;
1762,2786;0,013932;
1762,5197;0,013807;
1762,7609;0,013644;
1763,0020;0,013435;
1763,2431;0,013238;
1763,4842;0,013061;
1763,7253;0,012909;
1763,9664;0,012787;
1764,2075;0,01268;
1764,4486;0,012573;
1764,6897;0,012463;
1764,9309;0,012369;
1765,1720;0,012296;
1765,4131;0,01224;
1765,6542;0,012198;
1765,8953;0,012163;
1766,1364;0,012135;
1766,3775;0,012127;
1766,6186;0,012135;
1766,8597;0,012119;
1767,1009;0,012062;
1767,3420;0,011996;
1767,5831;0,011949;
1767,8242;0,01192;
1768,0653;0,011893;
1768,3064;0,01186;
1768,5475;0,011879;
1768,7886;0,01197;
1769,0297;0,01204;
1769,2709;0,012055;
1769,5120;0,012057;
1769,7531;0,012072;
1769,9942;0,012109;
1770,2353;0,012162;
1770,4764;0,012233;
1770,7175;0,012314;
1770,9586;0,012404;
1771,1997;0,012471;
1771,4409;0,012516;
1771,6820;0,012627;
1771,9231;0,01282;
1772,1642;0,013012;
1772,4053;0,013151;
1772,6464;0,013205;
1772,8875;0,013244;
1773,1286;0,013539;
1773,3697;0,014186;
1773,6109;0,015036;
1773,8520;0,016131;
1774,0931;0,017704;
1774,3342;0,019941;
1774,5753;0,023108;
1774,8164;0,027949;
1775,0575;0,035879;
1775,2986;0,047945;
1775,5397;0,060557;
1775,7808;0,064067;
1776,0220;0,054444;
1776,2631;0,04033;
1776,5042;0,030381;
1776,7453;0,025301;
1776,9864;0,022741;
1777,2275;0,021261;
1777,4686;0,020344;
1777,7097;0,0198;
1777,9508;0,019532;
1778,1920;0,019544;
1778,4331;0,019956;
1778,6742;0,020951;
1778,9153;0,022585;
1779,1564;0,024483;
1779,3975;0,025544;
1779,6386;0,024527;
1779,8797;0,021416;
