;test;
Wavenumbers [1/cm];Absorbance;
4499,6121;0,01442586;
4499,3710;0,01450476;
4499,1298;0,01447505;
4498,8887;0,01440341;
4498,6476;0,01436937;
4498,4065;0,01438711;
4498,1654;0,01444125;
4497,9243;0,01448027;
4497,6832;0,01444647;
4497,4421;0,01436697;
4497,2010;0,0143447;
4496,9598;0,01439332;
4496,7187;0,01441347;
4496,4776;0,01438267;
4496,2365;0,01435629;
4495,9954;0,01433882;
4495,7543;0,01432825;
4495,5132;0,01433968;
4495,2721;0,01433438;
4495,0310;0,01428793;
4494,7899;0,01426835;
4494,5487;0,01431709;
4494,3076;0,01438682;
4494,0665;0,01441856;
4493,8254;0,01440464;
4493,5843;0,0143819;
4493,3432;0,01436547;
4493,1021;0,01435404;
4492,8610;0,01435019;
4492,6199;0,01436667;
4492,3787;0,01439945;
4492,1376;0,01438198;
4491,8965;0,01430918;
4491,6554;0,01427191;
4491,4143;0,01429058;
4491,1732;0,01429096;
4490,9321;0,01424591;
4490,6910;0,0142232;
4490,4499;0,01425781;
4490,2087;0,01428975;
4489,9676;0,01428301;
4489,7265;0,01428702;
4489,4854;0,01432359;
4489,2443;0,01434521;
4489,0032;0,01435474;
4488,7621;0,01436571;
4488,5210;0,01435575;
4488,2799;0,01436087;
4488,0387;0,01438489;
4487,7976;0,0143659;
4487,5565;0,01433079;
4487,3154;0,01433778;
4487,0743;0,0143469;
4486,8332;0,01430174;
4486,5921;0,01423612;
4486,3510;0,01419771;
4486,1099;0,01419027;
4485,8687;0,01421164;
4485,6276;0,01423045;
4485,3865;0,01423957;
4485,1454;0,01427001;
4484,9043;0,01429738;
4484,6632;0,01429818;
4484,4221;0,01427413;
4484,1810;0,01423484;
4483,9399;0,01421734;
4483,6987;0,01421876;
4483,4576;0,01422793;
4483,2165;0,01425634;
4482,9754;0,01426158;
4482,7343;0,01421325;
4482,4932;0,01413898;
4482,2521;0,01407277;
4482,0110;0,01406098;
4481,7699;0,01412358;
4481,5287;0,01419889;
4481,2876;0,01422392;
4481,0465;0,01421108;
4480,8054;0,01421881;
4480,5643;0,01424291;
4480,3232;0,0142086;
4480,0821;0,01414072;
4479,8410;0,0141401;
4479,5999;0,01418412;
4479,3588;0,01417872;
4479,1176;0,01415409;
4478,8765;0,01418169;
4478,6354;0,01418776;
4478,3943;0,01410325;
4478,1532;0,0140309;
4477,9121;0,01406913;
4477,6710;0,01415567;
4477,4299;0,01420745;
4477,1888;0,01422505;
4476,9476;0,0142072;
4476,7065;0,01417752;
4476,4654;0,01419378;
4476,2243;0,01424583;
4475,9832;0,01429248;
4475,7421;0,01428561;
4475,5010;0,01419589;
4475,2599;0,01411074;
4475,0188;0,01411983;
4474,7776;0,01418038;
4474,5365;0,01420959;
4474,2954;0,01417575;
4474,0543;0,01412152;
4473,8132;0,0141147;
4473,5721;0,01414484;
4473,3310;0,01415813;
4473,0899;0,01415013;
4472,8488;0,01413997;
4472,6076;0,01411475;
4472,3665;0,01407964;
4472,1254;0,01408186;
4471,8843;0,01411927;
4471,6432;0,01415115;
4471,4021;0,01416489;
4471,1610;0,01417187;
4470,9199;0,01417356;
4470,6788;0,01414163;
4470,4376;0,01408689;
4470,1965;0,01406991;
4469,9554;0,01410055;
4469,7143;0,01411844;
4469,4732;0,01409012;
4469,2321;0,01407552;
4468,9910;0,01411186;
4468,7499;0,01413203;
4468,5088;0,01409625;
4468,2676;0,01404825;
4468,0265;0,01400563;
4467,7854;0,01398232;
4467,5443;0,01402545;
4467,3032;0,01408034;
4467,0621;0,01406258;
4466,8210;0,01403349;
4466,5799;0,01406365;
4466,3388;0,0141028;
4466,0977;0,01409699;
4465,8565;0,01407854;
4465,6154;0,01408199;
4465,3743;0,01410317;
4465,1332;0,01413288;
4464,8921;0,01413473;
4464,6510;0,01408651;
4464,4099;0,01403208;
4464,1688;0,01403437;
4463,9277;0,01409593;
4463,6865;0,01414853;
4463,4454;0,01414845;
4463,2043;0,01412497;
4462,9632;0,01411761;
4462,7221;0,01411512;
4462,4810;0,01407338;
4462,2399;0,01401125;
4461,9988;0,01399347;
4461,7577;0,01401122;
4461,5165;0,01402919;
4461,2754;0,01405576;
4461,0343;0,01407429;
4460,7932;0,01406539;
4460,5521;0,0140528;
4460,3110;0,01402617;
4460,0699;0,01398633;
4459,8288;0,01399221;
4459,5877;0,01403157;
4459,3465;0,01404584;
4459,1054;0,01404274;
4458,8643;0,01403248;
4458,6232;0,01399743;
4458,3821;0,01394067;
4458,1410;0,01389529;
4457,8999;0,01389192;
4457,6588;0,01391737;
4457,4177;0,01394263;
4457,1765;0,01396746;
4456,9354;0,01401093;
4456,6943;0,01404849;
4456,4532;0,01401708;
4456,2121;0,01395254;
4455,9710;0,01394217;
4455,7299;0,01393725;
4455,4888;0,0138777;
4455,2477;0,01385295;
4455,0065;0,01389668;
4454,7654;0,01392151;
4454,5243;0,01393119;
4454,2832;0,01395832;
4454,0421;0,0139635;
4453,8010;0,01394773;
4453,5599;0,01393327;
4453,3188;0,01389802;
4453,0777;0,01384635;
4452,8365;0,01384745;
4452,5954;0,01391272;
4452,3543;0,01394565;
4452,1132;0,01391582;
4451,8721;0,01392127;
4451,6310;0,01398219;
4451,3899;0,01397412;
4451,1488;0,01386736;
4450,9077;0,01377717;
4450,6666;0,01373073;
4450,4254;0,01368708;
4450,1843;0,01368243;
4449,9432;0,01374198;
4449,7021;0,01380223;
4449,4610;0,01382815;
4449,2199;0,01385825;
4448,9788;0,01387789;
4448,7377;0,01384555;
4448,4966;0,01379911;
4448,2554;0,01378759;
4448,0143;0,01380891;
4447,7732;0,01384144;
4447,5321;0,01385907;
4447,2910;0,01385108;
4447,0499;0,01384921;
4446,8088;0,01387637;
4446,5677;0,0139032;
4446,3266;0,01389997;
4446,0854;0,0138757;
4445,8443;0,01384208;
4445,6032;0,01380656;
4445,3621;0,01380199;
4445,1210;0,01382692;
4444,8799;0,01382994;
4444,6388;0,01382826;
4444,3977;0,01385905;
4444,1566;0,01387327;
4443,9154;0,01382973;
4443,6743;0,0137761;
4443,4332;0,01378997;
4443,1921;0,01384395;
4442,9510;0,01383214;
4442,7099;0,01377113;
4442,4688;0,01374519;
4442,2277;0,01376413;
4441,9866;0,0137936;
4441,7454;0,01378858;
4441,5043;0,01374984;
4441,2632;0,01373137;
4441,0221;0,01376544;
4440,7810;0,01381581;
4440,5399;0,01380474;
4440,2988;0,01374783;
4440,0577;0,01372894;
4439,8166;0,01375168;
4439,5754;0,01379296;
4439,3343;0,01384042;
4439,0932;0,01384039;
4438,8521;0,01379785;
4438,6110;0,01377618;
4438,3699;0,01376464;
4438,1288;0,01374973;
4437,8877;0,01374858;
4437,6466;0,01374358;
4437,4055;0,01374219;
4437,1643;0,01373856;
4436,9232;0,01370679;
4436,6821;0,01370548;
4436,4410;0,01376218;
4436,1999;0,01379753;
4435,9588;0,0137776;
4435,7177;0,01374353;
4435,4766;0,01370653;
4435,2355;0,01363824;
4434,9943;0,01355123;
4434,7532;0,01351761;
4434,5121;0,01358688;
4434,2710;0,01371524;
4434,0299;0,01380287;
4433,7888;0,01380237;
4433,5477;0,01375355;
4433,3066;0,01370575;
4433,0655;0,01369151;
4432,8243;0,0137224;
4432,5832;0,01373998;
4432,3421;0,013701;
4432,1010;0,01364615;
4431,8599;0,01361509;
4431,6188;0,01361709;
4431,3777;0,01363085;
4431,1366;0,01362265;
4430,8955;0,01360617;
4430,6543;0,01360176;
4430,4132;0,01359318;
4430,1721;0,01358037;
4429,9310;0,01360101;
4429,6899;0,01366848;
4429,4488;0,01372539;
