;test;
Wavenumbers [1/cm];Absorbance;
4499,6121;0,0259055;
4499,3710;0,02591811;
4499,1298;0,02590781;
4498,8887;0,02589869;
4498,6476;0,02590602;
4498,4065;0,02594345;
4498,1654;0,02599302;
4497,9243;0,02600578;
4497,6832;0,02596626;
4497,4421;0,02589319;
4497,2010;0,02581882;
4496,9598;0,02580258;
4496,7187;0,02585819;
4496,4776;0,02591006;
4496,2365;0,02591045;
4495,9954;0,02591273;
4495,7543;0,02595299;
4495,5132;0,02598714;
4495,2721;0,02598844;
4495,0310;0,02596422;
4494,7899;0,02592199;
4494,5487;0,02588154;
4494,3076;0,02587484;
4494,0665;0,02591776;
4493,8254;0,0259573;
4493,5843;0,02593353;
4493,3432;0,02588011;
4493,1021;0,02586874;
4492,8610;0,02590984;
4492,6199;0,02594548;
4492,3787;0,0259207;
4492,1376;0,02584508;
4491,8965;0,02580047;
4491,6554;0,02583684;
4491,4143;0,02589327;
4491,1732;0,02592496;
4490,9321;0,02595244;
4490,6910;0,02595664;
4490,4499;0,02590971;
4490,2087;0,02585866;
4489,9676;0,02585827;
4489,7265;0,02590207;
4489,4854;0,02594639;
4489,2443;0,02596241;
4489,0032;0,02597123;
4488,7621;0,02598948;
4488,5210;0,02598701;
4488,2799;0,02594279;
4488,0387;0,02590688;
4487,7976;0,02593716;
4487,5565;0,02599025;
4487,3154;0,02600391;
4487,0743;0,0259903;
4486,8332;0,02598797;
4486,5921;0,02600075;
4486,3510;0,02599635;
4486,1099;0,02597588;
4485,8687;0,02597206;
4485,6276;0,02597703;
4485,3865;0,02595378;
4485,1454;0,02590352;
4484,9043;0,02588608;
4484,6632;0,02593306;
4484,4221;0,02598335;
4484,1810;0,02597783;
4483,9399;0,02595301;
4483,6987;0,02597129;
4483,4576;0,0260091;
4483,2165;0,02601823;
4482,9754;0,0260016;
4482,7343;0,02595796;
4482,4932;0,02592339;
4482,2521;0,02596585;
4482,0110;0,02603304;
4481,7699;0,02604002;
4481,5287;0,02601776;
4481,2876;0,02600897;
4481,0465;0,02599415;
4480,8054;0,02597846;
4480,5643;0,02599921;
4480,3232;0,02601905;
4480,0821;0,02598297;
4479,8410;0,02593515;
4479,5999;0,02593136;
4479,3588;0,02595293;
4479,1176;0,02596568;
4478,8765;0,02597393;
4478,6354;0,02598997;
4478,3943;0,02600289;
4478,1532;0,02598588;
4477,9121;0,0259257;
4477,6710;0,02586536;
4477,4299;0,02585772;
4477,1888;0,0258997;
4476,9476;0,02595535;
4476,7065;0,02596678;
4476,4654;0,0259221;
4476,2243;0,02588794;
4475,9832;0,02589251;
4475,7421;0,025921;
4475,5010;0,02595958;
4475,2599;0,02598236;
4475,0188;0,02599423;
4474,7776;0,02600836;
4474,5365;0,02600539;
4474,2954;0,02599377;
4474,0543;0,02598253;
4473,8132;0,02595491;
4473,5721;0,02592908;
4473,3310;0,02591613;
4473,0899;0,02590627;
4472,8488;0,02592542;
4472,6076;0,02598456;
4472,3665;0,02603497;
4472,1254;0,02603266;
4471,8843;0,02600943;
4471,6432;0,02602587;
4471,4021;0,0260588;
4471,1610;0,0260492;
4470,9199;0,02600962;
4470,6788;0,02597258;
4470,4376;0,02593952;
4470,1965;0,02592529;
4469,9554;0,0259526;
4469,7143;0,02599327;
4469,4732;0,02598338;
4469,2321;0,02592342;
4468,9910;0,02588396;
4468,7499;0,02589495;
4468,5088;0,02593468;
4468,2676;0,02597505;
4468,0265;0,02599624;
4467,7854;0,02600383;
4467,5443;0,02598448;
