;alpha_KS_Matrix7-3sub;
Wavenumbers [1/cm];Absorbance;
1627,0165;-0,01839254;
1626,7754;-0,01844298;
1626,5343;-0,01848436;
1626,2932;-0,01851645;
1626,0521;-0,01857147;
1625,8110;-0,01865046;
1625,5699;-0,01873616;
1625,3287;-0,01883792;
1625,0876;-0,01898368;
1624,8465;-0,01921739;
1624,6054;-0,01961982;
1624,3643;-0,02021868;
1624,1232;-0,0207262;
1623,8821;-0,02069965;
1623,6410;-0,02017187;
1623,3999;-0,0195708;
1623,1587;-0,01913022;
1622,9176;-0,01884483;
1622,6765;-0,0186785;
1622,4354;-0,0185977;
1622,1943;-0,01855555;
1621,9532;-0,01851864;
1621,7121;-0,01848644;
1621,4710;-0,01845879;
1621,2299;-0,01842284;
1620,9887;-0,01837993;
1620,7476;-0,01834561;
1620,5065;-0,01832691;
1620,2654;-0,0183141;
1620,0243;-0,01829972;
1619,7832;-0,01828789;
1619,5421;-0,01827829;
1619,3010;-0,0182707;
1619,0599;-0,01826799;
1618,8187;-0,01827404;
1618,5776;-0,01829416;
1618,3365;-0,01831823;
1618,0954;-0,01832204;
1617,8543;-0,01829633;
1617,6132;-0,01824385;
1617,3721;-0,01813819;
1617,1310;-0,01801332;
1616,8899;-0,0180188;
1616,6487;-0,01817081;
1616,4076;-0,01832012;
1616,1665;-0,01841266;
1615,9254;-0,01847058;
1615,6843;-0,01849715;
1615,4432;-0,01850411;
1615,2021;-0,01849454;
1614,9610;-0,01848774;
1614,7199;-0,0185093;
1614,4787;-0,01853134;
1614,2376;-0,01851718;
1613,9965;-0,01847329;
1613,7554;-0,01841148;
1613,5143;-0,01832123;
1613,2732;-0,0182187;
1613,0321;-0,01814843;
1612,7910;-0,01809948;
1612,5499;-0,01803145;
1612,3088;-0,01796028;
1612,0676;-0,0179214;
1611,8265;-0,01791642;
1611,5854;-0,01793093;
1611,3443;-0,01797757;
1611,1032;-0,01808455;
1610,8621;-0,01823825;
1610,6210;-0,01837124;
1610,3799;-0,01842624;
1610,1388;-0,01841566;
1609,8976;-0,01839373;
1609,6565;-0,0184025;
1609,4154;-0,01846109;
1609,1743;-0,0185703;
1608,9332;-0,0187386;
1608,6921;-0,01897612;
1608,4510;-0,01926647;
1608,2099;-0,01955089;
1607,9688;-0,01970522;
1607,7276;-0,01962425;
1607,4865;-0,01934485;
1607,2454;-0,01901137;
1607,0043;-0,01874618;
1606,7632;-0,01857451;
1606,5221;-0,01845385;
1606,2810;-0,01835017;
1606,0399;-0,01826395;
1605,7988;-0,01820218;
1605,5576;-0,01816221;
1605,3165;-0,01813649;
1605,0754;-0,01811815;
1604,8343;-0,01810544;
1604,5932;-0,01809467;
1604,3521;-0,01806793;
1604,1110;-0,01801502;
1603,8699;-0,01795356;
1603,6288;-0,01790655;
1603,3876;-0,01787642;
1603,1465;-0,01785323;
1602,9054;-0,01782895;
1602,6643;-0,01779609;
1602,4232;-0,0177485;
1602,1821;-0,01769471;
1601,9410;-0,01766241;
1601,6999;-0,0176609;
1601,4588;-0,01766787;
1601,2176;-0,01767526;
1600,9765;-0,01768888;
1600,7354;-0,01770078;
1600,4943;-0,01769318;
1600,2532;-0,01766861;
1600,0121;-0,01766652;
1599,7710;-0,01769822;
1599,5299;-0,01771764;
1599,2888;-0,01771358;
1599,0476;-0,01772444;
1598,8065;-0,01773898;
1598,5654;-0,01773751;
1598,3243;-0,01774419;
1598,0832;-0,01774714;
1597,8421;-0,01773672;
1597,6010;-0,0177407;
1597,3599;-0,01775133;
1597,1188;-0,01774389;
1596,8777;-0,01772281;
1596,6365;-0,0176972;
1596,3954;-0,0176614;
1596,1543;-0,01760852;
1595,9132;-0,01754341;
1595,6721;-0,01748145;
1595,4310;-0,0174285;
1595,1899;-0,01736948;
1594,9488;-0,01729616;
1594,7077;-0,01721877;
1594,4665;-0,01712833;
1594,2254;-0,01698284;
1593,9843;-0,01675064;
1593,7432;-0,01651485;
1593,5021;-0,01648654;
1593,2610;-0,01673889;
1593,0199;-0,01707683;
1592,7788;-0,01732913;
1592,5377;-0,01747661;
1592,2965;-0,01752796;
1592,0554;-0,01752018;
1591,8143;-0,01752471;
1591,5732;-0,01760375;
1591,3321;-0,01778689;
1591,0910;-0,01804603;
1590,8499;-0,01831199;
1590,6088;-0,01852717;
1590,3677;-0,01866539;
1590,1265;-0,01867004;
1589,8854;-0,01845868;
1589,6443;-0,01808137;
1589,4032;-0,01773935;
1589,1621;-0,01756268;
1588,9210;-0,01751135;
1588,6799;-0,01750134;
1588,4388;-0,01749658;
1588,1977;-0,01749631;
1587,9565;-0,01749389;
1587,7154;-0,01746725;
1587,4743;-0,01742121;
1587,2332;-0,0173864;
1586,9921;-0,01737181;
1586,7510;-0,01736178;
1586,5099;-0,01735043;
1586,2688;-0,01734302;
1586,0277;-0,01733113;
1585,7865;-0,01730799;
1585,5454;-0,01729268;
1585,3043;-0,01729938;
1585,0632;-0,01730412;
1584,8221;-0,01727951;
1584,5810;-0,01724155;
1584,3399;-0,01722926;
1584,0988;-0,01723953;
1583,8577;-0,01724009;
1583,6166;-0,01722813;
1583,3754;-0,01722202;
1583,1343;-0,0172248;
1582,8932;-0,01722081;
1582,6521;-0,0172024;
1582,4110;-0,01717565;
1582,1699;-0,0171426;
1581,9288;-0,0171042;
1581,6877;-0,01708044;
1581,4466;-0,01708449;
1581,2054;-0,01709039;
1580,9643;-0,01708353;
1580,7232;-0,01707289;
1580,4821;-0,01704761;
1580,2410;-0,01701213;
1579,9999;-0,01700062;
1579,7588;-0,01701501;
1579,5177;-0,01701637;
1579,2766;-0,01699584;
1579,0354;-0,01697598;
1578,7943;-0,01695774;
1578,5532;-0,01693363;
1578,3121;-0,01690286;
1578,0710;-0,01686725;
1577,8299;-0,01684442;
1577,5888;-0,0168415;
1577,3477;-0,0168418;
1577,1066;-0,01682217;
1576,8654;-0,01672783;
1576,6243;-0,01656587;
1576,3832;-0,01650064;
1576,1421;-0,01658664;
1575,9010;-0,01666738;
1575,6599;-0,01668253;
1575,4188;-0,01668965;
1575,1777;-0,01670537;
1574,9366;-0,01671478;
1574,6954;-0,01669886;
1574,4543;-0,01666653;
1574,2132;-0,01665065;
1573,9721;-0,01664902;
1573,7310;-0,01663318;
1573,4899;-0,01661079;
1573,2488;-0,01660351;
1573,0077;-0,01658645;
1572,7666;-0,01654078;
1572,5254;-0,01649616;
1572,2843;-0,01648104;
1572,0432;-0,01648946;
1571,8021;-0,0164985;
1571,5610;-0,01649618;
1571,3199;-0,01647818;
1571,0788;-0,0164432;
1570,8377;-0,01640599;
1570,5966;-0,0163678;
1570,3554;-0,01629748;
1570,1143;-0,01622649;
1569,8732;-0,01623275;
1569,6321;-0,01628756;
1569,3910;-0,01630561;
1569,1499;-0,0162839;
1568,9088;-0,01626513;
1568,6677;-0,01625103;
1568,4266;-0,01623375;
1568,1855;-0,01621862;
1567,9443;-0,01619817;
1567,7032;-0,01618433;
1567,4621;-0,01619354;
1567,2210;-0,01620704;
1566,9799;-0,01620419;
1566,7388;-0,01617903;
1566,4977;-0,01613584;
1566,2566;-0,01610195;
1566,0155;-0,01610298;
1565,7743;-0,01611307;
1565,5332;-0,01609304;
1565,2921;-0,01605805;
1565,0510;-0,01604048;
1564,8099;-0,01603715;
1564,5688;-0,01603776;
1564,3277;-0,01603842;
1564,0866;-0,01602902;
1563,8455;-0,0160111;
1563,6043;-0,01599795;
1563,3632;-0,01598703;
1563,1221;-0,01597211;
1562,8810;-0,01595153;
1562,6399;-0,01591926;
1562,3988;-0,01588488;
1562,1577;-0,01586721;
1561,9166;-0,01585832;
1561,6755;-0,01585015;
1561,4343;-0,01583842;
1561,1932;-0,01580745;
1560,9521;-0,01572448;
1560,7110;-0,01558516;
1560,4699;-0,01550381;
1560,2288;-0,01554591;
1559,9877;-0,01561243;
1559,7466;-0,01564428;
1559,5055;-0,01565141;
1559,2643;-0,01560135;
1559,0232;-0,01547217;
1558,7821;-0,01537982;
1558,5410;-0,01542862;
1558,2999;-0,01549222;
1558,0588;-0,01545816;
1557,8177;-0,01541069;
1557,5766;-0,01543588;
1557,3355;-0,01550144;
1557,0943;-0,01553059;
1556,8532;-0,01550135;
1556,6121;-0,01545519;
1556,3710;-0,01543875;
1556,1299;-0,01545059;
1555,8888;-0,01545575;
1555,6477;-0,01544022;
1555,4066;-0,01540828;
1555,1655;-0,01535504;
1554,9244;-0,01526243;
1554,6832;-0,01516928;
1554,4421;-0,01516378;
1554,2010;-0,01523104;
1553,9599;-0,01527933;
1553,7188;-0,01528368;
1553,4777;-0,01526433;
1553,2366;-0,01523208;
1552,9955;-0,01520253;
1552,7544;-0,01518564;
1552,5132;-0,01517387;
1552,2721;-0,01516176;
1552,0310;-0,01515358;
1551,7899;-0,01515699;
1551,5488;-0,01516624;
1551,3077;-0,01516327;
1551,0666;-0,01512792;
1550,8255;-0,01506118;
1550,5844;-0,01500752;
1550,3432;-0,01499642;
1550,1021;-0,0150034;
1549,8610;-0,01500999;
1549,6199;-0,01501408;
1549,3788;-0,01499923;
1549,1377;-0,01495908;
1548,8966;-0,01490923;
1548,6555;-0,01488012;
1548,4144;-0,01488893;
1548,1732;-0,0149084;
1547,9321;-0,01490418;
1547,6910;-0,01488165;
1547,4499;-0,01486267;
1547,2088;-0,01485558;
1546,9677;-0,0148503;
1546,7266;-0,01482514;
1546,4855;-0,01478365;
1546,2444;-0,01475636;
1546,0032;-0,01474463;
1545,7621;-0,01471675;
1545,5210;-0,01466701;
1545,2799;-0,01463843;
1545,0388;-0,01465213;
1544,7977;-0,01466862;
1544,5566;-0,01465831;
1544,3155;-0,01462872;
1544,0744;-0,01459404;
1543,8332;-0,0145764;
1543,5921;-0,01458227;
1543,3510;-0,01457653;
1543,1099;-0,01453415;
1542,8688;-0,01446526;
1542,6277;-0,01437309;
1542,3866;-0,01429886;
1542,1455;-0,01431634;
1541,9044;-0,01439759;
1541,6632;-0,01444661;
1541,4221;-0,01443366;
1541,1810;-0,01438639;
1540,9399;-0,01429085;
1540,6988;-0,0141606;
1540,4577;-0,01412534;
1540,2166;-0,01421826;
1539,9755;-0,01429733;
1539,7344;-0,01424383;
1539,4933;-0,01408777;
1539,2521;-0,01400883;
1539,0110;-0,01408179;
1538,7699;-0,01417422;
1538,5288;-0,01420968;
1538,2877;-0,01421066;
1538,0466;-0,01419275;
1537,8055;-0,01417875;
1537,5644;-0,01417586;
1537,3233;-0,01415808;
1537,0821;-0,01412314;
1536,8410;-0,01409286;
1536,5999;-0,01406937;
1536,3588;-0,014057;
1536,1177;-0,01406177;
1535,8766;-0,01406694;
1535,6355;-0,0140601;
1535,3944;-0,0140309;
1535,1533;-0,01398172;
1534,9121;-0,01394342;
1534,6710;-0,01391642;
1534,4299;-0,01387285;
1534,1888;-0,01384686;
1533,9477;-0,01386739;
1533,7066;-0,01387163;
1533,4655;-0,01384132;
1533,2244;-0,01382731;
1532,9833;-0,0138321;
1532,7421;-0,01382959;
1532,5010;-0,01381555;
1532,2599;-0,01380051;
1532,0188;-0,01378182;
1531,7777;-0,01375309;
1531,5366;-0,01372814;
1531,2955;-0,01370607;
1531,0544;-0,01367157;
1530,8133;-0,01364001;
1530,5721;-0,01363734;
1530,3310;-0,01366138;
1530,0899;-0,01368268;
1529,8488;-0,01367334;
1529,6077;-0,01363825;
1529,3666;-0,01359667;
1529,1255;-0,01354974;
1528,8844;-0,01350735;
1528,6433;-0,01349802;
1528,4021;-0,01352134;
1528,1610;-0,01353688;
1527,9199;-0,01351574;
1527,6788;-0,01347418;
1527,4377;-0,0134428;
1527,1966;-0,01342811;
1526,9555;-0,01341968;
1526,7144;-0,01341161;
1526,4733;-0,01340672;
1526,2322;-0,01338745;
1525,9910;-0,01332697;
1525,7499;-0,01326537;
1525,5088;-0,01325833;
1525,2677;-0,01327604;
1525,0266;-0,01328337;
1524,7855;-0,01328785;
1524,5444;-0,01327969;
1524,3033;-0,01325849;
1524,0622;-0,01324705;
1523,8210;-0,0132456;
1523,5799;-0,01323478;
1523,3388;-0,01319456;
1523,0977;-0,01313568;
1522,8566;-0,01311826;
1522,6155;-0,01315933;
1522,3744;-0,01319623;
1522,1333;-0,0131746;
1521,8922;-0,01307231;
1521,6510;-0,01294908;
1521,4099;-0,01293046;
1521,1688;-0,01301004;
1520,9277;-0,01306658;
1520,6866;-0,01305938;
1520,4455;-0,01304524;
1520,2044;-0,01306645;
1519,9633;-0,01308757;
1519,7222;-0,01307547;
1519,4810;-0,0130555;
1519,2399;-0,01305056;
1518,9988;-0,01305514;
1518,7577;-0,01305606;
1518,5166;-0,01304407;
1518,2755;-0,01301963;
1518,0344;-0,01298257;
1517,7933;-0,01294839;
1517,5522;-0,01294541;
1517,3110;-0,01294947;
1517,0699;-0,01293018;
1516,8288;-0,01291782;
1516,5877;-0,01292302;
1516,3466;-0,01292499;
1516,1055;-0,01291924;
1515,8644;-0,01290385;
1515,6233;-0,01287941;
1515,3822;-0,01285324;
1515,1410;-0,01284008;
1514,8999;-0,0128449;
1514,6588;-0,0128464;
1514,4177;-0,01283254;
1514,1766;-0,01281088;
1513,9355;-0,01278313;
1513,6944;-0,01274398;
1513,4533;-0,01270572;
1513,2122;-0,0126876;
1512,9710;-0,0126731;
1512,7299;-0,01264888;
1512,4888;-0,01264703;
1512,2477;-0,01266925;
1512,0066;-0,01266905;
1511,7655;-0,0126361;
1511,5244;-0,01259992;
1511,2833;-0,01258417;
1511,0422;-0,01258645;
1510,8011;-0,01258284;
1510,5599;-0,01255457;
1510,3188;-0,01250609;
1510,0777;-0,01246858;
1509,8366;-0,01247142;
1509,5955;-0,01249729;
1509,3544;-0,01250133;
1509,1133;-0,01246881;
1508,8722;-0,01242871;
1508,6311;-0,01241142;
1508,3899;-0,01241135;
1508,1488;-0,01240737;
1507,9077;-0,01237981;
1507,6666;-0,01228566;
1507,4255;-0,01214247;
1507,1844;-0,01208676;
1506,9433;-0,01215541;
1506,7022;-0,01222801;
1506,4611;-0,0122406;
1506,2199;-0,01217395;
1505,9788;-0,0120456;
1505,7377;-0,01198603;
1505,4966;-0,01204219;
1505,2555;-0,0121142;
1505,0144;-0,01215015;
1504,7733;-0,01216855;
1504,5322;-0,01217649;
1504,2911;-0,01216071;
1504,0499;-0,0121188;
1503,8088;-0,01207099;
1503,5677;-0,01203471;
1503,3266;-0,012017;
1503,0855;-0,01201211;
1502,8444;-0,01200733;
1502,6033;-0,01199748;
1502,3622;-0,01198352;
1502,1211;-0,01196475;
1501,8799;-0,01192565;
1501,6388;-0,01187506;
1501,3977;-0,01185739;
1501,1566;-0,0118764;
1500,9155;-0,01189237;
1500,6744;-0,01188146;
1500,4333;-0,01185656;
1500,1922;-0,01184126;
1499,9511;-0,01183196;
1499,7099;-0,0118053;
1499,4688;-0,0117461;
1499,2277;-0,01168414;
1498,9866;-0,01167916;
1498,7455;-0,01171459;
1498,5044;-0,01172501;
1498,2633;-0,01171337;
1498,0222;-0,01171013;
1497,7811;-0,01170413;
1497,5400;-0,01167983;
1497,2988;-0,01166171;
1497,0577;-0,01165575;
1496,8166;-0,01160857;
1496,5755;-0,01154445;
1496,3344;-0,01155981;
1496,0933;-0,01162854;
1495,8522;-0,01165991;
1495,6111;-0,01165373;
1495,3700;-0,01164608;
1495,1288;-0,01164998;
1494,8877;-0,01167866;
1494,6466;-0,01171603;
1494,4055;-0,01171429;
1494,1644;-0,0116824;
1493,9233;-0,01166972;
1493,6822;-0,01167261;
1493,4411;-0,01166359;
1493,2000;-0,01165486;
1492,9588;-0,01166308;
1492,7177;-0,01166874;
1492,4766;-0,01166159;
1492,2355;-0,01165636;
1491,9944;-0,01165646;
1491,7533;-0,01166179;
1491,5122;-0,01165962;
1491,2711;-0,0116446;
1491,0300;-0,01166519;
1490,7888;-0,0117288;
1490,5477;-0,01175483;
1490,3066;-0,01171015;
1490,0655;-0,01167107;
1489,8244;-0,01169422;
1489,5833;-0,01173247;
1489,3422;-0,01174982;
1489,1011;-0,01176756;
1488,8600;-0,01178395;
1488,6188;-0,0117778;
1488,3777;-0,01175101;
1488,1366;-0,01171493;
1487,8955;-0,01166593;
1487,6544;-0,01162551;
1487,4133;-0,01164408;
1487,1722;-0,01170836;
1486,9311;-0,01176135;
1486,6900;-0,01177789;
1486,4488;-0,01175857;
1486,2077;-0,01172579;
1485,9666;-0,01170043;
1485,7255;-0,01169089;
1485,4844;-0,01171707;
1485,2433;-0,01176973;
1485,0022;-0,01180673;
1484,7611;-0,0118151;
1484,5200;-0,01180735;
1484,2788;-0,01179583;
1484,0377;-0,01179122;
1483,7966;-0,01179777;
1483,5555;-0,01181915;
1483,3144;-0,01185398;
1483,0733;-0,01189609;
1482,8322;-0,01193917;
1482,5911;-0,01197595;
1482,3500;-0,01200884;
1482,1089;-0,01204017;
1481,8677;-0,01206967;
1481,6266;-0,01210932;
1481,3855;-0,01217677;
1481,1444;-0,01226073;
1480,9033;-0,0123108;
1480,6622;-0,01230204;
1480,4211;-0,01225888;
1480,1800;-0,0122051;
1479,9389;-0,0121527;
1479,6977;-0,01211168;
1479,4566;-0,01209645;
1479,2155;-0,01211317;
1478,9744;-0,01213458;
1478,7333;-0,01213726;
1478,4922;-0,01210906;
1478,2511;-0,01200699;
1478,0100;-0,01182631;
1477,7689;-0,01164478;
1477,5277;-0,01151497;
1477,2866;-0,01141956;
1477,0455;-0,01133145;
1476,8044;-0,01123877;
1476,5633;-0,0111584;
1476,3222;-0,0111296;
1476,0811;-0,01114604;
1475,8400;-0,01115791;
1475,5989;-0,01114771;
1475,3577;-0,01113789;
1475,1166;-0,01114639;
1474,8755;-0,01115991;
1474,6344;-0,01115446;
1474,3933;-0,01112067;
1474,1522;-0,0110588;
1473,9111;-0,01100525;
1473,6700;-0,01101284;
1473,4289;-0,0110642;
1473,1877;-0,01108938;
1472,9466;-0,01106208;
1472,7055;-0,01098769;
1472,4644;-0,01088755;
1472,2233;-0,01083039;
1471,9822;-0,01084047;
1471,7411;-0,01086684;
1471,5000;-0,01089004;
1471,2589;-0,01089872;
1471,0177;-0,01087858;
1470,7766;-0,01086459;
1470,5355;-0,01087234;
1470,2944;-0,01087433;
1470,0533;-0,01086154;
1469,8122;-0,01085575;
1469,5711;-0,01086077;
1469,3300;-0,01085779;
1469,0889;-0,01085253;
1468,8478;-0,01084459;
1468,6066;-0,01081885;
1468,3655;-0,01080281;
1468,1244;-0,01083131;
1467,8833;-0,01088789;
1467,6422;-0,01093017;
1467,4011;-0,01095587;
1467,1600;-0,01098737;
1466,9189;-0,01101536;
1466,6778;-0,0110306;
1466,4366;-0,01104816;
1466,1955;-0,01107099;
1465,9544;-0,01109931;
1465,7133;-0,01113606;
1465,4722;-0,01116071;
1465,2311;-0,01118386;
1464,9900;-0,01125269;
1464,7489;-0,01131887;
1464,5078;-0,01129378;
1464,2666;-0,01121031;
1464,0255;-0,01115181;
1463,7844;-0,01114951;
1463,5433;-0,01119761;
1463,3022;-0,01127224;
1463,0611;-0,01136459;
1462,8200;-0,01146329;
1462,5789;-0,01152204;
1462,3378;-0,01151923;
1462,0966;-0,01147543;
1461,8555;-0,01140451;
1461,6144;-0,01130803;
1461,3733;-0,01119164;
1461,1322;-0,01107846;
1460,8911;-0,01098571;
1460,6500;-0,01090896;
1460,4089;-0,01084751;
1460,1678;-0,01080941;
1459,9266;-0,01078434;
1459,6855;-0,0107488;
1459,4444;-0,01070903;
1459,2033;-0,01068413;
1458,9622;-0,01065241;
1458,7211;-0,01059425;
1458,4800;-0,01055599;
1458,2389;-0,01057356;
1457,9978;-0,0106165;
1457,7566;-0,01065193;
1457,5155;-0,01063898;
1457,2744;-0,01057178;
1457,0333;-0,01054808;
1456,7922;-0,01061923;
1456,5511;-0,01073026;
1456,3100;-0,0108366;
1456,0689;-0,01089687;
1455,8278;-0,01086915;
1455,5866;-0,0107927;
1455,3455;-0,01075014;
1455,1044;-0,0107462;
1454,8633;-0,01073537;
1454,6222;-0,01071883;
1454,3811;-0,01073626;
1454,1400;-0,01081959;
1453,8989;-0,01097378;
1453,6578;-0,01118414;
1453,4167;-0,01142248;
1453,1755;-0,01166345;
1452,9344;-0,0118806;
1452,6933;-0,01202193;
1452,4522;-0,01206336;
1452,2111;-0,01198231;
1451,9700;-0,01172459;
1451,7289;-0,01136048;
1451,4878;-0,01105476;
1451,2467;-0,01085903;
1451,0055;-0,01073371;
1450,7644;-0,01067003;
1450,5233;-0,01066888;
1450,2822;-0,01068889;
1450,0411;-0,01069464;
1449,8000;-0,01067676;
1449,5589;-0,01061251;
1449,3178;-0,01051517;
1449,0767;-0,01043205;
1448,8355;-0,01036815;
1448,5944;-0,01030349;
1448,3533;-0,0102445;
1448,1122;-0,01023288;
1447,8711;-0,01025946;
1447,6300;-0,01024985;
1447,3889;-0,01020415;
1447,1478;-0,01016823;
1446,9067;-0,01013317;
1446,6655;-0,01008437;
1446,4244;-0,01003572;
1446,1833;-0,0100145;
1445,9422;-0,01002628;
1445,7011;-0,01003523;
1445,4600;-0,01003633;
1445,2189;-0,01005378;
1444,9778;-0,01004947;
1444,7367;-0,009990731;
1444,4955;-0,009929236;
1444,2544;-0,009896337;
1444,0133;-0,009861132;
1443,7722;-0,009816412;
1443,5311;-0,009776941;
1443,2900;-0,009741794;
1443,0489;-0,009705687;
1442,8078;-0,00967356;
1442,5667;-0,00965903;
1442,3255;-0,009656928;
1442,0844;-0,009649945;
1441,8433;-0,009640602;
1441,6022;-0,009636647;
1441,3611;-0,009628642;
1441,1200;-0,00959735;
1440,8789;-0,009548996;
1440,6378;-0,009512174;
1440,3967;-0,009493954;
1440,1556;-0,009491567;
1439,9144;-0,009504456;
1439,6733;-0,009513099;
1439,4322;-0,009501331;
1439,1911;-0,009473117;
1438,9500;-0,009442423;
1438,7089;-0,009432905;
1438,4678;-0,009456702;
1438,2267;-0,009490952;
1437,9856;-0,009503944;
1437,7444;-0,009488871;
1437,5033;-0,00943331;
1437,2622;-0,009333485;
1437,0211;-0,009261243;
1436,7800;-0,009282598;
1436,5389;-0,009347467;
1436,2978;-0,009395437;
1436,0567;-0,009425232;
1435,8156;-0,009432413;
1435,5744;-0,009412888;
1435,3333;-0,009377777;
1435,0922;-0,009345289;
1434,8511;-0,00933942;
1434,6100;-0,009358549;
1434,3689;-0,009374943;
1434,1278;-0,009373688;
1433,8867;-0,0093664;
1433,6456;-0,009358272;
1433,4044;-0,009340065;
1433,1633;-0,009321096;
1432,9222;-0,009309647;
1432,6811;-0,009298658;
1432,4400;-0,009291243;
1432,1989;-0,009298718;
1431,9578;-0,00932161;
1431,7167;-0,009330003;
1431,4756;-0,009301563;
1431,2344;-0,009264764;
1430,9933;-0,009253504;
1430,7522;-0,009261815;
1430,5111;-0,009268621;
1430,2700;-0,009278058;
1430,0289;-0,00930802;
1429,7878;-0,009337651;
1429,5467;-0,009330966;
1429,3056;-0,009289963;
1429,0644;-0,009246275;
1428,8233;-0,009237725;
1428,5822;-0,009266958;
1428,3411;-0,009295132;
1428,1000;-0,00930376;
1427,8589;-0,009299281;
1427,6178;-0,009287974;
1427,3767;-0,009272549;
1427,1356;-0,009254145;
1426,8944;-0,009251731;
1426,6533;-0,009286704;
1426,4122;-0,009341486;
1426,1711;-0,009380721;
1425,9300;-0,009394694;
1425,6889;-0,009392112;
1425,4478;-0,009384434;
1425,2067;-0,0093806;
1424,9656;-0,009383483;
1424,7245;-0,00939675;
1424,4833;-0,009433058;
1424,2422;-0,00949342;
1424,0011;-0,009544086;
1423,7600;-0,009566271;
1423,5189;-0,009578119;
1423,2778;-0,009596393;
1423,0367;-0,009632059;
1422,7956;-0,009678347;
1422,5545;-0,009710155;
1422,3133;-0,00972312;
1422,0722;-0,009722;
1421,8311;-0,009700744;
1421,5900;-0,009671598;
1421,3489;-0,009654116;
1421,1078;-0,009652859;
1420,8667;-0,009680872;
1420,6256;-0,009713979;
1420,3845;-0,009672478;
1420,1433;-0,009521811;
1419,9022;-0,009330958;
1419,6611;-0,009207683;
1419,4200;-0,009176614;
1419,1789;-0,009188844;
1418,9378;-0,009219768;
1418,6967;-0,009249369;
1418,4556;-0,009252653;
1418,2145;-0,009230135;
1417,9733;-0,009201722;
1417,7322;-0,00918671;
1417,4911;-0,009178671;
1417,2500;-0,009172481;
1417,0089;-0,009175687;
1416,7678;-0,009173424;
1416,5267;-0,009160762;
1416,2856;-0,009158788;
1416,0445;-0,009169523;
1415,8033;-0,009174422;
1415,5622;-0,009156441;
1415,3211;-0,009112135;
1415,0800;-0,009068877;
1414,8389;-0,009063652;
1414,5978;-0,009090462;
1414,3567;-0,009114702;
1414,1156;-0,00912423;
1413,8745;-0,009117034;
1413,6333;-0,009086405;
1413,3922;-0,009048329;
1413,1511;-0,009022055;
1412,9100;-0,009006273;
1412,6689;-0,009008996;
1412,4278;-0,009030674;
1412,1867;-0,009045251;
1411,9456;-0,009033736;
1411,7045;-0,009009219;
1411,4634;-0,009000874;
1411,2222;-0,009012266;
1410,9811;-0,009019975;
1410,7400;-0,009021134;
1410,4989;-0,009029623;
1410,2578;-0,009041412;
1410,0167;-0,009039798;
1409,7756;-0,009020148;
1409,5345;-0,008990451;
1409,2934;-0,008967936;
1409,0522;-0,008966689;
1408,8111;-0,008980682;
1408,5700;-0,008998798;
1408,3289;-0,009013651;
1408,0878;-0,009010169;
1407,8467;-0,008988099;
1407,6056;-0,00896864;
1407,3645;-0,008960115;
1407,1234;-0,008953738;
1406,8822;-0,008957366;
1406,6411;-0,008973999;
1406,4000;-0,008980028;
1406,1589;-0,008963449;
1405,9178;-0,008936097;
1405,6767;-0,008911453;
1405,4356;-0,008889114;
1405,1945;-0,008869546;
1404,9534;-0,008875926;
1404,7122;-0,008923332;
1404,4711;-0,008977743;
1404,2300;-0,008982742;
1403,9889;-0,008941045;
1403,7478;-0,008904969;
1403,5067;-0,008899649;
1403,2656;-0,008914823;
1403,0245;-0,008929165;
1402,7834;-0,008936693;
1402,5422;-0,008940363;
1402,3011;-0,008932302;
1402,0600;-0,008920936;
1401,8189;-0,008921202;
1401,5778;-0,008929541;
1401,3367;-0,008946804;
1401,0956;-0,008970544;
1400,8545;-0,008983195;
1400,6134;-0,00897997;
1400,3722;-0,008967955;
1400,1311;-0,0089331;
1399,8900;-0,008863493;
1399,6489;-0,008794898;
1399,4078;-0,008788758;
1399,1667;-0,008848184;
1398,9256;-0,008912569;
1398,6845;-0,008947896;
1398,4434;-0,008958356;
1398,2022;-0,008942771;
1397,9611;-0,008910023;
1397,7200;-0,008888353;
1397,4789;-0,008903691;
1397,2378;-0,008948206;
1396,9967;-0,0089812;
1396,7556;-0,008993946;
1396,5145;-0,008994654;
1396,2734;-0,008973809;
1396,0323;-0,008954105;
1395,7911;-0,008948992;
1395,5500;-0,008933811;
1395,3089;-0,00891367;
1395,0678;-0,008894799;
1394,8267;-0,008882155;
1394,5856;-0,008901367;
1394,3445;-0,008925453;
1394,1034;-0,008913448;
1393,8623;-0,008889402;
1393,6211;-0,008888314;
1393,3800;-0,008911365;
1393,1389;-0,008941715;
1392,8978;-0,00896608;
1392,6567;-0,008985419;
1392,4156;-0,008984261;
1392,1745;-0,008940151;
1391,9334;-0,00889485;
1391,6923;-0,008895701;
1391,4511;-0,008916842;
1391,2100;-0,008946347;
1390,9689;-0,008987626;
1390,7278;-0,009008207;
1390,4867;-0,00900274;
1390,2456;-0,008993294;
1390,0045;-0,008986829;
1389,7634;-0,008988455;
1389,5223;-0,009012642;
1389,2811;-0,009055069;
1389,0400;-0,009086063;
1388,7989;-0,009105549;
1388,5578;-0,009127093;
1388,3167;-0,00912644;
1388,0756;-0,009081408;
1387,8345;-0,00903763;
1387,5934;-0,009056735;
1387,3523;-0,009115338;
1387,1111;-0,009155696;
1386,8700;-0,009151415;
