;alpha_KS_Matrix7-3sub;
Wavenumbers [1/cm];Absorbance;
3420,6407;-0,01066613;
3420,3996;-0,01061632;
3420,1585;-0,01058971;
3419,9173;-0,01061763;
3419,6762;-0,01064787;
3419,4351;-0,01064728;
3419,1940;-0,01066032;
3418,9529;-0,01068638;
3418,7118;-0,01069379;
3418,4707;-0,01070295;
3418,2296;-0,01073221;
3417,9885;-0,01075387;
3417,7474;-0,01073575;
3417,5062;-0,01069419;
3417,2651;-0,01066152;
3417,0240;-0,01063324;
3416,7829;-0,01060735;
3416,5418;-0,01061234;
3416,3007;-0,01064789;
3416,0596;-0,01068657;
3415,8185;-0,01071941;
3415,5774;-0,01071494;
3415,3362;-0,01065436;
3415,0951;-0,01059809;
3414,8540;-0,01059777;
3414,6129;-0,01064391;
3414,3718;-0,01070142;
3414,1307;-0,01074401;
3413,8896;-0,01078305;
3413,6485;-0,01081895;
3413,4074;-0,0108081;
3413,1662;-0,01074749;
3412,9251;-0,01068948;
3412,6840;-0,01066597;
3412,4429;-0,01068355;
3412,2018;-0,01072516;
3411,9607;-0,01073782;
3411,7196;-0,01070689;
3411,4785;-0,01069483;
3411,2374;-0,01074707;
3410,9962;-0,01082131;
3410,7551;-0,01085344;
3410,5140;-0,01083346;
3410,2729;-0,01078275;
3410,0318;-0,01075109;
3409,7907;-0,01076464;
3409,5496;-0,01077823;
3409,3085;-0,01077463;
3409,0674;-0,01076506;
3408,8262;-0,01075159;
3408,5851;-0,0107563;
3408,3440;-0,01076461;
3408,1029;-0,01073759;
3407,8618;-0,01068815;
3407,6207;-0,01066389;
3407,3796;-0,0106814;
3407,1385;-0,01070772;
3406,8974;-0,01072986;
3406,6562;-0,01077023;
3406,4151;-0,01081694;
3406,1740;-0,01082408;
3405,9329;-0,01080088;
3405,6918;-0,01080267;
3405,4507;-0,01082934;
3405,2096;-0,01083118;
3404,9685;-0,01079549;
3404,7274;-0,01078732;
3404,4863;-0,01084299;
3404,2451;-0,01088537;
3404,0040;-0,01088079;
3403,7629;-0,01088245;
3403,5218;-0,01089459;
3403,2807;-0,01089548;
3403,0396;-0,01089572;
3402,7985;-0,01090148;
3402,5574;-0,01090512;
3402,3163;-0,01090718;
3402,0751;-0,01090354;
3401,8340;-0,01087542;
3401,5929;-0,010818;
3401,3518;-0,01076914;
3401,1107;-0,01077117;
3400,8696;-0,01079867;
3400,6285;-0,01079024;
3400,3874;-0,01076031;
3400,1463;-0,01077748;
3399,9051;-0,01083793;
3399,6640;-0,01088613;
3399,4229;-0,0108931;
3399,1818;-0,01087516;
3398,9407;-0,01087676;
3398,6996;-0,01090619;
3398,4585;-0,01093668;
3398,2174;-0,01096497;
3397,9763;-0,01098004;
3397,7351;-0,0109596;
3397,4940;-0,01093374;
3397,2529;-0,01092818;
3397,0118;-0,01091635;
3396,7707;-0,01090376;
3396,5296;-0,0108984;
3396,2885;-0,01088546;
3396,0474;-0,01089163;
3395,8063;-0,01091446;
3395,5651;-0,01090565;
3395,3240;-0,01087101;
3395,0829;-0,0108464;
3394,8418;-0,01083922;
3394,6007;-0,01084743;
3394,3596;-0,01086887;
3394,1185;-0,01088851;
3393,8774;-0,01088505;
3393,6363;-0,01086905;
3393,3951;-0,01085603;
3393,1540;-0,01083842;
3392,9129;-0,01084614;
3392,6718;-0,01089459;
3392,4307;-0,01093381;
3392,1896;-0,01095103;
3391,9485;-0,01096181;
3391,7074;-0,01094798;
3391,4663;-0,01090582;
3391,2251;-0,01086763;
3390,9840;-0,01086425;
3390,7429;-0,01090211;
3390,5018;-0,01095189;
3390,2607;-0,01096448;
3390,0196;-0,01093394;
3389,7785;-0,01091027;
3389,5374;-0,01092839;
3389,2963;-0,0109544;
3389,0552;-0,0109484;
3388,8140;-0,0109423;
3388,5729;-0,01095087;
3388,3318;-0,01093653;
3388,0907;-0,01090606;
3387,8496;-0,01089079;
3387,6085;-0,01088792;
3387,3674;-0,01089572;
3387,1263;-0,01091536;
3386,8852;-0,01092361;
3386,6440;-0,01090739;
3386,4029;-0,01091011;
3386,1618;-0,01095488;
3385,9207;-0,0109879;
3385,6796;-0,01098686;
3385,4385;-0,01098475;
3385,1974;-0,01097899;
3384,9563;-0,01097083;
3384,7152;-0,01099522;
3384,4740;-0,01103105;
3384,2329;-0,01103292;
3383,9918;-0,01102561;
3383,7507;-0,01103737;
3383,5096;-0,01105238;
3383,2685;-0,0110603;
3383,0274;-0,01105195;
3382,7863;-0,01103511;
3382,5452;-0,0110313;
3382,3040;-0,01103057;
3382,0629;-0,01103853;
3381,8218;-0,01106531;
3381,5807;-0,01108097;
3381,3396;-0,01106713;
3381,0985;-0,01102368;
3380,8574;-0,01096653;
3380,6163;-0,0109301;
3380,3752;-0,01093639;
3380,1340;-0,01099237;
3379,8929;-0,01106228;
3379,6518;-0,01108189;
3379,4107;-0,01105086;
3379,1696;-0,011034;
3378,9285;-0,0110586;
3378,6874;-0,01107857;
3378,4463;-0,01105683;
3378,2052;-0,01101506;
3377,9640;-0,01099695;
3377,7229;-0,01101782;
3377,4818;-0,01104036;
3377,2407;-0,01102501;
3376,9996;-0,01100083;
3376,7585;-0,0110006;
3376,5174;-0,01098843;
3376,2763;-0,01096408;
3376,0352;-0,01097565;
3375,7941;-0,0110062;
3375,5529;-0,01101414;
3375,3118;-0,01100697;
3375,0707;-0,0109999;
3374,8296;-0,01099984;
3374,5885;-0,01101999;
3374,3474;-0,0110462;
3374,1063;-0,01105178;
3373,8652;-0,01104565;
3373,6241;-0,01104441;
3373,3829;-0,01104021;
3373,1418;-0,01101801;
3372,9007;-0,01098754;
3372,6596;-0,01098615;
3372,4185;-0,01102834;
3372,1774;-0,01106985;
3371,9363;-0,01108264;
3371,6952;-0,01110948;
3371,4541;-0,0111312;
3371,2129;-0,01108151;
3370,9718;-0,01102987;
3370,7307;-0,01106702;
3370,4896;-0,0111321;
3370,2485;-0,0111384;
3370,0074;-0,01110504;
3369,7663;-0,01109227;
3369,5252;-0,01110777;
3369,2841;-0,01112772;
3369,0429;-0,01114339;
3368,8018;-0,01115824;
3368,5607;-0,01116141;
3368,3196;-0,01113643;
3368,0785;-0,01109987;
3367,8374;-0,01109193;
3367,5963;-0,01111546;
3367,3552;-0,01112559;
3367,1141;-0,01111618;
3366,8729;-0,01113471;
3366,6318;-0,01118083;
3366,3907;-0,01121616;
3366,1496;-0,01124072;
3365,9085;-0,01126616;
3365,6674;-0,01128287;
3365,4263;-0,01127571;
3365,1852;-0,0112482;
3364,9441;-0,0112322;
3364,7029;-0,01124091;
3364,4618;-0,01125274;
3364,2207;-0,01127465;
3363,9796;-0,01131309;
3363,7385;-0,01132679;
3363,4974;-0,01132538;
3363,2563;-0,0113607;
3363,0152;-0,01138608;
3362,7741;-0,01136574;
3362,5329;-0,01137654;
3362,2918;-0,0114216;
3362,0507;-0,0114132;
3361,8096;-0,01134493;
3361,5685;-0,01129362;
3361,3274;-0,01130794;
3361,0863;-0,01134805;
3360,8452;-0,01136543;
3360,6041;-0,01137968;
3360,3630;-0,01140837;
3360,1218;-0,01143773;
3359,8807;-0,01145368;
3359,6396;-0,01145379;
3359,3985;-0,01145794;
3359,1574;-0,01147018;
3358,9163;-0,01147098;
3358,6752;-0,01145853;
3358,4341;-0,01143707;
3358,1930;-0,01140572;
3357,9518;-0,01137523;
3357,7107;-0,01137043;
3357,4696;-0,01139149;
3357,2285;-0,01140375;
3356,9874;-0,01140575;
3356,7463;-0,01141994;
3356,5052;-0,01144807;
3356,2641;-0,01149718;
3356,0230;-0,01154806;
3355,7818;-0,01155413;
3355,5407;-0,01151728;
3355,2996;-0,01147974;
3355,0585;-0,01146251;
3354,8174;-0,01145275;
3354,5763;-0,01144409;
3354,3352;-0,01146756;
3354,0941;-0,01151745;
3353,8530;-0,01153957;
3353,6118;-0,01153973;
3353,3707;-0,01155527;
3353,1296;-0,01157617;
3352,8885;-0,01157666;
3352,6474;-0,0115466;
3352,4063;-0,01150877;
3352,1652;-0,01149572;
3351,9241;-0,01150432;
3351,6830;-0,01151319;
3351,4418;-0,0115171;
3351,2007;-0,01152378;
3350,9596;-0,01153639;
3350,7185;-0,011551;
3350,4774;-0,011544;
3350,2363;-0,01151195;
3349,9952;-0,01151295;
3349,7541;-0,01156406;
3349,5130;-0,0116161;
3349,2718;-0,01164726;
3349,0307;-0,01165879;
3348,7896;-0,01164871;
3348,5485;-0,01162596;
3348,3074;-0,0115975;
3348,0663;-0,01157202;
3347,8252;-0,01157967;
3347,5841;-0,011629;
3347,3430;-0,01167106;
3347,1019;-0,01168302;
3346,8607;-0,01168853;
3346,6196;-0,01167343;
3346,3785;-0,01163138;
3346,1374;-0,01162092;
3345,8963;-0,01165605;
3345,6552;-0,01168691;
3345,4141;-0,0116967;
3345,1730;-0,01168809;
3344,9319;-0,0116758;
3344,6907;-0,01168986;
3344,4496;-0,01171019;
3344,2085;-0,01171683;
3343,9674;-0,01171906;
3343,7263;-0,01170595;
3343,4852;-0,01170341;
3343,2441;-0,01173417;
3343,0030;-0,01174623;
3342,7619;-0,01173268;
3342,5207;-0,01173561;
3342,2796;-0,01173801;
3342,0385;-0,01171961;
3341,7974;-0,01170814;
3341,5563;-0,01170337;
3341,3152;-0,011685;
3341,0741;-0,0116714;
3340,8330;-0,01167706;
3340,5919;-0,01169253;
3340,3507;-0,01172046;
3340,1096;-0,01176381;
3339,8685;-0,01179704;
3339,6274;-0,01177928;
3339,3863;-0,01171482;
3339,1452;-0,01166777;
3338,9041;-0,01167455;
3338,6630;-0,01172298;
3338,4219;-0,01181408;
3338,1807;-0,01191425;
3337,9396;-0,011944;
3337,6985;-0,01189195;
3337,4574;-0,01181511;
3337,2163;-0,011755;
3336,9752;-0,01172552;
3336,7341;-0,0117331;
3336,4930;-0,01175968;
3336,2519;-0,01178018;
3336,0107;-0,01180291;
3335,7696;-0,01182006;
3335,5285;-0,01180531;
3335,2874;-0,01178865;
3335,0463;-0,01180954;
3334,8052;-0,01183384;
3334,5641;-0,01182599;
3334,3230;-0,01181058;
3334,0819;-0,01182459;
3333,8407;-0,01185089;
3333,5996;-0,01184858;
3333,3585;-0,01183287;
3333,1174;-0,01182011;
3332,8763;-0,0117979;
3332,6352;-0,01179584;
3332,3941;-0,011825;
3332,1530;-0,01185335;
3331,9119;-0,01186654;
3331,6708;-0,01185996;
3331,4296;-0,01184466;
3331,1885;-0,01185163;
3330,9474;-0,01188437;
3330,7063;-0,01190518;
3330,4652;-0,01190294;
3330,2241;-0,01190243;
3329,9830;-0,01190408;
3329,7419;-0,01191468;
3329,5008;-0,0119408;
3329,2596;-0,0119385;
3329,0185;-0,01189855;
3328,7774;-0,01187492;
3328,5363;-0,01188734;
3328,2952;-0,01191463;
3328,0541;-0,01194057;
3327,8130;-0,01194404;
3327,5719;-0,01193038;
3327,3308;-0,01193884;
3327,0896;-0,01196055;
3326,8485;-0,01197116;
3326,6074;-0,01199135;
3326,3663;-0,0120166;
3326,1252;-0,01200898;
3325,8841;-0,01196756;
3325,6430;-0,01193968;
3325,4019;-0,01194398;
3325,1608;-0,01194534;
3324,9196;-0,01193577;
3324,6785;-0,01193843;
3324,4374;-0,01194865;
3324,1963;-0,0119594;
3323,9552;-0,011971;
3323,7141;-0,01198067;
3323,4730;-0,01199442;
3323,2319;-0,01201588;
3322,9908;-0,01204129;
3322,7496;-0,01205;
3322,5085;-0,01203448;
3322,2674;-0,01203501;
3322,0263;-0,01206017;
3321,7852;-0,01207221;
3321,5441;-0,01206832;
3321,3030;-0,01206418;
3321,0619;-0,0120612;
3320,8208;-0,01206843;
3320,5796;-0,01208192;
3320,3385;-0,01207518;
3320,0974;-0,01206822;
3319,8563;-0,01208704;
3319,6152;-0,01210258;
3319,3741;-0,01211404;
3319,1330;-0,01212846;
3318,8919;-0,01212816;
3318,6508;-0,01212629;
3318,4097;-0,01213137;
3318,1685;-0,01213752;
3317,9274;-0,01215433;
3317,6863;-0,01216719;
3317,4452;-0,01215238;
3317,2041;-0,01213398;
3316,9630;-0,01213582;
3316,7219;-0,01214641;
3316,4808;-0,01215767;
3316,2397;-0,01217181;
3315,9985;-0,01217868;
3315,7574;-0,01216473;
3315,5163;-0,01215146;
3315,2752;-0,01216909;
3315,0341;-0,01220019;
3314,7930;-0,01220774;
3314,5519;-0,01219639;
3314,3108;-0,01220343;
3314,0697;-0,0122281;
3313,8285;-0,01223672;
3313,5874;-0,01222462;
3313,3463;-0,01221306;
3313,1052;-0,01222946;
3312,8641;-0,01226773;
3312,6230;-0,01228383;
3312,3819;-0,01226853;
3312,1408;-0,01224913;
3311,8997;-0,01224344;
3311,6585;-0,01226562;
3311,4174;-0,01229284;
3311,1763;-0,01227382;
3310,9352;-0,01224123;
3310,6941;-0,01227812;
3310,4530;-0,01235065;
3310,2119;-0,01236557;
3309,9708;-0,01234393;
3309,7297;-0,0123458;
3309,4885;-0,01234956;
3309,2474;-0,01231499;
3309,0063;-0,01226275;
3308,7652;-0,01225427;
3308,5241;-0,012285;
3308,2830;-0,01229447;
3308,0419;-0,01229634;
3307,8008;-0,0123085;
3307,5597;-0,01229428;
3307,3185;-0,01228389;
3307,0774;-0,01233169;
3306,8363;-0,01239575;
3306,5952;-0,0124107;
3306,3541;-0,01238874;
3306,1130;-0,01236783;
3305,8719;-0,01235853;
3305,6308;-0,01237871;
3305,3897;-0,01240791;
3305,1485;-0,01238924;
3304,9074;-0,01235814;
3304,6663;-0,01238222;
3304,4252;-0,01243061;
3304,1841;-0,01245452;
3303,9430;-0,01246587;
3303,7019;-0,0124724;
3303,4608;-0,01245244;
3303,2197;-0,01241484;
3302,9786;-0,01240146;
3302,7374;-0,01241741;
3302,4963;-0,01241287;
3302,2552;-0,01237245;
3302,0141;-0,01235336;
3301,7730;-0,01238629;
3301,5319;-0,01243027;
3301,2908;-0,01245611;
3301,0497;-0,01247458;
3300,8086;-0,01247727;
3300,5674;-0,01245514;
3300,3263;-0,01243915;
3300,0852;-0,01244692;
3299,8441;-0,01245069;
3299,6030;-0,01242952;
3299,3619;-0,01240198;
3299,1208;-0,01239213;
3298,8797;-0,01240045;
3298,6386;-0,01242859;
3298,3974;-0,01247526;
3298,1563;-0,01250769;
3297,9152;-0,0125067;
3297,6741;-0,01250726;
3297,4330;-0,01252475;
3297,1919;-0,0125272;
3296,9508;-0,01250204;
3296,7097;-0,01247945;
3296,4686;-0,01248583;
3296,2274;-0,01250599;
3295,9863;-0,01251397;
3295,7452;-0,01251286;
3295,5041;-0,01253403;
3295,2630;-0,01257745;
3295,0219;-0,01259235;
3294,7808;-0,01255972;
3294,5397;-0,01252036;
3294,2986;-0,01250647;
3294,0574;-0,01249648;
3293,8163;-0,01248105;
3293,5752;-0,01249532;
3293,3341;-0,01253884;
3293,0930;-0,01256545;
3292,8519;-0,01255818;
3292,6108;-0,0125538;
3292,3697;-0,01256028;
3292,1286;-0,01255206;
3291,8874;-0,01254926;
3291,6463;-0,01257134;
3291,4052;-0,01259179;
3291,1641;-0,01258039;
3290,9230;-0,01254195;
3290,6819;-0,01252327;
3290,4408;-0,01256078;
3290,1997;-0,01263219;
3289,9586;-0,01268289;
3289,7175;-0,0126779;
3289,4763;-0,01262436;
3289,2352;-0,01256948;
3288,9941;-0,01255652;
3288,7530;-0,01257416;
3288,5119;-0,01258212;
3288,2708;-0,01257689;
3288,0297;-0,01259136;
3287,7886;-0,01263983;
3287,5475;-0,0126939;
3287,3063;-0,01270368;
3287,0652;-0,01267098;
3286,8241;-0,01265414;
3286,5830;-0,01265485;
3286,3419;-0,0126264;
3286,1008;-0,0125844;
3285,8597;-0,01258014;
3285,6186;-0,01260715;
3285,3775;-0,012631;
3285,1363;-0,01263911;
3284,8952;-0,01263361;
3284,6541;-0,01264476;
3284,4130;-0,01267506;
3284,1719;-0,01266855;
3283,9308;-0,01263739;
3283,6897;-0,01265804;
3283,4486;-0,01271689;
3283,2075;-0,01273363;
3282,9663;-0,01269973;
3282,7252;-0,0126758;
3282,4841;-0,01268773;
3282,2430;-0,01270028;
3282,0019;-0,01270592;
3281,7608;-0,01272629;
3281,5197;-0,01275853;
3281,2786;-0,01278498;
3281,0375;-0,01277258;
3280,7963;-0,0127165;
3280,5552;-0,01266602;
3280,3141;-0,01265695;
3280,0730;-0,01267727;
3279,8319;-0,01269403;
3279,5908;-0,01268419;
3279,3497;-0,01265583;
3279,1086;-0,01264823;
3278,8675;-0,01267924;
3278,6263;-0,01271997;
3278,3852;-0,01273887;
3278,1441;-0,0127284;
3277,9030;-0,01272104;
3277,6619;-0,01273414;
3277,4208;-0,01272883;
3277,1797;-0,0127068;
3276,9386;-0,01271375;
3276,6975;-0,01273737;
3276,4563;-0,01273839;
3276,2152;-0,01272129;
3275,9741;-0,01271091;
3275,7330;-0,01272613;
3275,4919;-0,01275246;
3275,2508;-0,01276017;
3275,0097;-0,01275437;
3274,7686;-0,01274448;
3274,5275;-0,01274206;
3274,2864;-0,01276032;
3274,0452;-0,01277645;
3273,8041;-0,01278076;
3273,5630;-0,01278667;
3273,3219;-0,01278426;
3273,0808;-0,01277952;
3272,8397;-0,01279254;
3272,5986;-0,01280294;
3272,3575;-0,01278063;
3272,1164;-0,01273021;
3271,8752;-0,0126886;
3271,6341;-0,01270024;
3271,3930;-0,01276257;
3271,1519;-0,01281579;
3270,9108;-0,01282195;
3270,6697;-0,01281108;
3270,4286;-0,01280879;
3270,1875;-0,0127974;
3269,9464;-0,01278786;
3269,7052;-0,01279867;
3269,4641;-0,01280577;
3269,2230;-0,01281144;
3268,9819;-0,01282549;
3268,7408;-0,01281556;
3268,4997;-0,01279193;
3268,2586;-0,01279871;
3268,0175;-0,01282186;
3267,7764;-0,01283438;
3267,5352;-0,01284355;
3267,2941;-0,01285508;
3267,0530;-0,01287243;
3266,8119;-0,01288557;
3266,5708;-0,01285715;
3266,3297;-0,01278951;
3266,0886;-0,01274515;
3265,8475;-0,01274947;
3265,6064;-0,01275772;
3265,3652;-0,01274347;
3265,1241;-0,01273335;
3264,8830;-0,01273714;
3264,6419;-0,01274532;
3264,4008;-0,01276382;
3264,1597;-0,01278734;
3263,9186;-0,01278587;
3263,6775;-0,01274448;
3263,4364;-0,01271343;
3263,1952;-0,01274346;
3262,9541;-0,01278857;
3262,7130;-0,01280035;
3262,4719;-0,01279682;
3262,2308;-0,01278353;
3261,9897;-0,01277898;
3261,7486;-0,01282087;
3261,5075;-0,01285999;
3261,2664;-0,01283606;
3261,0253;-0,0127957;
3260,7841;-0,01278433;
3260,5430;-0,01279002;
3260,3019;-0,01280874;
3260,0608;-0,01282814;
3259,8197;-0,01281105;
3259,5786;-0,0127582;
3259,3375;-0,01272758;
3259,0964;-0,01274497;
3258,8553;-0,01276953;
3258,6141;-0,01278812;
3258,3730;-0,01281233;
3258,1319;-0,01282346;
3257,8908;-0,01283177;
3257,6497;-0,01285696;
3257,4086;-0,01287374;
3257,1675;-0,01286567;
3256,9264;-0,01283792;
3256,6853;-0,01282082;
3256,4441;-0,01284648;
3256,2030;-0,01288204;
3255,9619;-0,01288692;
3255,7208;-0,01286913;
3255,4797;-0,01285109;
3255,2386;-0,01286441;
3254,9975;-0,01290291;
3254,7564;-0,01291334;
3254,5153;-0,01289314;
3254,2741;-0,0128745;
3254,0330;-0,01286075;
3253,7919;-0,01285178;
3253,5508;-0,01285418;
3253,3097;-0,01286383;
3253,0686;-0,01287524;
3252,8275;-0,01286627;
3252,5864;-0,01282144;
3252,3453;-0,01279527;
3252,1041;-0,01282879;
3251,8630;-0,01285982;
3251,6219;-0,01283482;
3251,3808;-0,01280257;
3251,1397;-0,01281301;
3250,8986;-0,01283531;
3250,6575;-0,01284038;
3250,4164;-0,01284097;
3250,1753;-0,01283688;
3249,9341;-0,01282808;
3249,6930;-0,01283138;
3249,4519;-0,01284133;
3249,2108;-0,0128378;
3248,9697;-0,0128257;
3248,7286;-0,01281993;
3248,4875;-0,01283236;
3248,2464;-0,01285226;
3248,0053;-0,01284957;
3247,7641;-0,01284579;
3247,5230;-0,01286772;
3247,2819;-0,01288259;
3247,0408;-0,01286304;
3246,7997;-0,01282554;
3246,5586;-0,01280385;
3246,3175;-0,01281387;
3246,0764;-0,01283176;
3245,8353;-0,01282713;
3245,5942;-0,01281077;
3245,3530;-0,01280012;
3245,1119;-0,0127909;
3244,8708;-0,01279073;
3244,6297;-0,01279774;
3244,3886;-0,01279202;
3244,1475;-0,0127786;
3243,9064;-0,01276338;
3243,6653;-0,01274445;
3243,4242;-0,01275569;
3243,1830;-0,01280318;
3242,9419;-0,01281683;
3242,7008;-0,01278434;
3242,4597;-0,01277037;
3242,2186;-0,01278944;
3241,9775;-0,01280603;
3241,7364;-0,01281298;
3241,4953;-0,01281847;
3241,2542;-0,01281324;
3241,0130;-0,01280638;
3240,7719;-0,0128061;
3240,5308;-0,0127939;
3240,2897;-0,01277139;
3240,0486;-0,01275914;
3239,8075;-0,01277448;
3239,5664;-0,01278466;
3239,3253;-0,01274376;
3239,0842;-0,01268975;
3238,8430;-0,01268186;
3238,6019;-0,01272554;
3238,3608;-0,01277508;
3238,1197;-0,01278745;
3237,8786;-0,01278497;
3237,6375;-0,01278649;
3237,3964;-0,0127754;
3237,1553;-0,01277174;
3236,9142;-0,01277809;
3236,6730;-0,01277517;
3236,4319;-0,01279804;
3236,1908;-0,01283832;
3235,9497;-0,01281813;
3235,7086;-0,01273799;
3235,4675;-0,01267966;
3235,2264;-0,01268678;
3234,9853;-0,01272532;
3234,7442;-0,01274283;
3234,5030;-0,0127346;
3234,2619;-0,01273591;
3234,0208;-0,0127504;
3233,7797;-0,01275685;
3233,5386;-0,01275601;
3233,2975;-0,01275301;
3233,0564;-0,01276292;
3232,8153;-0,01279525;
3232,5742;-0,01281833;
3232,3331;-0,0127937;
3232,0919;-0,01273488;
3231,8508;-0,01270263;
3231,6097;-0,01271648;
3231,3686;-0,01274462;
3231,1275;-0,012757;
3230,8864;-0,01273329;
3230,6453;-0,0127008;
3230,4042;-0,01269365;
3230,1631;-0,01269742;
3229,9219;-0,01270862;
3229,6808;-0,01273413;
3229,4397;-0,01276698;
3229,1986;-0,01279253;
3228,9575;-0,01277729;
3228,7164;-0,01272494;
3228,4753;-0,01268469;
3228,2342;-0,01267409;
3227,9931;-0,01268206;
3227,7519;-0,01270774;
3227,5108;-0,01275658;
3227,2697;-0,01279756;
3227,0286;-0,01279277;
3226,7875;-0,0127622;
3226,5464;-0,0127334;
3226,3053;-0,01271148;
3226,0642;-0,01269163;
3225,8231;-0,01266918;
3225,5819;-0,01266953;
3225,3408;-0,0126965;
3225,0997;-0,01271443;
3224,8586;-0,01272641;
3224,6175;-0,01274798;
3224,3764;-0,01274554;
3224,1353;-0,01271484;
3223,8942;-0,01271879;
3223,6531;-0,01275258;
3223,4119;-0,01274046;
3223,1708;-0,01270397;
3222,9297;-0,01271449;
3222,6886;-0,0127498;
3222,4475;-0,01275521;
3222,2064;-0,01275108;
3221,9653;-0,01277127;
3221,7242;-0,01278378;
3221,4831;-0,01277469;
3221,2419;-0,01278206;
3221,0008;-0,01279436;
3220,7597;-0,01278102;
3220,5186;-0,01276398;
3220,2775;-0,01275793;
3220,0364;-0,01273974;
3219,7953;-0,01270215;
3219,5542;-0,0126816;
3219,3131;-0,01269633;
3219,0719;-0,0127159;
3218,8308;-0,01272574;
3218,5897;-0,01273238;
3218,3486;-0,01272357;
3218,1075;-0,01270268;
3217,8664;-0,01267999;
3217,6253;-0,01265721;
3217,3842;-0,01265925;
3217,1431;-0,01267995;
3216,9020;-0,01267776;
3216,6608;-0,01266791;
3216,4197;-0,01266874;
3216,1786;-0,01265816;
3215,9375;-0,01264645;
3215,6964;-0,01265633;
3215,4553;-0,01267108;
3215,2142;-0,01267408;
3214,9731;-0,01267904;
3214,7320;-0,01269656;
3214,4908;-0,0127095;
3214,2497;-0,01269028;
3214,0086;-0,0126482;
3213,7675;-0,01262979;
3213,5264;-0,01263118;
3213,2853;-0,01261079;
3213,0442;-0,01257507;
3212,8031;-0,01255808;
3212,5620;-0,01257188;
3212,3208;-0,01259115;
3212,0797;-0,0125839;
3211,8386;-0,01256608;
3211,5975;-0,01257372;
3211,3564;-0,01259984;
3211,1153;-0,01261375;
3210,8742;-0,01261133;
3210,6331;-0,012608;
3210,3920;-0,01260929;
3210,1508;-0,01261437;
3209,9097;-0,01262111;
3209,6686;-0,01261892;
3209,4275;-0,0125983;
3209,1864;-0,01258147;
3208,9453;-0,012606;
3208,7042;-0,01264059;
3208,4631;-0,01262791;
3208,2220;-0,01259562;
3207,9808;-0,01257561;
3207,7397;-0,01254444;
3207,4986;-0,01251679;
3207,2575;-0,01251659;
3207,0164;-0,01252169;
3206,7753;-0,0125221;
3206,5342;-0,01253861;
3206,2931;-0,01256702;
3206,0520;-0,01257516;
3205,8108;-0,01256654;
3205,5697;-0,01256914;
3205,3286;-0,01256828;
3205,0875;-0,01254334;
3204,8464;-0,0125161;
3204,6053;-0,01251305;
3204,3642;-0,01252928;
3204,1231;-0,01254014;
3203,8820;-0,0125346;
3203,6409;-0,01251831;
3203,3997;-0,01250129;
3203,1586;-0,01248876;
3202,9175;-0,01246817;
3202,6764;-0,01243822;
3202,4353;-0,01242928;
3202,1942;-0,01246819;
3201,9531;-0,01254014;
3201,7120;-0,01259073;
3201,4709;-0,01258196;
3201,2297;-0,01254311;
3200,9886;-0,01253317;
3200,7475;-0,01255609;
3200,5064;-0,01255746;
3200,2653;-0,01251;
3200,0242;-0,01246005;
3199,7831;-0,01245416;
3199,5420;-0,01246573;
3199,3009;-0,01246695;
3199,0597;-0,01247071;
3198,8186;-0,01247054;
3198,5775;-0,01245243;
3198,3364;-0,01242804;
3198,0953;-0,01241137;
3197,8542;-0,01239538;
3197,6131;-0,01237622;
3197,3720;-0,01238217;
3197,1309;-0,01242797;
3196,8897;-0,01248292;
3196,6486;-0,01250402;
3196,4075;-0,01247431;
3196,1664;-0,01242296;
3195,9253;-0,01239805;
3195,6842;-0,01240079;
3195,4431;-0,01240162;
3195,2020;-0,0123941;
3194,9609;-0,01237602;
3194,7197;-0,01234881;
3194,4786;-0,01232942;
3194,2375;-0,01231517;
3193,9964;-0,01230866;
3193,7553;-0,01232996;
3193,5142;-0,0123714;
3193,2731;-0,01241894;
3193,0320;-0,01245937;
3192,7909;-0,0124561;
3192,5497;-0,01241744;
3192,3086;-0,01241189;
3192,0675;-0,01242814;
3191,8264;-0,01239232;
3191,5853;-0,01232739;
3191,3442;-0,01230645;
3191,1031;-0,01232982;
3190,8620;-0,01234058;
3190,6209;-0,01230725;
3190,3797;-0,01227002;
3190,1386;-0,0122774;
3189,8975;-0,01230731;
3189,6564;-0,01232344;
3189,4153;-0,01232834;
3189,1742;-0,01230576;
3188,9331;-0,01226471;
3188,6920;-0,01226726;
3188,4509;-0,01229267;
3188,2098;-0,0122943;
3187,9686;-0,01229902;
3187,7275;-0,01230321;
3187,4864;-0,01227739;
3187,2453;-0,01224492;
3187,0042;-0,01223852;
3186,7631;-0,01225317;
3186,5220;-0,01226989;
3186,2809;-0,01227949;
3186,0398;-0,01227863;
3185,7986;-0,01227738;
3185,5575;-0,01227377;
3185,3164;-0,01224463;
3185,0753;-0,01219778;
3184,8342;-0,01216885;
3184,5931;-0,01217413;
3184,3520;-0,01219382;
3184,1109;-0,01218896;
3183,8698;-0,01214949;
3183,6286;-0,01211776;
3183,3875;-0,01213306;
3183,1464;-0,01217914;
3182,9053;-0,01221408;
3182,6642;-0,01221037;
3182,4231;-0,01217778;
3182,1820;-0,012157;
3181,9409;-0,01217125;
3181,6998;-0,01219687;
3181,4586;-0,01219036;
3181,2175;-0,01214865;
3180,9764;-0,01210383;
3180,7353;-0,01206875;
3180,4942;-0,01204458;
3180,2531;-0,01205201;
